team,region,matchType,Baron,Dra,Turts,kills,deaths,assists,CS,gold,damage,tanking,matches_played,matches_won,minutes_played,matches_lose,win_rate,Baron_per_game,Dra_per_game,Turts_per_game,kills_per_game,deaths_per_game,assists_per_game,CS_per_minute,gold_per_minute,damage_per_game,tanking_per_game,KDA
UOL,RU,2017 LCS 欧洲夏季赛,29,49,237,470,526,1118,39056,2249986,2537215.0,3897394.0,38,21,1264.6,17,0.5526,0.76,1.29,6.24,12.37,13.84,29.42,30.88,1779.21,66768.82,102563.0,3.019
MDK,EU,2019 LEC 春季赛,23,50,169,375,321,872,31973,1771426,1799507.0,2593557.0,26,15,954.0,11,0.5769,0.88,1.92,6.5,14.42,12.35,33.54,33.51,1856.84,69211.81,99752.19,3.885
JAG,KR,2017 LCK 韩国夏季赛,45,69,282,407,455,1000,51914,2855182,3052653.0,4381516.0,42,21,1584.1,21,0.5,1.07,1.64,6.71,9.69,10.83,23.81,32.77,1802.4,72682.21,104321.81,3.092
BLG,CN,2018 LPL夏季赛,29,69,230,471,658,1174,52202,2712567,2855334.0,4324066.0,47,18,1584.9,29,0.383,0.62,1.47,4.89,10.02,14.0,24.98,32.94,1711.51,60751.79,92001.4,2.5
IG,CN,2017 LPL S7资格赛,6,13,58,114,98,279,8066,482416,582551.0,738637.0,8,5,262.7,3,0.625,0.75,1.63,7.25,14.25,12.25,34.88,30.7,1836.38,72818.88,92329.63,4.01
FW,TW,2018 亚洲对抗赛,1,10,21,35,34,100,3540,186784,203592.0,287391.0,3,2,102.0,1,0.6667,0.33,3.33,7.0,11.67,11.33,33.33,34.71,1831.22,67864.0,95797.0,3.971
OMD,CN,2017 LSPL 春季赛,38,99,331,714,806,1754,65603,3379205,3825849.0,5480140.0,56,27,1920.9,29,0.4821,0.68,1.77,5.91,12.75,14.39,31.32,34.15,1759.18,68318.73,97859.64,3.062
ISG,AR,2019 MSI 入围赛,1,6,28,86,107,162,5826,316715,336490.0,541561.0,6,2,178.2,4,0.3333,0.17,1.0,4.67,14.33,17.83,27.0,32.69,1777.3,56081.67,90260.17,2.318
DRX,KR,2021 LCK 夏季赛,11,61,156,342,592,774,44838,2227886,2295070.0,3682023.0,40,8,1310.0,32,0.2,0.28,1.53,3.9,8.55,14.8,19.35,34.23,1700.68,57376.75,92050.58,1.885
OMG,CN,2021 LPL 春季赛,21,75,147,403,594,981,38218,2013828,2114067.0,3539574.0,39,11,1184.9,28,0.2821,0.54,1.92,3.77,10.33,15.23,25.15,32.25,1699.58,54206.85,90758.31,2.33
AL,CN,2018 德玛西亚杯西安站,5,14,43,133,119,310,6090,393988,423302.0,673860.0,7,3,225.8,4,0.4286,0.71,2.0,6.14,19.0,17.0,44.29,26.97,1744.85,60471.71,96265.71,3.723
BLG,CN,德玛西亚杯珠海站,6,22,81,142,156,360,14916,778865,791022.0,1181398.0,13,7,440.4,6,0.5385,0.46,1.69,6.23,10.92,12.0,27.69,33.87,1768.54,60847.85,90876.77,3.218
FOX,KR,KeSPA杯2020,3,18,33,86,94,192,7457,395901,398067.0,618448.0,7,3,227.7,4,0.4286,0.43,2.57,4.71,12.29,13.43,27.43,32.75,1738.7,56866.71,88349.71,2.957
TP,CN,2019 LDL 夏季赛,44,133,385,975,1010,1859,61754,3595994,4248595.0,5881809.0,62,32,1928.5,30,0.5161,0.71,2.15,6.21,15.73,16.29,29.98,32.02,1864.66,68525.73,94867.89,2.806
LGDY,CN,2020 LDL 春季赛,6,30,89,176,146,431,12775,715072,701594.0,1049799.0,13,8,394.8,5,0.6154,0.46,2.31,6.85,13.54,11.23,33.15,32.36,1811.23,53968.77,80753.77,4.158
RNG,CN,2022 MSI 季中冠军赛,19,69,193,425,232,866,23055,1367019,1391746.0,1756068.0,23,19,698.2,4,0.8261,0.83,3.0,8.39,18.48,10.09,37.65,33.02,1957.92,60510.7,76350.78,5.565
JDG,CN,2019 LPL 春季赛,41,97,309,636,749,1560,54662,3069399,3110748.0,4481590.0,53,26,1719.5,27,0.4906,0.77,1.83,5.83,12.0,14.13,29.43,31.79,1785.05,58693.36,84558.3,2.932
RA,CN,2024LPL夏季赛,22,78,183,456,439,1080,36999,1992774,2678189.9,3666626.5,33,16,1090.2,17,0.4848,0.67,2.36,5.55,13.82,13.3,32.73,33.94,1827.9,81157.27,111109.89,3.499
CC,RU,2021 LCL 春季赛,17,69,162,325,279,841,24634,1381513,1512147.0,2181140.0,22,15,778.8,7,0.6818,0.77,3.14,7.36,14.77,12.68,38.23,31.63,1773.9,68733.95,99142.73,4.179
MAX,CN,2019 LDL 春季赛,18,53,160,439,479,1000,32731,1824960,1823737.0,2836505.0,33,13,1017.2,20,0.3939,0.55,1.61,4.85,13.3,14.52,30.3,32.18,1794.1,55264.76,85954.7,3.004
SAT,CN,2017 LSPL 春季赛,34,90,281,725,854,1605,63804,3179627,3740470.0,5468084.0,52,20,1785.5,32,0.3846,0.65,1.73,5.4,13.94,16.42,30.87,35.73,1780.8,71932.12,105155.46,2.728
GRX,HK,2017 LMS S7资格赛,6,15,39,89,121,230,9341,528630,588182.0,916867.0,8,3,304.6,5,0.375,0.75,1.88,4.88,11.13,15.13,28.75,30.67,1735.49,73522.75,114608.38,2.636
FNC,EU,2021 LEC 春季赛,19,64,145,373,399,795,23529,1343994,1497006.0,2280270.0,24,12,733.2,12,0.5,0.79,2.67,6.04,15.54,16.63,33.13,32.09,1833.05,62375.25,95011.25,2.927
FLY,US,2020 S10全球总决赛,5,14,34,72,80,143,6036,333245,347418.0,526639.0,6,3,191.3,3,0.5,0.83,2.33,5.67,12.0,13.33,23.83,31.55,1742.0,57903.0,87773.17,2.688
FOX,KR,2021 LCK 夏季赛,34,122,298,509,600,1193,54671,2849867,2853427.0,4468851.0,48,24,1616.6,24,0.5,0.71,2.54,6.21,10.6,12.5,24.85,33.82,1762.88,59446.4,93101.06,2.837
LNG,CN,2021 S11 全球总决赛 入围赛,3,9,36,69,18,124,4263,234563,282825.2,328970.1,4,4,118.2,0,1.0,0.75,2.25,9.0,17.25,4.5,31.0,36.07,1984.46,70706.3,82242.53,10.722
RYL,CN,2019 LDL 春季赛,13,53,176,430,411,959,30500,1729801,1889015.0,2594459.0,29,15,954.7,14,0.5172,0.45,1.83,6.07,14.83,14.17,33.07,31.95,1811.88,65138.45,89464.1,3.38
IG,CN,德玛西亚杯长沙站,8,14,91,137,73,333,12176,637865,658864.0,778274.0,11,8,340.7,3,0.7273,0.73,1.27,8.27,12.45,6.64,30.27,35.74,1872.22,59896.73,70752.18,6.438
T1,KR,2020 LCK 春季赛,37,131,356,606,374,1520,57423,3030639,2951416.0,4174438.0,50,35,1687.6,15,0.7,0.74,2.62,7.12,12.12,7.48,30.4,34.03,1795.83,59028.32,83488.76,5.684
SPG,KR,2021季中发展挑战杯,3,9,21,74,94,166,5325,292736,304114.7,486413.8,6,2,175.3,4,0.3333,0.5,1.5,3.5,12.33,15.67,27.67,30.38,1669.91,50685.78,81068.97,2.553
NB,CN,德玛西亚杯长沙站,2,1,15,53,68,138,4274,238960,335137.0,416845.0,3,1,130.9,2,0.3333,0.67,0.33,5.0,17.67,22.67,46.0,32.65,1825.52,111712.33,138948.33,2.809
TL,US,2018 MSI 季中冠军赛,7,25,57,105,132,275,13448,675420,655870.0,1022822.0,11,4,385.2,7,0.3636,0.64,2.27,5.18,9.55,12.0,25.0,34.91,1753.43,59624.55,92983.82,2.879
RA,CN,2017 LPL 升降级赛,6,6,27,78,123,213,9126,445414,500850.0,782800.0,7,1,263.2,6,0.1429,0.86,0.86,3.86,11.14,17.57,30.43,34.67,1692.3,71550.0,111828.57,2.366
FW,TW,2018 MSI 季中冠军赛,10,23,88,156,126,377,16295,869353,783429.0,1228516.0,15,8,489.5,7,0.5333,0.67,1.53,5.87,10.4,8.4,25.13,33.29,1776.0,52228.6,81901.07,4.23
VIT,EU,2017 LCS 欧洲春季赛,16,27,158,318,383,670,31883,1788935,1873356.0,2634874.0,29,9,1041.9,20,0.3103,0.55,0.93,5.45,10.97,13.21,23.1,30.6,1716.99,64598.48,90857.72,2.58
G2,EU,2017 LCS 欧洲春季赛,44,85,310,509,386,1145,46533,2646623,2972889.0,3696825.0,37,27,1405.9,10,0.7297,1.19,2.3,8.38,13.76,10.43,30.95,33.1,1882.51,80348.35,99914.19,4.285
NIP,CN,2023 德玛西亚杯,10,18,71,146,151,305,10613,602149,763948.6,1050495.1,11,6,323.4,5,0.5455,0.91,1.64,6.45,13.27,13.73,27.73,32.82,1861.93,69449.87,95499.55,2.987
JAG,KR,2018 LCK春季赛,36,84,257,426,402,1098,64663,3158506,3367820.0,4474750.0,43,19,1741.9,24,0.4419,0.84,1.95,5.98,9.91,9.35,25.53,37.12,1813.25,78321.4,104063.95,3.791
T1,KR,2017 MSI 季中冠军赛,19,43,142,256,152,493,19054,1106441,1183283.0,1459874.0,17,14,564.2,3,0.8235,1.12,2.53,8.35,15.06,8.94,29.0,33.77,1961.08,69604.88,85874.94,4.928
FPX,CN,2022 LPL 夏季赛,28,104,295,599,643,1426,49112,2747475,3223763.0,4433422.0,48,23,1506.6,25,0.4792,0.58,2.17,6.15,12.48,13.4,29.71,32.6,1823.63,67161.73,92362.96,3.149
INF,CR,2021 S11 全球总决赛 入围赛,0,5,8,34,69,72,3709,191887,223751.2,352016.8,4,0,126.0,4,0.0,0.0,1.25,2.0,8.5,17.25,18.0,29.44,1522.91,55937.8,88004.2,1.536
LGD,CN,2019德玛西亚杯,2,11,29,59,52,123,4614,254083,230539.0,341557.0,4,2,138.0,2,0.5,0.5,2.75,7.25,14.75,13.0,30.75,33.43,1841.18,57634.75,85389.25,3.5
MDK,EU,2019 S9全球总决赛 入围赛,12,25,70,164,124,297,10117,601428,629446.0,950525.0,9,6,316.9,3,0.6667,1.33,2.78,7.78,18.22,13.78,33.0,31.92,1897.85,69938.44,105613.89,3.718
SMB,TR,2022 TCL 冬季赛,0,3,14,30,29,76,1811,106277,116489.0,144981.0,2,1,58.2,1,0.5,0.0,1.5,7.0,15.0,14.5,38.0,31.12,1826.07,58244.5,72490.5,3.655
KDF,KR,2018 LCK夏季赛,45,110,374,576,450,1396,72652,3687375,3461463.0,5197788.0,56,33,2042.5,23,0.5893,0.8,1.96,6.68,10.29,8.04,24.93,35.57,1805.32,61811.84,92817.64,4.382
R7,MX,2017 LLN 北拉丁美洲 春季赛,26,62,228,363,138,692,24617,1488952,1510643.0,1777501.0,23,22,745.8,1,0.9565,1.13,2.7,9.91,15.78,6.0,30.09,33.01,1996.45,65680.13,77282.65,7.645
LGD,CN,德玛西亚杯青岛站,1,9,20,51,61,136,3393,196067,195665.0,292652.0,3,1,133.2,2,0.3333,0.33,3.0,6.67,17.0,20.33,45.33,25.47,1471.97,65221.67,97550.67,3.066
BRO,KR,KeSPA杯2020,3,4,10,24,18,49,2297,120839,108265.0,184543.0,2,1,69.9,1,0.5,1.5,2.0,5.0,12.0,9.0,24.5,32.86,1728.74,54132.5,92271.5,4.056
IMT,US,2017 全球总决赛,5,11,36,59,76,148,8373,476267,521587.0,718552.0,7,2,269.3,5,0.2857,0.71,1.57,5.14,8.43,10.86,21.14,31.09,1768.54,74512.43,102650.29,2.724
PCE,AU,2022 LCO 春季赛,3,11,27,54,23,144,2981,178389,194452.0,255508.0,3,3,93.1,0,1.0,1.0,3.67,9.0,18.0,7.67,48.0,32.02,1916.1,64817.33,85169.33,8.609
KDF,KR,2018 亚洲对抗赛,2,5,22,33,31,74,4603,230727,172781.0,245225.0,4,2,129.9,2,0.5,0.5,1.25,5.5,8.25,7.75,18.5,35.43,1776.19,43195.25,61306.25,3.452
TT,CN,2023 LPL 夏季赛,20,82,177,408,484,973,37101,2001693,2303542.1,3364346.7,35,13,1189.6,22,0.3714,0.57,2.34,5.06,11.66,13.83,27.8,31.19,1682.66,65815.49,96124.19,2.853
BBQ,KR,2017 LCK 韩国春季赛,27,82,219,450,472,1064,50465,2733521,2895527.0,4098516.0,43,16,1570.7,27,0.3721,0.63,1.91,5.09,10.47,10.98,24.74,32.13,1740.32,67337.84,95314.33,3.208
EDG,CN,德玛西亚杯青岛站,15,25,98,184,82,484,14176,792876,932182.0,1067081.0,12,11,396.9,1,0.9167,1.25,2.08,8.17,15.33,6.83,40.33,35.72,1997.67,77681.83,88923.42,8.146
NIP,CN,2020 LPL 公开训练赛,2,11,21,99,140,204,5192,307890,388813.0,592075.0,6,1,180.0,5,0.1667,0.33,1.83,3.5,16.5,23.33,34.0,28.84,1710.5,64802.17,98679.17,2.164
BJK,TR,2022 TCL 冬季赛,3,6,10,36,30,72,2074,120073,118544.0,194628.0,2,1,66.1,1,0.5,1.5,3.0,5.0,18.0,15.0,36.0,31.38,1816.54,59272.0,97314.0,3.6
GAM,VN,2023 MSI 入围赛,2,7,25,63,93,164,4811,269911,330775.4,480516.4,5,1,151.2,4,0.2,0.4,1.4,5.0,12.6,18.6,32.8,31.82,1785.13,66155.08,96103.28,2.441
LD,CN,德玛西亚杯长沙站,4,9,30,82,89,196,6523,371079,433923.0,622630.0,6,3,206.4,3,0.5,0.67,1.5,5.0,13.67,14.83,32.67,31.6,1797.86,72320.5,103771.67,3.124
BDS,FR,2023全球总决赛,1,4,11,24,58,49,3539,181963,144585.8,313369.4,4,0,108.0,4,0.0,0.25,1.0,2.75,6.0,14.5,12.25,32.77,1684.84,36146.45,78342.35,1.259
OMG,CN,2018 LPL夏季赛,19,70,213,472,558,1120,50890,2592278,2511065.0,3883377.0,44,15,1543.8,29,0.3409,0.43,1.59,4.84,10.73,12.68,25.45,32.96,1679.15,57069.66,88258.57,2.853
CES,VN,2021 VCS 春季赛,31,106,254,676,683,1585,44599,2501322,3086579.0,4374218.0,43,24,1400.1,19,0.5581,0.72,2.47,5.91,15.72,15.88,36.86,31.85,1786.53,71780.91,101726.0,3.31
FOX,US,2018 LCS 北美春季赛,22,42,138,247,261,654,27553,1424652,1757982.0,2431216.0,21,12,774.6,9,0.5714,1.05,2.0,6.57,11.76,12.43,31.14,35.57,1839.21,83713.43,115772.19,3.452
IMT,US,LCS开年锦标赛,1,8,13,59,102,139,5750,294292,305332.0,452572.0,6,1,179.3,5,0.1667,0.17,1.33,2.17,9.83,17.0,23.17,32.07,1641.34,50888.67,75428.67,1.941
YG(VN),VN,2017 全球总决赛 入围赛,3,11,47,57,65,131,7781,422899,398646.0,638362.0,7,2,237.3,5,0.2857,0.43,1.57,6.71,8.14,9.29,18.71,32.79,1782.13,56949.43,91194.57,2.892
JDG,CN,2023 LPL 春季赛,44,123,376,744,459,1713,47207,2738721,3455063.4,4247520.4,47,36,1442.0,11,0.766,0.94,2.62,8.0,15.83,9.77,36.45,32.74,1899.25,73511.99,90372.77,5.353
LNG,CN,2024 LPL春季赛,34,98,264,550,474,1369,48677,2650236,3232831.0,4384331.5,44,24,1443.5,20,0.5455,0.77,2.23,6.0,12.5,10.77,31.11,33.72,1835.98,73473.43,99643.9,4.049
DRX,KR,2017 LCK 韩国夏季赛,46,95,378,654,440,1562,55578,3184209,3539926.0,4515520.0,48,34,1698.6,14,0.7083,0.96,1.98,7.88,13.63,9.17,32.54,32.72,1874.61,73748.46,94073.33,5.036
ITZ,BR,2019 MSI 入围赛,1,5,23,43,80,79,6317,319323,299795.0,529669.0,6,1,190.4,5,0.1667,0.17,0.83,3.83,7.17,13.33,13.17,33.18,1677.12,49965.83,88278.17,1.525
LNG,CN,2017 LPL 春季赛,26,57,193,377,503,856,48385,2304859,2519401.0,3583184.0,35,14,1241.4,21,0.4,0.74,1.63,5.51,10.77,14.37,24.46,38.98,1856.66,71982.89,102376.69,2.451
IG,CN,2017 LPL 夏季赛,44,87,346,688,640,1668,58152,3305582,3875003.0,5078378.0,53,30,1813.1,23,0.566,0.83,1.64,6.53,12.98,12.08,31.47,32.07,1823.17,73113.26,95818.45,3.681
IW,TR,2021 MSI 季中邀请赛,1,10,31,91,130,194,6186,344436,368483.0,592071.0,6,1,196.9,5,0.1667,0.17,1.67,5.17,15.17,21.67,32.33,31.42,1749.29,61413.83,98678.5,2.192
MDK,EU,2021 S11 全球总决赛,10,19,71,167,204,383,12950,727679,779676.7,1174558.6,11,4,409.8,7,0.3636,0.91,1.73,6.45,15.18,18.55,34.82,31.6,1775.69,70879.7,106778.05,2.696
CGA,JP,2022 LJL春季赛,9,59,116,264,348,601,24860,1314027,1280122.0,1969571.0,24,10,762.7,14,0.4167,0.38,2.46,4.83,11.0,14.5,25.04,32.59,1722.86,53338.42,82065.46,2.486
TSM,US,2017 MSI 入围赛,5,7,35,76,81,153,4838,301773,336871.0,414545.0,5,3,165.0,2,0.6,1.0,1.4,7.0,15.2,16.2,30.6,29.32,1828.93,67374.2,82909.0,2.827
C9,US,2017 LCS NA S7资格赛,4,10,29,59,43,160,5046,298163,386196.0,443626.0,4,3,160.7,1,0.75,1.0,2.5,7.25,14.75,10.75,40.0,31.4,1855.4,96549.0,110906.5,5.093
GRX,HK,2019 LMS 夏季赛,23,65,183,356,404,854,32200,1796484,1797705.0,2810102.0,30,14,1021.7,16,0.4667,0.77,2.17,6.1,11.87,13.47,28.47,31.52,1758.33,59923.5,93670.07,2.995
WE,CN,2020 LPL 春季赛,33,126,288,694,669,1764,46354,2689047,2900255.0,4392240.0,49,24,1542.7,25,0.4898,0.67,2.57,5.88,14.16,13.65,36.0,30.05,1743.08,59188.88,89637.55,3.674
RNG,CN,2018 亚洲对抗赛,3,7,27,45,28,106,4286,225916,193059.0,271766.0,4,3,121.6,1,0.75,0.75,1.75,6.75,11.25,7.0,26.5,35.25,1857.86,48264.75,67941.5,5.393
LNG,CN,2020 LPL 春季赛,17,94,188,426,586,1001,39501,2156440,2315235.0,3519184.0,40,14,1294.8,26,0.35,0.43,2.35,4.7,10.65,14.65,25.03,30.51,1665.46,57880.88,87979.6,2.435
KDF,KR,2021 LCK 夏季赛,33,129,296,580,556,1435,58772,3093311,3303664.0,4728649.0,50,26,1759.4,24,0.52,0.66,2.58,5.92,11.6,11.12,28.7,33.4,1758.16,66073.28,94572.98,3.624
IW,TR,2022 MSI 季中冠军赛,0,8,17,62,137,133,4997,275193,282529.0,501744.0,6,1,163.4,5,0.1667,0.0,1.33,2.83,10.33,22.83,22.17,30.58,1684.17,47088.17,83624.0,1.423
NS,KR,2021 LCK S11资格赛,0,4,13,17,58,37,3108,154890,171591.0,290826.0,3,0,97.0,3,0.0,0.0,1.33,4.33,5.67,19.33,12.33,32.04,1596.8,57197.0,96942.0,0.931
NIP,CN,2020 LPL 夏季赛,30,115,311,627,525,1522,47315,2632766,2631228.0,3929319.0,49,30,1466.0,19,0.6122,0.61,2.35,6.35,12.8,10.71,31.06,32.27,1795.88,53698.53,80190.18,4.093
WBG,CN,德玛西亚杯青岛站,5,10,42,91,128,224,10170,525968,581369.0,843453.0,8,1,297.2,7,0.125,0.63,1.25,5.25,11.38,16.0,28.0,34.22,1769.74,72671.13,105431.63,2.461
JDG,CN,2021NEST全国电子竞技大赛,0,4,5,11,29,19,1949,0,79986.0,0.0,2,0,61.0,2,0.0,0.0,2.0,2.5,5.5,14.5,9.5,31.95,0.0,39993.0,0.0,1.034
BLG,CN,2020NEST全国电子竞技大赛,2,5,19,83,107,183,5560,309139,370973.0,589404.0,5,1,174.7,4,0.2,0.4,1.0,3.8,16.6,21.4,36.6,31.83,1769.54,74194.6,117880.8,2.486
GAL,TR,2017 TCL 土耳其冬季赛,23,36,153,393,402,893,24716,1548858,1721654.0,2597926.0,26,11,885.4,15,0.4231,0.88,1.38,5.88,15.12,15.46,34.35,27.92,1749.33,66217.46,99920.23,3.199
NSR,AE,2021 TCL 冬季赛,15,55,141,291,256,668,21511,1197777,1212671.0,1847724.0,22,13,665.1,9,0.5909,0.68,2.5,6.41,13.23,11.64,30.36,32.34,1800.9,55121.41,83987.45,3.746
JDG,CN,2021 LPL 春季赛,25,95,241,571,484,1316,39493,2158229,2471886.0,3420553.0,37,25,1155.6,12,0.6757,0.68,2.57,6.51,15.43,13.08,35.57,34.18,1867.63,66807.73,92447.38,3.899
EDGY,CN,2018 LDL春季赛,38,79,268,426,323,1031,43746,2334527,2442726.0,3344672.0,35,22,1262.1,13,0.6286,1.09,2.26,7.66,12.17,9.23,29.46,34.66,1849.72,69792.17,95562.06,4.511
EG,US,2022 LCS开年锦标赛,9,33,95,178,116,396,12027,678152,707513.0,958062.0,12,9,359.7,3,0.75,0.75,2.75,7.92,14.83,9.67,33.0,33.44,1885.33,58959.42,79838.5,4.948
SDX,CN,2019德玛西亚杯,3,11,17,51,77,120,3768,213729,226542.0,404918.0,4,1,124.2,3,0.25,0.75,2.75,4.25,12.75,19.25,30.0,30.34,1720.85,56635.5,101229.5,2.221
JAG,KR,2019 LCK 夏季赛,15,48,99,282,546,664,43249,2216294,2042968.0,3206691.0,40,4,1354.5,36,0.1,0.38,1.2,2.48,7.05,13.65,16.6,31.93,1636.25,51074.2,80167.28,1.733
FLY,US,2021 LCS 春季赛,7,41,74,220,248,469,19955,1049517,1094459.0,1761856.0,18,6,606.0,12,0.3333,0.39,2.28,4.11,12.22,13.78,26.06,32.93,1731.88,60803.28,97880.89,2.778
RJ,JP,2022 LJL春季赛,20,69,203,363,194,927,23766,1375272,1333583.0,1857319.0,24,19,737.2,5,0.7917,0.83,2.88,8.46,15.13,8.08,38.63,32.24,1865.53,55565.96,77388.29,6.649
RA,CN,2020 LPL 春季赛,19,113,219,509,529,1226,44215,2414799,2518077.0,3942708.0,43,21,1416.7,22,0.4884,0.44,2.63,5.09,11.84,12.3,28.51,31.21,1704.52,58559.93,91690.88,3.28
AXZ,JP,2022 LJL春季赛,8,32,78,163,350,388,18820,1025764,868181.0,1528687.0,21,5,620.6,16,0.2381,0.38,1.52,3.71,7.76,16.67,18.48,30.33,1652.86,41341.95,72794.62,1.574
YM,CN,2019德玛西亚杯,1,2,6,19,60,36,3407,172191,120276.0,251224.0,4,0,111.2,4,0.0,0.25,0.5,1.5,4.75,15.0,9.0,30.64,1548.48,30069.0,62806.0,0.917
SDX,CN,2021 LDL 春季赛,45,154,452,1027,789,2384,65388,3617904,3899977.0,5646641.0,64,42,1896.5,22,0.6563,0.7,2.41,7.06,16.05,12.33,37.25,34.48,1907.67,60937.14,88228.77,4.323
SHEINOO,CN,2018 LDL 夏季赛,14,35,138,329,222,675,20491,1135049,1230321.0,1623705.0,21,13,623.6,8,0.619,0.67,1.67,6.57,15.67,10.57,32.14,32.86,1820.16,58586.71,77319.29,4.523
GEN,KR,2024全球总决赛,10,35,87,160,141,429,14682,784859,992028.0,1406049.7,13,7,433.6,6,0.5385,0.77,2.69,6.69,12.31,10.85,33.0,33.86,1810.1,76309.85,108157.67,4.177
JDG,CN,2023 MSI 季中冠军赛,10,33,94,217,120,543,13610,780853,968423.0,1207979.0,14,11,405.6,3,0.7857,0.71,2.36,6.71,15.5,8.57,38.79,33.56,1925.18,69173.07,86284.21,6.333
YM,CN,2021 LDL 春季赛,64,174,500,1166,774,2622,67402,3831393,4226661.0,5829735.0,67,51,1984.9,16,0.7612,0.96,2.6,7.46,17.4,11.55,39.13,33.96,1930.27,63084.49,87010.97,4.894
JDM,CN,2021季中发展挑战杯,14,42,136,361,238,869,17464,1077932,1319613.0,1662293.0,19,13,578.1,6,0.6842,0.74,2.21,7.16,19.0,12.53,45.74,30.21,1864.61,69453.32,87489.11,5.168
ORD,AU,2022 LCO 春季赛,2,13,32,69,31,157,4191,233730,259367.0,354125.0,4,3,123.6,1,0.75,0.5,3.25,8.0,17.25,7.75,39.25,33.91,1891.02,64841.75,88531.25,7.29
GAM,VN,2017 MSI 入围赛,7,23,83,218,170,455,11709,722266,803192.0,1097923.0,12,7,390.3,5,0.5833,0.58,1.92,6.92,18.17,14.17,37.92,30.0,1850.54,66932.67,91493.58,3.959
LGD,CN,2018 NEST 全国电子竞技大赛,3,10,40,101,74,257,5262,304946,363883.0,486389.0,5,4,160.4,1,0.8,0.6,2.0,8.0,20.2,14.8,51.4,32.81,1901.16,72776.6,97277.8,4.838
LGDY,CN,2019 LDL 春季赛,25,75,189,436,474,971,37682,2057947,1920216.0,2918232.0,35,15,1134.7,20,0.4286,0.71,2.14,5.4,12.46,13.54,27.74,33.21,1813.65,54863.31,83378.06,2.968
WE,CN,2019 LPL 夏季赛,25,80,227,520,515,1150,36589,2087512,2255084.0,3204348.0,36,18,1139.7,18,0.5,0.69,2.22,6.31,14.44,14.31,31.94,32.1,1831.63,62641.22,89009.67,3.243
C9,US,2022 LCS开年锦标赛,5,25,54,125,112,298,10497,559505,571701.0,763489.0,10,5,311.9,5,0.5,0.5,2.5,5.4,12.5,11.2,29.8,33.66,1793.86,57170.1,76348.9,3.777
IW,TR,2021 TCL 夏季赛,14,45,124,264,273,668,19273,1096641,1147315.0,1758465.0,19,8,620.9,11,0.4211,0.74,2.37,6.53,13.89,14.37,35.16,31.04,1766.21,60385.0,92550.79,3.414
AUR,TR,2021 TCL 冬季赛,2,16,41,122,348,294,15041,786081,725914.0,1433382.0,18,0,501.6,18,0.0,0.11,0.89,2.28,6.78,19.33,16.33,29.99,1567.15,40328.56,79632.33,1.195
UP,CN,2023 LPL 春季赛,14,53,141,344,614,858,35406,1908664,2321722.8,3673298.7,37,10,1133.4,27,0.2703,0.38,1.43,3.81,9.3,16.59,23.19,31.24,1684.02,62749.26,99278.34,1.958
S04,EU,2019 LEC 春季赛,16,34,103,183,186,408,19717,1045423,1003110.0,1412770.0,18,9,572.3,9,0.5,0.89,1.89,5.72,10.17,10.33,22.67,34.45,1826.7,55728.33,78487.22,3.177
PRW,CN,德玛西亚杯青岛站,2,3,25,67,65,156,4683,265581,255633.0,416861.0,5,2,147.5,3,0.4,0.4,0.6,5.0,13.4,13.0,31.2,31.75,1800.55,51126.6,83372.2,3.431
ISG,AR,2017 CLS 南拉丁美洲 春季赛,16,34,163,330,278,692,20082,1250363,1474465.0,1946769.0,19,13,660.3,6,0.6842,0.84,1.79,8.58,17.37,14.63,36.42,30.41,1893.63,77603.42,102461.53,3.676
EDG,CN,2017亚洲对抗赛,4,9,22,53,62,141,4972,292733,375440.0,554439.0,4,1,169.8,3,0.25,1.0,2.25,5.5,13.25,15.5,35.25,29.28,1723.99,93860.0,138609.75,3.129
TTY,CN,2021 LDL 春季赛,48,131,369,951,823,2080,62302,3478618,4007809.0,5693830.0,60,34,1893.0,26,0.5667,0.8,2.18,6.15,15.85,13.72,34.67,32.91,1837.62,66796.82,94897.17,3.683
RA,CN,2021 LPL 全球总决赛资格赛,0,5,9,12,56,28,2995,144097,153438.0,229749.2,3,0,92.1,3,0.0,0.0,1.67,3.0,4.0,18.67,9.33,32.52,1564.57,51146.0,76583.07,0.714
BLGJ,CN,2021 LDL 夏季赛,18,57,171,412,377,997,25049,1443420,1799437.2,2223397.1,26,16,788.3,10,0.6154,0.69,2.19,6.58,15.85,14.5,38.35,31.78,1831.05,69209.12,85515.27,3.737
MSF,EU,2019 LEC 春季赛,16,41,104,180,221,388,18750,1020653,972150.0,1571255.0,17,7,574.6,10,0.4118,0.94,2.41,6.12,10.59,13.0,22.82,32.63,1776.28,57185.29,92426.76,2.57
TL,US,2019 LCS 夏季赛,20,72,212,395,291,968,29003,1649793,1741747.0,2445957.0,28,20,886.7,8,0.7143,0.71,2.57,7.57,14.11,10.39,34.57,32.71,1860.6,62205.25,87355.61,4.684
IG,CN,2019 LPL 春季赛,37,84,307,734,603,1639,41907,2478097,2940483.0,3737889.0,42,31,1309.9,11,0.7381,0.88,2.0,7.31,17.48,14.36,39.02,31.99,1891.82,70011.5,88997.36,3.935
