team,region,matchType,Baron,Dra,Turts,kills,deaths,assists,CS,gold,damage,tanking,matches_played,matches_won,minutes_played,matches_lose,win_rate,Baron_per_game,Dra_per_game,Turts_per_game,kills_per_game,deaths_per_game,assists_per_game,CS_per_minute,gold_per_minute,damage_per_game,tanking_per_game,KDA
TL,US,2020 LCS 夏季赛,36,83,236,395,310,983,37552,2041019,2129125.0,3111397.0,31,22,1139.0,9,0.7097,1.16,2.68,7.61,12.74,10.0,31.71,32.97,1791.94,68681.45,100367.65,4.445
EDG,CN,2019NEST全国电子竞技大赛,12,31,91,206,153,509,11742,706729,735601.0,987227.0,12,8,394.7,4,0.6667,1.0,2.58,7.58,17.17,12.75,42.42,29.75,1790.55,61300.08,82268.92,4.673
VTG,CN,2018 LDL 夏季赛,37,65,269,535,398,1269,42070,2170349,2049729.0,2815437.0,36,26,1131.9,10,0.7222,1.03,1.81,7.47,14.86,11.06,35.25,37.17,1917.44,56936.92,78206.58,4.533
Mlxg队,CN,2019LPL全明星周末,2,1,7,16,31,34,1209,72242,93336.0,154504.0,1,0,42.2,1,0.0,2.0,1.0,7.0,16.0,31.0,34.0,28.65,1711.9,93336.0,154504.0,1.613
FG,AR,2021 LLA 闭幕赛,16,56,151,345,393,864,27065,1513082,1697220.0,2431372.0,26,13,880.4,13,0.5,0.62,2.15,5.81,13.27,15.12,33.23,30.74,1718.63,65277.69,93514.31,3.076
SYX,CN,2018 LDL 夏季赛,16,44,114,278,374,638,26636,1368562,1467456.0,2233492.0,24,8,801.5,16,0.3333,0.67,1.83,4.75,11.58,15.58,26.58,33.23,1707.5,61144.0,93062.17,2.449
KT,KR,2018 S8全球总决赛,7,15,71,119,98,296,12231,635100,559140.0,843924.0,11,7,357.9,4,0.6364,0.64,1.36,6.45,10.82,8.91,26.91,34.17,1774.52,50830.91,76720.36,4.235
WBG,CN,2020 LPL S10 资格赛,4,10,27,44,26,111,3520,196220,246598.0,297261.0,3,3,105.6,0,1.0,1.33,3.33,9.0,14.67,8.67,37.0,33.33,1858.14,82199.33,99087.0,5.962
FLY,US,2017 LCS 北美夏季赛,31,65,221,472,659,1064,46447,2619932,3006343.0,4415271.0,41,16,1498.5,25,0.3902,0.76,1.59,5.39,11.51,16.07,25.95,31.0,1748.37,73325.44,107689.54,2.331
UPA,CN,2021 LDL 春季赛,30,101,271,704,993,1589,59262,3194385,3501471.0,5637583.0,62,20,1860.2,42,0.3226,0.48,1.63,4.37,11.35,16.02,25.63,31.86,1717.23,56475.34,90928.76,2.309
H2K,EU,2017 LCS 欧洲夏季赛,29,56,250,476,378,1150,38007,2208306,2377169.0,3305186.0,37,23,1218.6,14,0.6216,0.78,1.51,6.76,12.86,10.22,31.08,31.19,1812.17,64247.81,89329.35,4.302
JDM,CN,2018 LDL春季赛,22,51,209,462,385,1109,35419,1951173,2084420.0,3033838.0,31,17,1105.4,14,0.5484,0.71,1.65,6.74,14.9,12.42,35.77,32.04,1765.13,67239.35,97865.74,4.081
EDG,CN,2019 LPL 夏季赛,29,107,278,572,463,1342,43347,2477608,2477535.0,3547261.0,43,25,1363.9,18,0.5814,0.67,2.49,6.47,13.3,10.77,31.21,31.78,1816.56,57617.09,82494.44,4.134
TES,CN,2020 S10全球总决赛,12,38,97,202,161,448,16540,892973,975339.0,1362218.0,15,9,491.9,6,0.6,0.8,2.53,6.47,13.47,10.73,29.87,33.62,1815.35,65022.6,90814.53,4.037
ITZ,BR,2017 CBL 巴西夏季赛,13,28,107,172,182,384,15169,902123,821746.0,1252482.0,15,9,505.3,6,0.6,0.87,1.87,7.13,11.47,12.13,25.6,30.02,1785.32,54783.07,83498.8,3.055
VTG,CN,2019 LDL 夏季赛,33,107,287,708,899,1671,59697,3343300,3398123.0,5105222.0,62,22,1954.8,40,0.3548,0.53,1.73,4.63,11.42,14.5,26.95,30.54,1710.3,54808.44,82342.29,2.646
FOX,KR,2020 LCK 春季赛,20,97,223,430,512,1058,48318,2498595,2446305.0,3874735.0,44,16,1478.8,28,0.3636,0.45,2.2,5.07,9.77,11.64,24.05,32.67,1689.61,55597.84,88062.16,2.906
LNG,CN,2024 LPL全球总决赛资格赛,2,8,24,65,28,152,3149,183573,260194.7,297957.7,3,3,91.2,0,1.0,0.67,2.67,8.0,21.67,9.33,50.67,34.53,2012.86,86731.57,99319.23,7.75
KDM,KR,2017 LCK 韩国春季赛,34,50,196,365,562,873,54127,2852550,2907594.0,4612612.0,45,12,1683.4,33,0.2667,0.76,1.11,4.36,8.11,12.49,19.4,32.15,1694.52,64613.2,102502.49,2.203
RGE,EU,2019 LEC 春季赛,4,24,56,142,240,319,17285,900874,818837.0,1468297.0,17,2,542.7,15,0.1176,0.24,1.41,3.29,8.35,14.12,18.76,31.85,1659.99,48166.88,86370.41,1.921
YM,CN,2019 LDL 春季赛,35,108,338,629,475,1412,48298,2668059,2606650.0,3387795.0,46,30,1404.5,16,0.6522,0.76,2.35,7.35,13.67,10.33,30.7,34.39,1899.65,56666.3,73647.72,4.297
SKY,VN,2021 VCS 春季赛,14,60,143,457,572,995,34300,1837038,2102767.0,3206909.0,35,11,1051.3,24,0.3143,0.4,1.71,4.09,13.06,16.34,28.43,32.63,1747.4,60079.06,91625.97,2.538
TL,US,2020 S10全球总决赛,3,11,33,78,64,177,6376,338332,349349.0,495220.0,6,3,194.5,3,0.5,0.5,1.83,5.5,13.0,10.67,29.5,32.78,1739.5,58224.83,82536.67,3.984
SHG,JP,2022 LJL春季赛,12,51,128,232,284,543,26413,1386013,1307353.0,1913255.0,24,7,811.6,17,0.2917,0.5,2.13,5.33,9.67,11.83,22.63,32.54,1707.75,54473.04,79718.96,2.729
IGY,CN,2019 LDL 春季赛,26,73,252,590,497,1281,38373,2179958,2127541.0,3093960.0,40,27,1133.0,13,0.675,0.65,1.83,6.3,14.75,12.43,32.03,33.87,1924.06,53188.53,77349.0,3.765
JDG,CN,2019 亚洲对抗赛,2,7,20,42,54,98,4198,225682,211305.0,343663.0,4,2,130.3,2,0.5,0.5,1.75,5.0,10.5,13.5,24.5,32.22,1732.02,52826.25,85915.75,2.593
IGY,CN,2020 LDL 夏季赛,62,199,523,1182,581,2739,67036,3890870,4530492.0,5444714.0,65,55,2066.3,10,0.8462,0.95,3.06,8.05,18.18,8.94,42.14,32.44,1883.01,69699.88,83764.83,6.749
CG,US,2019 S9全球总决赛 入围赛,7,23,61,115,70,248,8881,501613,433333.0,532188.0,8,6,266.2,2,0.75,0.88,2.88,7.63,14.38,8.75,31.0,33.36,1884.35,54166.63,66523.5,5.186
SHG,JP,2024全球总决赛 入围赛,0,4,6,37,85,74,3533,182733,250713.4,423874.5,4,0,111.7,4,0.0,0.0,1.0,1.5,9.25,21.25,18.5,31.63,1635.93,62678.35,105968.63,1.306
SE,VN,2021 VCS 冬季赛,16,41,119,354,491,715,22813,1316547,1497037.0,2273267.0,26,11,756.0,15,0.4231,0.62,1.58,4.58,13.62,18.88,27.5,30.18,1741.46,57578.35,87433.35,2.177
HLE,KR,2022 LCK春季赛,10,34,87,191,199,422,19876,1046683,997926.0,1582795.0,18,7,609.1,11,0.3889,0.56,1.89,4.83,10.61,11.06,23.44,32.63,1718.41,55440.33,87933.06,3.08
VKE,VN,2024全球总决赛 入围赛,1,6,13,38,78,82,4564,234726,284847.3,493554.1,4,0,135.8,4,0.0,0.25,1.5,3.25,9.5,19.5,20.5,33.61,1728.47,71211.83,123388.53,1.538
JDG,CN,2023 德玛西亚杯,4,27,52,147,139,331,10355,574231,814624.5,1050971.3,10,6,316.8,4,0.6,0.4,2.7,5.2,14.7,13.9,33.1,32.69,1812.6,81462.45,105097.13,3.439
GAL,TR,2021 TCL 冬季赛,5,34,64,198,269,468,16098,877588,810159.0,1425027.0,17,5,528.5,12,0.2941,0.29,2.0,3.76,11.65,15.82,27.53,30.46,1660.53,47656.41,83825.12,2.476
MCX,TW,2021 PCS 夏季赛,18,63,220,486,390,1113,30478,1764908,1975828.0,2749858.0,33,20,983.4,13,0.6061,0.55,1.91,6.67,14.73,11.82,33.73,30.99,1794.7,59873.58,83329.03,4.1
SDX,CN,2021 LDL 夏季赛,22,76,213,524,548,1345,37787,2098653,2277848.1,3352695.8,39,19,1179.4,20,0.4872,0.56,1.95,5.46,13.44,14.05,34.49,32.04,1779.42,58406.36,85966.56,3.411
MDK,EU,2024全球总决赛,0,2,20,49,99,97,4816,253790,325348.3,535743.3,5,1,154.6,4,0.2,0.0,0.4,4.0,9.8,19.8,19.4,31.15,1641.59,65069.66,107148.66,1.475
VTG,CN,2020 LDL 夏季赛,16,60,164,581,1048,1150,50117,2690167,3142051.0,4762791.0,54,7,1604.2,47,0.1296,0.3,1.11,3.04,10.76,19.41,21.3,31.24,1676.95,58186.13,88199.83,1.652
WBG,CN,2019 LPL 夏季赛,26,78,204,436,461,981,37751,2084494,2157613.0,3096293.0,35,17,1168.8,18,0.4857,0.74,2.23,5.83,12.46,13.17,28.03,32.3,1783.45,61646.09,88465.51,3.074
PNG,BR,2021 CBLOL 夏季赛,17,58,160,384,339,836,21182,1242239,1509999.0,2101358.0,21,15,659.6,6,0.7143,0.81,2.76,7.62,18.29,16.14,39.81,32.11,1883.32,71904.71,100064.67,3.599
SEK,KR,KeSPA杯 2021,1,10,28,74,93,155,4163,245191,334180.0,417681.0,5,2,138.6,3,0.4,0.2,2.0,5.6,14.8,18.6,31.0,30.04,1769.05,66836.0,83536.2,2.462
GG,US,2022 LCS开年锦标赛,1,5,15,47,85,92,5013,258656,268822.0,448878.0,5,1,155.4,4,0.2,0.2,1.0,3.0,9.4,17.0,18.4,32.26,1664.45,53764.4,89775.6,1.635
TF,SG,2021 VCS 春季赛,26,63,187,525,618,1121,37954,2083240,2376003.0,3700139.0,38,14,1178.7,24,0.3684,0.68,1.66,4.92,13.82,16.26,29.5,32.2,1767.4,62526.39,97372.08,2.663
MDK,EU,2023 MSI 季中冠军赛,0,7,19,70,123,118,4480,260134,288991.1,462106.1,6,0,153.1,6,0.0,0.0,1.17,3.17,11.67,20.5,19.67,29.26,1699.11,48165.18,77017.68,1.528
NIP,CN,2024 LPL全球总决赛资格赛,1,8,26,62,85,159,5349,282797,400802.4,551129.2,5,2,157.5,3,0.4,0.2,1.6,5.2,12.4,17.0,31.8,33.96,1795.54,80160.48,110225.84,2.6
FW,TW,2018 MSI 入围赛,3,11,29,43,15,103,3222,185197,213026.0,260461.0,3,3,96.8,0,1.0,1.0,3.67,9.67,14.33,5.0,34.33,33.29,1913.19,71008.67,86820.33,9.733
GEN,KR,2021 S11 全球总决赛,16,38,119,226,205,509,18298,1036848,1029996.7,1484744.3,16,10,592.3,6,0.625,1.0,2.38,7.44,14.13,12.81,31.81,30.89,1750.55,64374.79,92796.52,3.585
KDF,KR,2020 LCK 夏季赛,25,94,228,548,626,1276,49829,2644629,2889038.0,4046001.0,47,23,1521.6,24,0.4894,0.53,2.0,4.85,11.66,13.32,27.15,32.75,1738.06,61468.89,86085.13,2.914
IG,CN,2020NEST全国电子竞技大赛,2,12,22,66,100,164,5835,310525,340094.0,546981.0,6,2,181.2,4,0.3333,0.33,2.0,3.67,11.0,16.67,27.33,32.2,1713.71,56682.33,91163.5,2.3
IM,CN,2017 LPL 夏季赛,23,56,172,325,459,839,41738,2240347,2374107.0,3775437.0,36,13,1280.4,23,0.3611,0.64,1.56,4.78,9.03,12.75,23.31,32.6,1749.72,65947.42,104873.25,2.536
RNG,CN,2024 LPL春季赛,18,84,186,413,524,1007,40856,2178255,2595232.8,3754004.7,36,12,1225.7,24,0.3333,0.5,2.33,5.17,11.47,14.56,27.97,33.33,1777.15,72089.8,104277.91,2.71
PGM,JP,2017 全球总决赛 入围赛,0,2,6,15,49,34,3524,178214,141407.0,318266.0,4,0,114.5,4,0.0,0.0,0.5,1.5,3.75,12.25,8.5,30.78,1556.45,35351.75,79566.5,1.0
TL,US,2022 LCS 春季赛,6,21,71,126,79,298,10622,557928,575489.0,792245.0,9,7,294.9,2,0.7778,0.67,2.33,7.89,14.0,8.78,33.11,36.02,1891.92,63943.22,88027.22,5.367
RNG,CN,2017 LPL 春季赛,25,76,306,552,378,1190,50191,2555491,2617673.0,3480152.0,41,27,1391.9,14,0.6585,0.61,1.85,7.46,13.46,9.22,29.02,36.06,1835.97,63845.68,84881.76,4.608
FPX,CN,2018 LPL夏季赛,28,67,245,526,566,1272,52212,2731486,2739108.0,4034391.0,45,20,1587.5,25,0.4444,0.62,1.49,5.44,11.69,12.58,28.27,32.89,1720.62,60869.07,89653.13,3.177
DRX,KR,KeSPA杯2020,1,2,16,33,55,51,4442,216226,213358.0,313772.0,4,1,127.7,3,0.25,0.25,0.5,4.0,8.25,13.75,12.75,34.78,1693.23,53339.5,78443.0,1.527
GEN,KR,2023全球总决赛,9,21,63,125,85,298,10089,547542,624779.9,842281.3,9,6,289.3,3,0.6667,1.0,2.33,7.0,13.89,9.44,33.11,34.87,1892.64,69419.99,93586.81,4.976
TTY,CN,2021 LDL 夏季赛,20,61,180,421,459,995,30550,1708336,1969281.2,2926095.8,29,14,1004.2,15,0.4828,0.69,2.1,6.21,14.52,15.83,34.31,30.42,1701.19,67906.25,100899.86,3.085
XL,EU,2021 LEC 夏季赛,12,24,99,205,225,494,18234,1009699,1049929.0,1474896.0,18,7,586.5,11,0.3889,0.67,1.33,5.5,11.39,12.5,27.44,31.09,1721.57,58329.39,81938.67,3.107
DP,TR,2021 TCL 夏季赛,12,46,124,281,310,691,21665,1202652,1268863.0,1795097.0,23,11,698.6,12,0.4783,0.52,2.0,5.39,12.22,13.48,30.04,31.01,1721.52,55167.96,78047.7,3.135
T1,KR,2017 LCK 韩国春季赛,38,102,339,633,372,1458,51518,2929389,3375360.0,4183587.0,42,32,1526.3,10,0.7619,0.9,2.43,8.07,15.07,8.86,34.71,33.75,1919.27,80365.71,99609.21,5.621
JDG,CN,2020 英雄联盟 季中杯,4,12,37,84,108,208,8775,462926,584568.0,782144.0,7,3,264.4,4,0.4286,0.57,1.71,5.29,12.0,15.43,29.71,33.19,1750.85,83509.71,111734.86,2.704
MSF,EU,2017 LCS 欧洲春季赛,27,88,244,505,379,1233,45438,2582701,2695346.0,3602788.0,38,21,1446.4,17,0.5526,0.71,2.32,6.42,13.29,9.97,32.45,31.41,1785.61,70930.16,94810.21,4.586
GMB,RU,2017 LCL 独联体 春季赛,11,25,62,169,182,394,14298,826368,1039964.0,1378751.0,12,5,476.1,7,0.4167,0.92,2.08,5.17,14.08,15.17,32.83,30.03,1735.7,86663.67,114895.92,3.093
OMD,CN,2018 LDL春季赛,17,51,151,345,396,876,28055,1535913,1649991.0,2600359.0,28,12,879.0,16,0.4286,0.61,1.82,5.39,12.32,14.14,31.29,31.92,1747.34,58928.25,92869.96,3.083
EEW,KR,2018 LCK 升降级赛,2,2,12,19,31,55,3939,185418,137836.0,284472.0,3,1,111.9,2,0.3333,0.67,0.67,4.0,6.33,10.33,18.33,35.2,1657.0,45945.33,94824.0,2.387
LD,CN,2017 LSPL 夏季赛,58,117,429,880,735,2136,63996,3815704,4618780.0,6073000.0,60,38,2067.7,22,0.6333,0.97,1.95,7.15,14.67,12.25,35.6,30.95,1845.39,76979.67,101216.67,4.103
JDG,CN,2021 LPL 夏季赛,21,74,185,494,517,1117,35812,1949818,2171832.6,3059178.7,35,17,1076.2,18,0.4857,0.6,2.11,5.29,14.11,14.77,31.91,33.28,1811.76,62052.36,87405.11,3.116
MVP,KR,2017 LCK 韩国春季赛,51,102,270,578,677,1337,56621,3192285,3554887.0,4911635.0,50,24,1804.8,26,0.48,1.02,2.04,5.4,11.56,13.54,26.74,31.37,1768.77,71097.74,98232.7,2.829
100,US,2018 LCS 北美春季赛,28,55,192,252,210,681,33305,1727983,1746150.0,2665404.0,26,17,969.6,9,0.6538,1.08,2.12,7.38,9.69,8.08,26.19,34.35,1782.16,67159.62,102515.54,4.443
WBG,CN,2019 LPL 春季赛,19,71,211,456,470,1078,41716,2284396,2399060.0,3404298.0,36,16,1264.1,20,0.4444,0.53,1.97,5.86,12.67,13.06,29.94,33.0,1807.13,66640.56,94563.83,3.264
TO,CN,2020 LDL 春季赛,9,28,88,201,114,474,11506,671961,768967.0,957154.0,12,9,367.0,3,0.75,0.75,2.33,7.33,16.75,9.5,39.5,31.35,1830.96,64080.58,79762.83,5.921
SP,KR,2020 LCK 春季赛,29,92,210,464,599,1060,45268,2442196,2741168.0,4085735.0,42,17,1450.0,25,0.4048,0.69,2.19,5.0,11.05,14.26,25.24,31.22,1684.27,65265.9,97279.4,2.544
JDG,CN,2019 LPL S9资格赛,2,9,25,73,82,167,3964,236278,275234.0,366400.0,5,2,130.2,3,0.4,0.4,1.8,5.0,14.6,16.4,33.4,30.45,1814.73,55046.8,73280.0,2.927
TSM,US,2020 LCS 春季赛,4,13,30,61,69,112,5507,303789,325202.0,487915.0,5,2,179.0,3,0.4,0.8,2.6,6.0,12.2,13.8,22.4,30.77,1697.15,65040.4,97583.0,2.507
NRG,US,2023全球总决赛,7,19,45,114,96,273,8014,465416,573370.5,781424.8,8,4,261.1,4,0.5,0.88,2.38,5.63,14.25,12.0,34.13,30.69,1782.52,71671.31,97678.1,4.031
RNG,CN,2020 LPL 春季赛,20,112,246,549,506,1334,44462,2465115,2485965.0,3596571.0,42,21,1431.5,21,0.5,0.48,2.67,5.86,13.07,12.05,31.76,31.06,1722.05,59189.64,85632.64,3.721
JJH,CN,2019 LDL 夏季赛,33,113,285,786,754,1817,51913,3061642,3431904.0,4614098.0,56,27,1736.7,29,0.4821,0.59,2.02,5.09,14.04,13.46,32.45,29.89,1762.91,61284.0,82394.61,3.452
LNGA,CN,KeSPA杯 2021,2,5,14,54,59,142,2973,171988,197794.0,309467.0,3,1,94.5,2,0.3333,0.67,1.67,4.67,18.0,19.67,47.33,31.46,1819.98,65931.33,103155.67,3.322
100,US,2024全球总决赛 入围赛,7,11,40,111,122,249,7297,417440,635497.8,882981.5,7,3,234.1,4,0.4286,1.0,1.57,5.71,15.86,17.43,35.57,31.17,1783.17,90785.4,126140.21,2.951
EDG,CN,2022 LPL春季赛,33,109,307,625,488,1445,44485,2516897,2791707.0,3568197.0,43,27,1356.6,16,0.6279,0.77,2.53,7.14,14.53,11.35,33.6,32.79,1855.3,64923.42,82981.33,4.242
V3,JP,2020 S10全球总决赛 入围赛,2,7,14,51,100,110,4819,262706,305007.0,521783.0,5,1,161.1,4,0.2,0.4,1.4,2.8,10.2,20.0,22.0,29.91,1630.7,61001.4,104356.6,1.61
GS,TR,2021 TCL 夏季赛,34,59,213,437,247,1036,25947,1523011,1729412.0,2265512.0,24,20,797.4,4,0.8333,1.42,2.46,8.88,18.21,10.29,43.17,32.54,1909.97,72058.83,94396.33,5.964
JT,TW,2021 PCS 夏季赛,24,94,235,517,445,1185,34612,1971684,2265190.0,3163526.0,35,19,1092.6,16,0.5429,0.69,2.69,6.71,14.77,12.71,33.86,31.68,1804.58,64719.71,90386.46,3.825
TSG,CN,2019 LDL 夏季赛,39,95,306,719,800,1529,58757,3290483,3417246.0,5059367.0,57,24,1871.7,33,0.4211,0.68,1.67,5.37,12.61,14.04,26.82,31.39,1758.02,59951.68,88760.82,2.81
TES,CN,2024LPL夏季赛,42,107,376,669,540,1625,50425,2806747,3890871.4,5054878.3,46,34,1437.4,12,0.7391,0.91,2.33,8.17,14.54,11.74,35.33,35.08,1952.66,84584.16,109888.66,4.248
SC,CN,2018 LDL 夏季赛,24,48,185,349,350,796,32903,1716490,1731627.0,2437592.0,28,13,972.2,15,0.4643,0.86,1.71,6.61,12.46,12.5,28.43,33.84,1765.57,61843.82,87056.86,3.271
AHQ,TW,2019 LMS 春季赛,30,101,272,538,455,1311,46790,2564670,2513661.0,3746811.0,42,23,1438.8,19,0.5476,0.71,2.4,6.48,12.81,10.83,31.21,32.52,1782.51,59849.07,89209.79,4.064
VKE,VN,2018 S8全球总决赛,6,13,31,56,94,136,7301,371708,394003.0,531262.0,6,2,211.2,4,0.3333,1.0,2.17,5.17,9.33,15.67,22.67,34.57,1759.98,65667.17,88543.67,2.043
FLA,BR,2021 CBLOL 春季赛,19,53,168,333,268,779,23344,1305965,1419267.0,1917201.0,23,15,723.2,8,0.6522,0.83,2.3,7.3,14.48,11.65,33.87,32.28,1805.81,61707.26,83356.57,4.149
DKL,CN,2018 LDL 夏季赛,7,15,75,231,296,495,15857,881227,937619.0,1473035.0,18,6,515.9,12,0.3333,0.39,0.83,4.17,12.83,16.44,27.5,30.74,1708.14,52089.94,81835.28,2.453
JDG,CN,2018 德玛西亚杯西安站,2,6,22,30,40,58,4393,235673,192233.0,326115.0,4,1,153.1,3,0.25,0.5,1.5,5.5,7.5,10.0,14.5,28.69,1539.34,48058.25,81528.75,2.2
TL,US,2018 S8全球总决赛,4,17,38,51,57,124,6866,342094,280214.0,435690.0,6,3,192.0,3,0.5,0.67,2.83,6.33,8.5,9.5,20.67,35.76,1781.74,46702.33,72615.0,3.07
DRX,KR,2019 LCK S9资格赛,9,18,70,158,109,390,11770,651163,650069.0,869484.0,12,7,356.1,5,0.5833,0.75,1.5,5.83,13.17,9.08,32.5,33.05,1828.6,54172.42,72457.0,5.028
CLG,US,LCS开年锦标赛,3,6,14,44,81,90,4251,223352,253290.0,426789.0,4,1,132.9,3,0.25,0.75,1.5,3.5,11.0,20.25,22.5,31.99,1680.6,63322.5,106697.25,1.654
MVP,KR,2018 LCK夏季赛,13,53,137,290,421,760,45112,2227952,2168106.0,3301839.0,40,11,1337.3,29,0.275,0.33,1.33,3.43,7.25,10.53,19.0,33.73,1666.01,54202.65,82545.98,2.494
SDX,CN,2020德玛西亚杯,1,3,14,49,79,102,3281,184293,188874.0,338451.0,4,1,103.6,3,0.25,0.25,0.75,3.5,12.25,19.75,25.5,31.67,1778.89,47218.5,84612.75,1.911
AV,AU,2017 OPL 春季赛,19,39,168,376,433,729,27962,1677956,1956163.0,2688149.0,27,13,943.0,14,0.4815,0.7,1.44,6.22,13.93,16.04,27.0,29.65,1779.38,72450.48,99561.07,2.552
MDK,EU,2019 LEC S9资格赛,9,16,74,134,125,280,10919,613710,593636.0,841348.0,10,6,326.5,4,0.6,0.9,1.6,7.4,13.4,12.5,28.0,33.44,1879.66,59363.6,84134.8,3.312
SBT,KR,KeSPA杯 2021,1,8,18,77,84,165,3151,196236,278981.0,430517.0,4,2,111.0,2,0.5,0.25,2.0,4.5,19.25,21.0,41.25,28.39,1767.89,69745.25,107629.25,2.881
IG,CN,德玛西亚杯青岛站,7,23,98,189,170,424,14468,787711,936897.0,1153006.0,13,9,418.9,4,0.6923,0.54,1.77,7.54,14.54,13.08,32.62,34.54,1880.43,72069.0,88692.77,3.606
AL,CN,德玛西亚杯青岛站,12,26,78,189,151,490,14330,788603,827331.0,1212028.0,13,7,418.7,6,0.5385,0.92,2.0,6.0,14.54,11.62,37.69,34.22,1883.46,63640.85,93232.92,4.497
BSG,RU,2021 LCL 夏季赛,15,25,83,188,185,480,12643,760913,857116.0,1411245.0,13,8,433.3,5,0.6154,1.15,1.92,6.38,14.46,14.23,36.92,29.18,1756.09,65932.0,108557.31,3.611
MOJ,CN,2022 德玛西亚杯,1,6,11,42,83,76,3156,176377,244395.0,324118.8,4,1,104.0,3,0.25,0.25,1.5,2.75,10.5,20.75,19.0,30.35,1695.93,61098.75,81029.7,1.422
SMB,TR,2021 TCL 冬季赛,24,67,156,379,268,950,23698,1363621,1374809.0,2001376.0,23,17,748.3,6,0.7391,1.04,2.91,6.78,16.48,11.65,41.3,31.67,1822.29,59774.3,87016.35,4.959
MDK,EU,2019 LEC 夏季赛,14,45,114,223,245,518,21275,1154636,1128247.0,1587644.0,18,9,625.1,9,0.5,0.78,2.5,6.33,12.39,13.61,28.78,34.03,1847.12,62680.39,88202.44,3.024
GEN,KR,2018 LCK S8资格赛,12,35,99,127,98,291,16055,819795,750316.0,1047458.0,13,9,442.6,4,0.6923,0.92,2.69,7.62,9.77,7.54,22.38,36.27,1852.23,57716.62,80573.69,4.265
LNG,CN,2022 LPL 夏季赛,46,112,358,740,709,1715,60424,3377195,4005427.0,5564760.0,58,30,1877.2,28,0.5172,0.79,1.93,6.17,12.76,12.22,29.57,32.19,1799.06,69059.09,95944.14,3.463
SG,JP,2021 LJL 夏季赛,9,35,54,141,192,354,14780,785469,882152.0,1319318.0,14,4,477.8,10,0.2857,0.64,2.5,3.86,10.07,13.71,25.29,30.93,1643.93,63010.86,94237.0,2.578
GRF,KR,2020 LCK 春季赛,12,81,178,399,483,927,48949,2513154,2396521.0,3768918.0,45,16,1532.2,29,0.3556,0.27,1.8,3.96,8.87,10.73,20.6,31.95,1640.23,53256.02,83753.73,2.745
HLE,KR,2020 LCK 春季赛,19,92,200,420,580,1070,46849,2470607,2582312.0,3894409.0,45,17,1486.0,28,0.3778,0.42,2.04,4.44,9.33,12.89,23.78,31.53,1662.59,57384.71,86542.42,2.569
BJK,TR,2021 TCL 冬季赛,9,43,93,226,218,517,17787,959687,970438.0,1398421.0,17,9,544.2,8,0.5294,0.53,2.53,5.47,13.29,12.82,30.41,32.68,1763.48,57084.59,82260.06,3.408
MDK,EU,2022全球总决赛 入围赛,11,18,72,162,163,388,12225,693152,757001.8,1174580.8,12,6,391.5,6,0.5,0.92,1.5,6.0,13.5,13.58,32.33,31.23,1770.5,63083.48,97881.73,3.374
INF,CR,2021 MSI 季中邀请赛,2,5,17,52,100,110,5691,289889,281607.0,491761.0,6,1,176.8,5,0.1667,0.33,0.83,2.83,8.67,16.67,18.33,32.19,1639.64,46934.5,81960.17,1.62
JDM,CN,2020 LDL 夏季赛,49,190,445,919,621,2095,62856,3577443,3774751.0,5473773.0,60,41,1964.0,19,0.6833,0.82,3.17,7.42,15.32,10.35,34.92,32.0,1821.51,62912.52,91229.55,4.853
PCE,AU,2021 S11 全球总决赛 入围赛,4,19,57,168,186,353,10479,582055,633047.2,983846.2,12,5,336.2,7,0.4167,0.33,1.58,4.75,14.0,15.5,29.42,31.17,1731.28,52753.93,81987.18,2.801
NIP,CN,2021 LPL 夏季赛,7,45,79,271,548,659,33609,1708343,1709882.1,3131344.8,35,3,1071.2,32,0.0857,0.2,1.29,2.26,7.74,15.66,18.83,31.38,1594.79,48853.77,89466.99,1.697
RNS,BR,2021 CBLOL 夏季赛,22,59,191,448,440,992,26183,1539421,1945429.0,2606790.0,28,17,841.6,11,0.6071,0.79,2.11,6.82,16.0,15.71,35.43,31.11,1829.16,69479.61,93099.64,3.273
RJ,JP,2021 LJL 春季赛,13,52,127,285,267,757,20766,1168163,1297568.0,1877172.0,21,11,675.9,10,0.5238,0.62,2.48,6.05,13.57,12.71,36.05,30.72,1728.31,61788.95,89389.14,3.903
G2,EU,2022 MSI 季中冠军赛,15,48,130,313,253,613,20287,1164394,1164407.0,1665891.0,21,13,625.9,8,0.619,0.71,2.29,6.19,14.9,12.05,29.19,32.41,1860.35,55447.95,79328.14,3.66
100,US,2018 S8全球总决赛,3,6,26,74,85,176,5786,309855,320485.0,464349.0,6,2,181.0,4,0.3333,0.5,1.0,4.33,12.33,14.17,29.33,31.97,1711.91,53414.17,77391.5,2.941
DW,AU,2021 LCO 春季赛,12,51,116,283,287,646,19953,1088450,1209117.0,1725020.0,20,11,615.9,9,0.55,0.6,2.55,5.8,14.15,14.35,32.3,32.4,1767.25,60455.85,86251.0,3.237
IM,CN,2017 LPL 春季赛,32,80,268,594,615,1434,59075,2963406,3580105.0,4839080.0,43,20,1660.5,23,0.4651,0.74,1.86,6.23,13.81,14.3,33.35,35.58,1784.65,83258.26,112536.74,3.298
