hero_name,position,matchType,pick_count,ban_count,win_count,matches_played,pick_rate,ban_rate,win_rate
Rakan,SUP,2018 LCK 春季升降级赛,4,0,1,14,0.2857,0.0,0.25
Reksai,Ban,2018 LCK 春季升降级赛,0,2,0,14,0.0,0.1429,0.0
Renekton,TOP,2018 LCK 春季升降级赛,3,0,1,14,0.2143,0.0,0.3333
Rumble,Ban,2018 LCK 春季升降级赛,0,3,0,14,0.0,0.2143,0.0
Rumble,TOP,2018 LCK 春季升降级赛,2,0,1,14,0.1429,0.0,0.5
Sejuani,JUG,2018 LCK 春季升降级赛,9,0,6,14,0.6429,0.0,0.6667
Shen,Ban,2018 LCK 春季升降级赛,0,3,0,14,0.0,0.2143,0.0
Shen,TOP,2018 LCK 春季升降级赛,3,0,3,14,0.2143,0.0,1.0
Syndra,Ban,2018 LCK 春季升降级赛,0,5,0,14,0.0,0.3571,0.0
Syndra,MID,2018 LCK 春季升降级赛,2,0,1,14,0.1429,0.0,0.5
Taliyah,Ban,2018 LCK 春季升降级赛,0,8,0,14,0.0,0.5714,0.0
Taliyah,MID,2018 LCK 春季升降级赛,4,0,1,14,0.2857,0.0,0.25
Taric,SUP,2018 LCK 春季升降级赛,3,0,3,14,0.2143,0.0,1.0
Thresh,Ban,2018 LCK 春季升降级赛,0,7,0,14,0.0,0.5,0.0
Thresh,SUP,2018 LCK 春季升降级赛,2,0,1,14,0.1429,0.0,0.5
Tristana,ADC,2018 LCK 春季升降级赛,13,0,7,14,0.9286,0.0,0.5385
Tristana,Ban,2018 LCK 春季升降级赛,0,1,0,14,0.0,0.0714,0.0
Twitch,ADC,2018 LCK 春季升降级赛,2,0,2,14,0.1429,0.0,1.0
Xayah,ADC,2018 LCK 春季升降级赛,1,0,0,14,0.0714,0.0,0.0
Xayah,Ban,2018 LCK 春季升降级赛,0,12,0,14,0.0,0.8571,0.0
Yasuo,TOP,2018 LCK 春季升降级赛,1,0,1,14,0.0714,0.0,1.0
Zyra,SUP,2018 LCK 春季升降级赛,1,0,0,14,0.0714,0.0,0.0
Aatrox,Ban,2018 LCK夏季赛,0,149,0,219,0.0,0.6804,0.0
Aatrox,MID,2018 LCK夏季赛,5,0,4,219,0.0228,0.0,0.8
Aatrox,TOP,2018 LCK夏季赛,31,0,20,219,0.1416,0.0,0.6452
Alistar,Ban,2018 LCK夏季赛,0,38,0,219,0.0,0.1735,0.0
Alistar,SUP,2018 LCK夏季赛,66,0,31,219,0.3014,0.0,0.4697
Amumu,JUG,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Anivia,Ban,2018 LCK夏季赛,0,10,0,219,0.0,0.0457,0.0
Anivia,MID,2018 LCK夏季赛,8,0,4,219,0.0365,0.0,0.5
Ashe,ADC,2018 LCK夏季赛,38,0,29,219,0.1735,0.0,0.7632
Ashe,Ban,2018 LCK夏季赛,0,29,0,219,0.0,0.1324,0.0
Aurelionsol,Ban,2018 LCK夏季赛,0,5,0,219,0.0,0.0228,0.0
Aurelionsol,MID,2018 LCK夏季赛,7,0,4,219,0.032,0.0,0.5714
Azir,Ban,2018 LCK夏季赛,0,8,0,219,0.0,0.0365,0.0
Azir,MID,2018 LCK夏季赛,13,0,8,219,0.0594,0.0,0.6154
Blitzcrank,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Blitzcrank,SUP,2018 LCK夏季赛,4,0,3,219,0.0183,0.0,0.75
Brand,SUP,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Braum,Ban,2018 LCK夏季赛,0,22,0,219,0.0,0.1005,0.0
Braum,JUG,2018 LCK夏季赛,6,0,2,219,0.0274,0.0,0.3333
Braum,MID,2018 LCK夏季赛,4,0,2,219,0.0183,0.0,0.5
Braum,SUP,2018 LCK夏季赛,38,0,16,219,0.1735,0.0,0.4211
Caitlyn,ADC,2018 LCK夏季赛,4,0,1,219,0.0183,0.0,0.25
Camille,Ban,2018 LCK夏季赛,0,78,0,219,0.0,0.3562,0.0
Camille,JUG,2018 LCK夏季赛,31,0,15,219,0.1416,0.0,0.4839
Camille,TOP,2018 LCK夏季赛,17,0,7,219,0.0776,0.0,0.4118
Cassiopeia,MID,2018 LCK夏季赛,2,0,0,219,0.0091,0.0,0.0
Chogath,Ban,2018 LCK夏季赛,0,9,0,219,0.0,0.0411,0.0
Chogath,TOP,2018 LCK夏季赛,32,0,15,219,0.1461,0.0,0.4688
Corki,MID,2018 LCK夏季赛,2,0,0,219,0.0091,0.0,0.0
Darius,ADC,2018 LCK夏季赛,2,0,1,219,0.0091,0.0,0.5
Darius,Ban,2018 LCK夏季赛,0,54,0,219,0.0,0.2466,0.0
Darius,MID,2018 LCK夏季赛,2,0,0,219,0.0091,0.0,0.0
Darius,TOP,2018 LCK夏季赛,35,0,16,219,0.1598,0.0,0.4571
Draven,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Drmundo,Ban,2018 LCK夏季赛,0,53,0,219,0.0,0.242,0.0
Drmundo,TOP,2018 LCK夏季赛,65,0,29,219,0.2968,0.0,0.4462
Elise,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Elise,JUG,2018 LCK夏季赛,3,0,1,219,0.0137,0.0,0.3333
Evelynn,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Evelynn,JUG,2018 LCK夏季赛,2,0,0,219,0.0091,0.0,0.0
Ezreal,ADC,2018 LCK夏季赛,86,0,45,219,0.3927,0.0,0.5233
Ezreal,Ban,2018 LCK夏季赛,0,50,0,219,0.0,0.2283,0.0
Fiddlesticks,Ban,2018 LCK夏季赛,0,17,0,219,0.0,0.0776,0.0
Fiddlesticks,SUP,2018 LCK夏季赛,4,0,2,219,0.0183,0.0,0.5
Fizz,MID,2018 LCK夏季赛,3,0,2,219,0.0137,0.0,0.6667
Galio,Ban,2018 LCK夏季赛,0,23,0,219,0.0,0.105,0.0
Galio,MID,2018 LCK夏季赛,37,0,23,219,0.1689,0.0,0.6216
Galio,SUP,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Gangplank,ADC,2018 LCK夏季赛,2,0,1,219,0.0091,0.0,0.5
Gangplank,Ban,2018 LCK夏季赛,0,44,0,219,0.0,0.2009,0.0
Gangplank,TOP,2018 LCK夏季赛,41,0,17,219,0.1872,0.0,0.4146
Garen,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Gnar,Ban,2018 LCK夏季赛,0,23,0,219,0.0,0.105,0.0
Gnar,TOP,2018 LCK夏季赛,43,0,29,219,0.1963,0.0,0.6744
Gragas,Ban,2018 LCK夏季赛,0,17,0,219,0.0,0.0776,0.0
Gragas,JUG,2018 LCK夏季赛,34,0,15,219,0.1553,0.0,0.4412
Gragas,SUP,2018 LCK夏季赛,17,0,8,219,0.0776,0.0,0.4706
Gragas,TOP,2018 LCK夏季赛,15,0,6,219,0.0685,0.0,0.4
Graves,Ban,2018 LCK夏季赛,0,7,0,219,0.0,0.032,0.0
Graves,JUG,2018 LCK夏季赛,10,0,3,219,0.0457,0.0,0.3
Heimerdinger,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Heimerdinger,Ban,2018 LCK夏季赛,0,3,0,219,0.0,0.0137,0.0
Heimerdinger,TOP,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Irelia,ADC,2018 LCK夏季赛,3,0,1,219,0.0137,0.0,0.3333
Irelia,Ban,2018 LCK夏季赛,0,32,0,219,0.0,0.1461,0.0
Irelia,MID,2018 LCK夏季赛,27,0,8,219,0.1233,0.0,0.2963
Irelia,TOP,2018 LCK夏季赛,2,0,0,219,0.0091,0.0,0.0
Janna,SUP,2018 LCK夏季赛,2,0,1,219,0.0091,0.0,0.5
Jarvaniv,TOP,2018 LCK夏季赛,2,0,1,219,0.0091,0.0,0.5
Jax,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Jax,MID,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Jax,TOP,2018 LCK夏季赛,7,0,4,219,0.032,0.0,0.5714
Jayce,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Jayce,Ban,2018 LCK夏季赛,0,33,0,219,0.0,0.1507,0.0
Jayce,MID,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Jayce,TOP,2018 LCK夏季赛,19,0,14,219,0.0868,0.0,0.7368
Jhin,ADC,2018 LCK夏季赛,10,0,3,219,0.0457,0.0,0.3
Jhin,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Jinx,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Kaisa,ADC,2018 LCK夏季赛,29,0,12,219,0.1324,0.0,0.4138
Kaisa,Ban,2018 LCK夏季赛,0,16,0,219,0.0,0.0731,0.0
Kalista,ADC,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Kalista,Ban,2018 LCK夏季赛,0,3,0,219,0.0,0.0137,0.0
Karma,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Karma,MID,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Karma,SUP,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Karma,TOP,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Karthus,ADC,2018 LCK夏季赛,3,0,2,219,0.0137,0.0,0.6667
Karthus,Ban,2018 LCK夏季赛,0,5,0,219,0.0,0.0228,0.0
Karthus,MID,2018 LCK夏季赛,6,0,1,219,0.0274,0.0,0.1667
Karthus,TOP,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Kennen,Ban,2018 LCK夏季赛,0,32,0,219,0.0,0.1461,0.0
Kennen,SUP,2018 LCK夏季赛,2,0,0,219,0.0091,0.0,0.0
Kennen,TOP,2018 LCK夏季赛,30,0,16,219,0.137,0.0,0.5333
Kindred,Ban,2018 LCK夏季赛,0,31,0,219,0.0,0.1416,0.0
Kindred,JUG,2018 LCK夏季赛,44,0,19,219,0.2009,0.0,0.4318
Kled,ADC,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Kled,Ban,2018 LCK夏季赛,0,8,0,219,0.0,0.0365,0.0
Kled,MID,2018 LCK夏季赛,4,0,0,219,0.0183,0.0,0.0
Kled,TOP,2018 LCK夏季赛,6,0,5,219,0.0274,0.0,0.8333
Kogmaw,ADC,2018 LCK夏季赛,5,0,2,219,0.0228,0.0,0.4
Kogmaw,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Leblanc,Ban,2018 LCK夏季赛,0,30,0,219,0.0,0.137,0.0
Leblanc,MID,2018 LCK夏季赛,11,0,7,219,0.0502,0.0,0.6364
Leesin,JUG,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Leona,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Leona,SUP,2018 LCK夏季赛,7,0,4,219,0.032,0.0,0.5714
Lissandra,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Lissandra,MID,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Lucian,ADC,2018 LCK夏季赛,23,0,6,219,0.105,0.0,0.2609
Lucian,Ban,2018 LCK夏季赛,0,20,0,219,0.0,0.0913,0.0
Lucian,MID,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Lulu,ADC,2018 LCK夏季赛,5,0,1,219,0.0228,0.0,0.2
Lulu,Ban,2018 LCK夏季赛,0,28,0,219,0.0,0.1279,0.0
Lulu,MID,2018 LCK夏季赛,21,0,11,219,0.0959,0.0,0.5238
Lulu,SUP,2018 LCK夏季赛,5,0,2,219,0.0228,0.0,0.4
Lux,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Malphite,TOP,2018 LCK夏季赛,5,0,2,219,0.0228,0.0,0.4
Malzahar,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Malzahar,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Malzahar,MID,2018 LCK夏季赛,5,0,2,219,0.0228,0.0,0.4
Masteryi,Ban,2018 LCK夏季赛,0,26,0,219,0.0,0.1187,0.0
Masteryi,JUG,2018 LCK夏季赛,6,0,3,219,0.0274,0.0,0.5
Missfortune,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Missfortune,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Mordekaiser,ADC,2018 LCK夏季赛,14,0,9,219,0.0639,0.0,0.6429
Mordekaiser,Ban,2018 LCK夏季赛,0,8,0,219,0.0,0.0365,0.0
Mordekaiser,TOP,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Morgana,ADC,2018 LCK夏季赛,8,0,3,219,0.0365,0.0,0.375
Morgana,Ban,2018 LCK夏季赛,0,82,0,219,0.0,0.3744,0.0
Morgana,MID,2018 LCK夏季赛,2,0,1,219,0.0091,0.0,0.5
Morgana,SUP,2018 LCK夏季赛,46,0,22,219,0.21,0.0,0.4783
Nami,SUP,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Nasus,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Nasus,TOP,2018 LCK夏季赛,2,0,2,219,0.0091,0.0,1.0
Nidalee,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Nidalee,JUG,2018 LCK夏季赛,6,0,4,219,0.0274,0.0,0.6667
Nocturne,Ban,2018 LCK夏季赛,0,104,0,219,0.0,0.4749,0.0
Nocturne,JUG,2018 LCK夏季赛,42,0,26,219,0.1918,0.0,0.619
Nunu,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Nunu,JUG,2018 LCK夏季赛,5,0,1,219,0.0228,0.0,0.2
Olaf,Ban,2018 LCK夏季赛,0,7,0,219,0.0,0.032,0.0
Olaf,JUG,2018 LCK夏季赛,15,0,6,219,0.0685,0.0,0.4
Orianna,Ban,2018 LCK夏季赛,0,18,0,219,0.0,0.0822,0.0
Orianna,MID,2018 LCK夏季赛,30,0,11,219,0.137,0.0,0.3667
Ornn,Ban,2018 LCK夏季赛,0,11,0,219,0.0,0.0502,0.0
Ornn,MID,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Ornn,SUP,2018 LCK夏季赛,4,0,3,219,0.0183,0.0,0.75
Ornn,TOP,2018 LCK夏季赛,31,0,11,219,0.1416,0.0,0.3548
Poppy,MID,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Pyke,Ban,2018 LCK夏季赛,0,22,0,219,0.0,0.1005,0.0
Pyke,SUP,2018 LCK夏季赛,19,0,9,219,0.0868,0.0,0.4737
Quinn,Ban,2018 LCK夏季赛,0,3,0,219,0.0,0.0137,0.0
Quinn,TOP,2018 LCK夏季赛,3,0,2,219,0.0137,0.0,0.6667
Rakan,Ban,2018 LCK夏季赛,0,111,0,219,0.0,0.5068,0.0
Rakan,JUG,2018 LCK夏季赛,4,0,4,219,0.0183,0.0,1.0
Rakan,SUP,2018 LCK夏季赛,43,0,20,219,0.1963,0.0,0.4651
Rammus,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Renekton,Ban,2018 LCK夏季赛,0,7,0,219,0.0,0.032,0.0
Renekton,MID,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Renekton,TOP,2018 LCK夏季赛,3,0,1,219,0.0137,0.0,0.3333
Rengar,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Rengar,JUG,2018 LCK夏季赛,5,0,2,219,0.0228,0.0,0.4
Rumble,Ban,2018 LCK夏季赛,0,5,0,219,0.0,0.0228,0.0
Rumble,MID,2018 LCK夏季赛,2,0,1,219,0.0091,0.0,0.5
Rumble,TOP,2018 LCK夏季赛,3,0,1,219,0.0137,0.0,0.3333
Ryze,ADC,2018 LCK夏季赛,13,0,7,219,0.0594,0.0,0.5385
Ryze,Ban,2018 LCK夏季赛,0,28,0,219,0.0,0.1279,0.0
Ryze,MID,2018 LCK夏季赛,27,0,11,219,0.1233,0.0,0.4074
Ryze,TOP,2018 LCK夏季赛,9,0,4,219,0.0411,0.0,0.4444
Sejuani,Ban,2018 LCK夏季赛,0,24,0,219,0.0,0.1096,0.0
Sejuani,JUG,2018 LCK夏季赛,71,0,41,219,0.3242,0.0,0.5775
Sejuani,SUP,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Shen,Ban,2018 LCK夏季赛,0,77,0,219,0.0,0.3516,0.0
Shen,SUP,2018 LCK夏季赛,69,0,39,219,0.3151,0.0,0.5652
Shen,TOP,2018 LCK夏季赛,4,0,1,219,0.0183,0.0,0.25
Singed,Ban,2018 LCK夏季赛,0,11,0,219,0.0,0.0502,0.0
Singed,TOP,2018 LCK夏季赛,10,0,5,219,0.0457,0.0,0.5
Sion,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Sivir,ADC,2018 LCK夏季赛,2,0,1,219,0.0091,0.0,0.5
Sivir,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Skarner,Ban,2018 LCK夏季赛,0,15,0,219,0.0,0.0685,0.0
Skarner,JUG,2018 LCK夏季赛,22,0,10,219,0.1005,0.0,0.4545
Soraka,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Soraka,Ban,2018 LCK夏季赛,0,36,0,219,0.0,0.1644,0.0
Soraka,SUP,2018 LCK夏季赛,15,0,10,219,0.0685,0.0,0.6667
Swain,ADC,2018 LCK夏季赛,34,0,20,219,0.1553,0.0,0.5882
Swain,Ban,2018 LCK夏季赛,0,65,0,219,0.0,0.2968,0.0
Swain,MID,2018 LCK夏季赛,38,0,22,219,0.1735,0.0,0.5789
Swain,TOP,2018 LCK夏季赛,6,0,3,219,0.0274,0.0,0.5
Syndra,Ban,2018 LCK夏季赛,0,9,0,219,0.0,0.0411,0.0
Syndra,MID,2018 LCK夏季赛,6,0,2,219,0.0274,0.0,0.3333
Tahmkench,Ban,2018 LCK夏季赛,0,84,0,219,0.0,0.3836,0.0
Tahmkench,SUP,2018 LCK夏季赛,81,0,43,219,0.3699,0.0,0.5309
Taliyah,ADC,2018 LCK夏季赛,2,0,2,219,0.0091,0.0,1.0
Taliyah,Ban,2018 LCK夏季赛,0,171,0,219,0.0,0.7808,0.0
Taliyah,JUG,2018 LCK夏季赛,19,0,11,219,0.0868,0.0,0.5789
Taliyah,MID,2018 LCK夏季赛,11,0,7,219,0.0502,0.0,0.6364
Taliyah,SUP,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Talon,Ban,2018 LCK夏季赛,0,20,0,219,0.0,0.0913,0.0
Talon,MID,2018 LCK夏季赛,9,0,6,219,0.0411,0.0,0.6667
Taric,Ban,2018 LCK夏季赛,0,10,0,219,0.0,0.0457,0.0
Taric,MID,2018 LCK夏季赛,6,0,3,219,0.0274,0.0,0.5
Taric,SUP,2018 LCK夏季赛,3,0,1,219,0.0137,0.0,0.3333
Teemo,ADC,2018 LCK夏季赛,2,0,2,219,0.0091,0.0,1.0
Thresh,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Thresh,SUP,2018 LCK夏季赛,6,0,3,219,0.0274,0.0,0.5
Tristana,ADC,2018 LCK夏季赛,4,0,3,219,0.0183,0.0,0.75
Tristana,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Trundle,Ban,2018 LCK夏季赛,0,51,0,219,0.0,0.2329,0.0
Trundle,JUG,2018 LCK夏季赛,87,0,44,219,0.3973,0.0,0.5057
Twistedfate,MID,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Urgot,Ban,2018 LCK夏季赛,0,1,0,219,0.0,0.0046,0.0
Urgot,MID,2018 LCK夏季赛,2,0,2,219,0.0091,0.0,1.0
Urgot,TOP,2018 LCK夏季赛,1,0,1,219,0.0046,0.0,1.0
Varus,ADC,2018 LCK夏季赛,52,0,21,219,0.2374,0.0,0.4038
Varus,Ban,2018 LCK夏季赛,0,40,0,219,0.0,0.1826,0.0
Varus,MID,2018 LCK夏季赛,5,0,3,219,0.0228,0.0,0.6
Velkoz,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Velkoz,Ban,2018 LCK夏季赛,0,11,0,219,0.0,0.0502,0.0
Velkoz,MID,2018 LCK夏季赛,14,0,7,219,0.0639,0.0,0.5
Velkoz,SUP,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Viktor,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Viktor,MID,2018 LCK夏季赛,2,0,0,219,0.0091,0.0,0.0
Vladimir,ADC,2018 LCK夏季赛,47,0,21,219,0.2146,0.0,0.4468
Vladimir,Ban,2018 LCK夏季赛,0,37,0,219,0.0,0.1689,0.0
Vladimir,MID,2018 LCK夏季赛,3,0,2,219,0.0137,0.0,0.6667
Vladimir,TOP,2018 LCK夏季赛,11,0,6,219,0.0502,0.0,0.5455
Xayah,ADC,2018 LCK夏季赛,24,0,17,219,0.1096,0.0,0.7083
Xayah,Ban,2018 LCK夏季赛,0,15,0,219,0.0,0.0685,0.0
Xerath,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Xerath,MID,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Xinzhao,Ban,2018 LCK夏季赛,0,5,0,219,0.0,0.0228,0.0
Xinzhao,JUG,2018 LCK夏季赛,12,0,5,219,0.0548,0.0,0.4167
Yasuo,ADC,2018 LCK夏季赛,14,0,7,219,0.0639,0.0,0.5
Yasuo,Ban,2018 LCK夏季赛,0,65,0,219,0.0,0.2968,0.0
Yasuo,MID,2018 LCK夏季赛,24,0,13,219,0.1096,0.0,0.5417
Yasuo,TOP,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Zac,Ban,2018 LCK夏季赛,0,2,0,219,0.0,0.0091,0.0
Zac,JUG,2018 LCK夏季赛,12,0,6,219,0.0548,0.0,0.5
Zilean,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Zilean,MID,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Zoe,ADC,2018 LCK夏季赛,1,0,0,219,0.0046,0.0,0.0
Zoe,Ban,2018 LCK夏季赛,0,95,0,219,0.0,0.4338,0.0
Zoe,MID,2018 LCK夏季赛,89,0,49,219,0.4064,0.0,0.5506
Alistar,Ban,2018 LCK春季赛,0,73,0,227,0.0,0.3216,0.0
Alistar,SUP,2018 LCK春季赛,59,0,34,227,0.2599,0.0,0.5763
Anivia,Ban,2018 LCK春季赛,0,4,0,227,0.0,0.0176,0.0
Anivia,MID,2018 LCK春季赛,5,0,4,227,0.022,0.0,0.8
Ashe,ADC,2018 LCK春季赛,3,0,2,227,0.0132,0.0,0.6667
Ashe,Ban,2018 LCK春季赛,0,1,0,227,0.0,0.0044,0.0
Aurelionsol,MID,2018 LCK春季赛,1,0,1,227,0.0044,0.0,1.0
Azir,Ban,2018 LCK春季赛,0,97,0,227,0.0,0.4273,0.0
Azir,MID,2018 LCK春季赛,95,0,49,227,0.4185,0.0,0.5158
Bard,Ban,2018 LCK春季赛,0,3,0,227,0.0,0.0132,0.0
Bard,SUP,2018 LCK春季赛,2,0,0,227,0.0088,0.0,0.0
Blitzcrank,Ban,2018 LCK春季赛,0,1,0,227,0.0,0.0044,0.0
Blitzcrank,SUP,2018 LCK春季赛,3,0,1,227,0.0132,0.0,0.3333
Braum,Ban,2018 LCK春季赛,0,78,0,227,0.0,0.3436,0.0
Braum,SUP,2018 LCK春季赛,92,0,52,227,0.4053,0.0,0.5652
Caitlyn,ADC,2018 LCK春季赛,48,0,20,227,0.2115,0.0,0.4167
Caitlyn,Ban,2018 LCK春季赛,0,26,0,227,0.0,0.1145,0.0
Camille,Ban,2018 LCK春季赛,0,93,0,227,0.0,0.4097,0.0
Camille,JUG,2018 LCK春季赛,18,0,9,227,0.0793,0.0,0.5
Camille,TOP,2018 LCK春季赛,52,0,30,227,0.2291,0.0,0.5769
Cassiopeia,Ban,2018 LCK春季赛,0,8,0,227,0.0,0.0352,0.0
Cassiopeia,MID,2018 LCK春季赛,4,0,0,227,0.0176,0.0,0.0
Cassiopeia,TOP,2018 LCK春季赛,3,0,2,227,0.0132,0.0,0.6667
Chogath,Ban,2018 LCK春季赛,0,12,0,227,0.0,0.0529,0.0
Chogath,TOP,2018 LCK春季赛,24,0,11,227,0.1057,0.0,0.4583
Corki,Ban,2018 LCK春季赛,0,16,0,227,0.0,0.0705,0.0
Corki,MID,2018 LCK春季赛,28,0,12,227,0.1233,0.0,0.4286
Ekko,Ban,2018 LCK春季赛,0,2,0,227,0.0,0.0088,0.0
Ekko,MID,2018 LCK春季赛,3,0,2,227,0.0132,0.0,0.6667
Evelynn,Ban,2018 LCK春季赛,0,1,0,227,0.0,0.0044,0.0
Ezreal,ADC,2018 LCK春季赛,98,0,50,227,0.4317,0.0,0.5102
Ezreal,Ban,2018 LCK春季赛,0,52,0,227,0.0,0.2291,0.0
Fiora,Ban,2018 LCK春季赛,0,8,0,227,0.0,0.0352,0.0
Fiora,TOP,2018 LCK春季赛,17,0,4,227,0.0749,0.0,0.2353
Galio,Ban,2018 LCK春季赛,0,128,0,227,0.0,0.5639,0.0
Galio,MID,2018 LCK春季赛,43,0,24,227,0.1894,0.0,0.5581
Gangplank,Ban,2018 LCK春季赛,0,128,0,227,0.0,0.5639,0.0
Gangplank,MID,2018 LCK春季赛,1,0,0,227,0.0044,0.0,0.0
Gangplank,TOP,2018 LCK春季赛,73,0,43,227,0.3216,0.0,0.589
Gnar,Ban,2018 LCK春季赛,0,78,0,227,0.0,0.3436,0.0
Gnar,TOP,2018 LCK春季赛,91,0,48,227,0.4009,0.0,0.5275
Gragas,JUG,2018 LCK春季赛,8,0,3,227,0.0352,0.0,0.375
Illaoi,Ban,2018 LCK春季赛,0,3,0,227,0.0,0.0132,0.0
Illaoi,TOP,2018 LCK春季赛,4,0,2,227,0.0176,0.0,0.5
Ivern,Ban,2018 LCK春季赛,0,1,0,227,0.0,0.0044,0.0
Ivern,JUG,2018 LCK春季赛,1,0,1,227,0.0044,0.0,1.0
Janna,Ban,2018 LCK春季赛,0,11,0,227,0.0,0.0485,0.0
Janna,SUP,2018 LCK春季赛,10,0,4,227,0.0441,0.0,0.4
Jarvaniv,Ban,2018 LCK春季赛,0,45,0,227,0.0,0.1982,0.0
Jarvaniv,JUG,2018 LCK春季赛,72,0,35,227,0.3172,0.0,0.4861
Jax,Ban,2018 LCK春季赛,0,18,0,227,0.0,0.0793,0.0
Jax,JUG,2018 LCK春季赛,24,0,13,227,0.1057,0.0,0.5417
Jax,TOP,2018 LCK春季赛,2,0,1,227,0.0088,0.0,0.5
Jayce,Ban,2018 LCK春季赛,0,31,0,227,0.0,0.1366,0.0
Jayce,TOP,2018 LCK春季赛,11,0,9,227,0.0485,0.0,0.8182
Jhin,ADC,2018 LCK春季赛,5,0,2,227,0.022,0.0,0.4
Jhin,Ban,2018 LCK春季赛,0,10,0,227,0.0,0.0441,0.0
Jinx,ADC,2018 LCK春季赛,4,0,4,227,0.0176,0.0,1.0
Jinx,Ban,2018 LCK春季赛,0,2,0,227,0.0,0.0088,0.0
Kaisa,ADC,2018 LCK春季赛,6,0,5,227,0.0264,0.0,0.8333
Kaisa,Ban,2018 LCK春季赛,0,6,0,227,0.0,0.0264,0.0
Kalista,ADC,2018 LCK春季赛,55,0,29,227,0.2423,0.0,0.5273
