hero_name,position,matchType,pick_count,ban_count,win_count,matches_played,pick_rate,ban_rate,win_rate
Leblanc,MID,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Leesin,JUG,2021 LCK 春季赛,4,0,1,233,0.0172,0.0,0.25
Leona,Ban,2021 LCK 春季赛,0,11,0,233,0.0,0.0472,0.0
Leona,SUP,2021 LCK 春季赛,43,0,24,233,0.1845,0.0,0.5581
Lillia,Ban,2021 LCK 春季赛,0,59,0,233,0.0,0.2532,0.0
Lillia,JUG,2021 LCK 春季赛,66,0,29,233,0.2833,0.0,0.4394
Lillia,MID,2021 LCK 春季赛,1,0,1,233,0.0043,0.0,1.0
Lucian,ADC,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Lucian,Ban,2021 LCK 春季赛,0,51,0,233,0.0,0.2189,0.0
Lucian,MID,2021 LCK 春季赛,14,0,11,233,0.0601,0.0,0.7857
Lulu,Ban,2021 LCK 春季赛,0,5,0,233,0.0,0.0215,0.0
Lulu,SUP,2021 LCK 春季赛,3,0,2,233,0.0129,0.0,0.6667
Lulu,TOP,2021 LCK 春季赛,3,0,1,233,0.0129,0.0,0.3333
Malphite,Ban,2021 LCK 春季赛,0,1,0,233,0.0,0.0043,0.0
Malphite,TOP,2021 LCK 春季赛,2,0,1,233,0.0086,0.0,0.5
Maokai,Ban,2021 LCK 春季赛,0,8,0,233,0.0,0.0343,0.0
Maokai,SUP,2021 LCK 春季赛,5,0,5,233,0.0215,0.0,1.0
Missfortune,ADC,2021 LCK 春季赛,3,0,1,233,0.0129,0.0,0.3333
Missfortune,Ban,2021 LCK 春季赛,0,1,0,233,0.0,0.0043,0.0
Monkeyking,TOP,2021 LCK 春季赛,3,0,1,233,0.0129,0.0,0.3333
Mordekaiser,TOP,2021 LCK 春季赛,4,0,2,233,0.0172,0.0,0.5
Morgana,Ban,2021 LCK 春季赛,0,1,0,233,0.0,0.0043,0.0
Nasus,TOP,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Nautilus,Ban,2021 LCK 春季赛,0,12,0,233,0.0,0.0515,0.0
Nautilus,SUP,2021 LCK 春季赛,25,0,14,233,0.1073,0.0,0.56
Neeko,SUP,2021 LCK 春季赛,3,0,2,233,0.0129,0.0,0.6667
Neeko,TOP,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Nidalee,Ban,2021 LCK 春季赛,0,42,0,233,0.0,0.1803,0.0
Nidalee,JUG,2021 LCK 春季赛,74,0,37,233,0.3176,0.0,0.5
Nocturne,Ban,2021 LCK 春季赛,0,6,0,233,0.0,0.0258,0.0
Nocturne,MID,2021 LCK 春季赛,2,0,0,233,0.0086,0.0,0.0
Olaf,Ban,2021 LCK 春季赛,0,63,0,233,0.0,0.2704,0.0
Olaf,JUG,2021 LCK 春季赛,71,0,31,233,0.3047,0.0,0.4366
Orianna,Ban,2021 LCK 春季赛,0,55,0,233,0.0,0.2361,0.0
Orianna,MID,2021 LCK 春季赛,84,0,41,233,0.3605,0.0,0.4881
Ornn,Ban,2021 LCK 春季赛,0,29,0,233,0.0,0.1245,0.0
Ornn,TOP,2021 LCK 春季赛,23,0,14,233,0.0987,0.0,0.6087
Pantheon,Ban,2021 LCK 春季赛,0,51,0,233,0.0,0.2189,0.0
Pantheon,JUG,2021 LCK 春季赛,18,0,8,233,0.0773,0.0,0.4444
Pantheon,MID,2021 LCK 春季赛,2,0,0,233,0.0086,0.0,0.0
Pantheon,SUP,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Pantheon,TOP,2021 LCK 春季赛,2,0,2,233,0.0086,0.0,1.0
Pyke,SUP,2021 LCK 春季赛,3,0,1,233,0.0129,0.0,0.3333
Quinn,Ban,2021 LCK 春季赛,0,9,0,233,0.0,0.0386,0.0
Quinn,TOP,2021 LCK 春季赛,5,0,3,233,0.0215,0.0,0.6
Rakan,Ban,2021 LCK 春季赛,0,25,0,233,0.0,0.1073,0.0
Rakan,SUP,2021 LCK 春季赛,34,0,14,233,0.1459,0.0,0.4118
Reksai,JUG,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Rell,Ban,2021 LCK 春季赛,0,93,0,233,0.0,0.3991,0.0
Rell,SUP,2021 LCK 春季赛,89,0,40,233,0.382,0.0,0.4494
Renekton,Ban,2021 LCK 春季赛,0,134,0,233,0.0,0.5751,0.0
Renekton,MID,2021 LCK 春季赛,7,0,5,233,0.03,0.0,0.7143
Renekton,TOP,2021 LCK 春季赛,53,0,30,233,0.2275,0.0,0.566
Rumble,Ban,2021 LCK 春季赛,0,3,0,233,0.0,0.0129,0.0
Rumble,MID,2021 LCK 春季赛,1,0,1,233,0.0043,0.0,1.0
Rumble,TOP,2021 LCK 春季赛,4,0,2,233,0.0172,0.0,0.5
Ryze,MID,2021 LCK 春季赛,5,0,1,233,0.0215,0.0,0.2
Samira,ADC,2021 LCK 春季赛,62,0,26,233,0.2661,0.0,0.4194
Samira,Ban,2021 LCK 春季赛,0,46,0,233,0.0,0.1974,0.0
Sejuani,Ban,2021 LCK 春季赛,0,1,0,233,0.0,0.0043,0.0
Senna,ADC,2021 LCK 春季赛,21,0,16,233,0.0901,0.0,0.7619
Senna,Ban,2021 LCK 春季赛,0,36,0,233,0.0,0.1545,0.0
Senna,SUP,2021 LCK 春季赛,2,0,0,233,0.0086,0.0,0.0
Seraphine,Ban,2021 LCK 春季赛,0,123,0,233,0.0,0.5279,0.0
Seraphine,JUG,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Seraphine,MID,2021 LCK 春季赛,20,0,13,233,0.0858,0.0,0.65
Seraphine,SUP,2021 LCK 春季赛,10,0,5,233,0.0429,0.0,0.5
Sett,Ban,2021 LCK 春季赛,0,24,0,233,0.0,0.103,0.0
Sett,MID,2021 LCK 春季赛,8,0,3,233,0.0343,0.0,0.375
Sett,SUP,2021 LCK 春季赛,18,0,6,233,0.0773,0.0,0.3333
Sett,TOP,2021 LCK 春季赛,5,0,1,233,0.0215,0.0,0.2
Shen,Ban,2021 LCK 春季赛,0,1,0,233,0.0,0.0043,0.0
Shen,SUP,2021 LCK 春季赛,3,0,1,233,0.0129,0.0,0.3333
Shen,TOP,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Sion,Ban,2021 LCK 春季赛,0,23,0,233,0.0,0.0987,0.0
Sion,MID,2021 LCK 春季赛,5,0,2,233,0.0215,0.0,0.4
Sion,TOP,2021 LCK 春季赛,53,0,30,233,0.2275,0.0,0.566
Sivir,ADC,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Skarner,Ban,2021 LCK 春季赛,0,5,0,233,0.0,0.0215,0.0
Skarner,JUG,2021 LCK 春季赛,4,0,1,233,0.0172,0.0,0.25
Sylas,Ban,2021 LCK 春季赛,0,19,0,233,0.0,0.0815,0.0
Sylas,MID,2021 LCK 春季赛,5,0,2,233,0.0215,0.0,0.4
Sylas,TOP,2021 LCK 春季赛,6,0,3,233,0.0258,0.0,0.5
Syndra,Ban,2021 LCK 春季赛,0,50,0,233,0.0,0.2146,0.0
Syndra,MID,2021 LCK 春季赛,87,0,46,233,0.3734,0.0,0.5287
Tahmkench,ADC,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Tahmkench,Ban,2021 LCK 春季赛,0,8,0,233,0.0,0.0343,0.0
Tahmkench,SUP,2021 LCK 春季赛,15,0,10,233,0.0644,0.0,0.6667
Taliyah,Ban,2021 LCK 春季赛,0,85,0,233,0.0,0.3648,0.0
Taliyah,JUG,2021 LCK 春季赛,19,0,17,233,0.0815,0.0,0.8947
Thresh,Ban,2021 LCK 春季赛,0,99,0,233,0.0,0.4249,0.0
Thresh,SUP,2021 LCK 春季赛,47,0,26,233,0.2017,0.0,0.5532
Tristana,ADC,2021 LCK 春季赛,39,0,17,233,0.1674,0.0,0.4359
Tristana,Ban,2021 LCK 春季赛,0,35,0,233,0.0,0.1502,0.0
Tristana,MID,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Trundle,JUG,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Twistedfate,Ban,2021 LCK 春季赛,0,43,0,233,0.0,0.1845,0.0
Twistedfate,MID,2021 LCK 春季赛,15,0,4,233,0.0644,0.0,0.2667
Udyr,Ban,2021 LCK 春季赛,0,88,0,233,0.0,0.3777,0.0
Udyr,JUG,2021 LCK 春季赛,76,0,43,233,0.3262,0.0,0.5658
Urgot,TOP,2021 LCK 春季赛,1,0,1,233,0.0043,0.0,1.0
Varus,ADC,2021 LCK 春季赛,6,0,4,233,0.0258,0.0,0.6667
Varus,Ban,2021 LCK 春季赛,0,4,0,233,0.0,0.0172,0.0
Vayne,ADC,2021 LCK 春季赛,8,0,4,233,0.0343,0.0,0.5
Veigar,MID,2021 LCK 春季赛,1,0,0,233,0.0043,0.0,0.0
Viktor,Ban,2021 LCK 春季赛,0,21,0,233,0.0,0.0901,0.0
Viktor,MID,2021 LCK 春季赛,60,0,29,233,0.2575,0.0,0.4833
Vladimir,TOP,2021 LCK 春季赛,2,0,1,233,0.0086,0.0,0.5
Volibear,Ban,2021 LCK 春季赛,0,6,0,233,0.0,0.0258,0.0
Volibear,JUG,2021 LCK 春季赛,3,0,1,233,0.0129,0.0,0.3333
Volibear,TOP,2021 LCK 春季赛,11,0,5,233,0.0472,0.0,0.4545
Xayah,ADC,2021 LCK 春季赛,42,0,25,233,0.1803,0.0,0.5952
Xayah,Ban,2021 LCK 春季赛,0,12,0,233,0.0,0.0515,0.0
Yone,Ban,2021 LCK 春季赛,0,35,0,233,0.0,0.1502,0.0
Yone,MID,2021 LCK 春季赛,10,0,6,233,0.0429,0.0,0.6
Yuumi,SUP,2021 LCK 春季赛,2,0,0,233,0.0086,0.0,0.0
Zilean,Ban,2021 LCK 春季赛,0,1,0,233,0.0,0.0043,0.0
Zilean,MID,2021 LCK 春季赛,3,0,2,233,0.0129,0.0,0.6667
Zoe,Ban,2021 LCK 春季赛,0,37,0,233,0.0,0.1588,0.0
Zoe,MID,2021 LCK 春季赛,57,0,28,233,0.2446,0.0,0.4912
Aatrox,TOP,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Akali,Ban,2021 LCL 夏季赛,0,16,0,75,0.0,0.2133,0.0
Akali,MID,2021 LCL 夏季赛,5,0,3,75,0.0667,0.0,0.6
Akali,TOP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Alistar,Ban,2021 LCL 夏季赛,0,5,0,75,0.0,0.0667,0.0
Alistar,SUP,2021 LCL 夏季赛,8,0,5,75,0.1067,0.0,0.625
Anivia,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Aphelios,ADC,2021 LCL 夏季赛,15,0,6,75,0.2,0.0,0.4
Aphelios,Ban,2021 LCL 夏季赛,0,11,0,75,0.0,0.1467,0.0
Ashe,ADC,2021 LCL 夏季赛,17,0,8,75,0.2267,0.0,0.4706
Ashe,Ban,2021 LCL 夏季赛,0,4,0,75,0.0,0.0533,0.0
Azir,Ban,2021 LCL 夏季赛,0,4,0,75,0.0,0.0533,0.0
Azir,MID,2021 LCL 夏季赛,7,0,2,75,0.0933,0.0,0.2857
Braum,Ban,2021 LCL 夏季赛,0,19,0,75,0.0,0.2533,0.0
Braum,SUP,2021 LCL 夏季赛,20,0,10,75,0.2667,0.0,0.5
Camille,Ban,2021 LCL 夏季赛,0,28,0,75,0.0,0.3733,0.0
Camille,TOP,2021 LCL 夏季赛,11,0,7,75,0.1467,0.0,0.6364
Cassiopeia,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Cassiopeia,MID,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Corki,MID,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Diana,Ban,2021 LCL 夏季赛,0,14,0,75,0.0,0.1867,0.0
Diana,JUG,2021 LCL 夏季赛,21,0,11,75,0.28,0.0,0.5238
Drmundo,ADC,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Drmundo,Ban,2021 LCL 夏季赛,0,17,0,75,0.0,0.2267,0.0
Drmundo,JUG,2021 LCL 夏季赛,6,0,2,75,0.08,0.0,0.3333
Drmundo,TOP,2021 LCL 夏季赛,29,0,14,75,0.3867,0.0,0.4828
Ekko,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Elise,Ban,2021 LCL 夏季赛,0,2,0,75,0.0,0.0267,0.0
Elise,JUG,2021 LCL 夏季赛,2,0,0,75,0.0267,0.0,0.0
Ezreal,ADC,2021 LCL 夏季赛,15,0,7,75,0.2,0.0,0.4667
Ezreal,Ban,2021 LCL 夏季赛,0,16,0,75,0.0,0.2133,0.0
Fiora,TOP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Galio,Ban,2021 LCL 夏季赛,0,10,0,75,0.0,0.1333,0.0
Galio,SUP,2021 LCL 夏季赛,12,0,9,75,0.16,0.0,0.75
Gangplank,TOP,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Gnar,Ban,2021 LCL 夏季赛,0,6,0,75,0.0,0.08,0.0
Gnar,TOP,2021 LCL 夏季赛,8,0,2,75,0.1067,0.0,0.25
Gragas,Ban,2021 LCL 夏季赛,0,2,0,75,0.0,0.0267,0.0
Gragas,JUG,2021 LCL 夏季赛,2,0,2,75,0.0267,0.0,1.0
Gragas,SUP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Graves,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Graves,JUG,2021 LCL 夏季赛,5,0,2,75,0.0667,0.0,0.4
Gwen,Ban,2021 LCL 夏季赛,0,42,0,75,0.0,0.56,0.0
Gwen,MID,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Gwen,TOP,2021 LCL 夏季赛,12,0,5,75,0.16,0.0,0.4167
Hecarim,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Hecarim,JUG,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Irelia,Ban,2021 LCL 夏季赛,0,23,0,75,0.0,0.3067,0.0
Irelia,MID,2021 LCL 夏季赛,5,0,4,75,0.0667,0.0,0.8
Irelia,TOP,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Jarvaniv,JUG,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Jax,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Jayce,Ban,2021 LCL 夏季赛,0,11,0,75,0.0,0.1467,0.0
Jayce,MID,2021 LCL 夏季赛,3,0,1,75,0.04,0.0,0.3333
Jayce,TOP,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Jhin,ADC,2021 LCL 夏季赛,3,0,3,75,0.04,0.0,1.0
Jinx,ADC,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Kaisa,ADC,2021 LCL 夏季赛,7,0,2,75,0.0933,0.0,0.2857
Kaisa,Ban,2021 LCL 夏季赛,0,6,0,75,0.0,0.08,0.0
Kalista,ADC,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Kalista,Ban,2021 LCL 夏季赛,0,5,0,75,0.0,0.0667,0.0
Karma,Ban,2021 LCL 夏季赛,0,10,0,75,0.0,0.1333,0.0
Karma,MID,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Karma,SUP,2021 LCL 夏季赛,3,0,1,75,0.04,0.0,0.3333
Karma,TOP,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Karthus,Ban,2021 LCL 夏季赛,0,2,0,75,0.0,0.0267,0.0
Karthus,JUG,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Kassadin,Ban,2021 LCL 夏季赛,0,3,0,75,0.0,0.04,0.0
Kassadin,MID,2021 LCL 夏季赛,3,0,3,75,0.04,0.0,1.0
Kayle,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Kayle,MID,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Kennen,Ban,2021 LCL 夏季赛,0,3,0,75,0.0,0.04,0.0
Kennen,TOP,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Khazix,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Khazix,JUG,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Kindred,Ban,2021 LCL 夏季赛,0,4,0,75,0.0,0.0533,0.0
Kindred,JUG,2021 LCL 夏季赛,4,0,3,75,0.0533,0.0,0.75
Kogmaw,ADC,2021 LCL 夏季赛,3,0,3,75,0.04,0.0,1.0
Kogmaw,Ban,2021 LCL 夏季赛,0,3,0,75,0.0,0.04,0.0
Leblanc,Ban,2021 LCL 夏季赛,0,9,0,75,0.0,0.12,0.0
Leblanc,MID,2021 LCL 夏季赛,8,0,2,75,0.1067,0.0,0.25
Leesin,Ban,2021 LCL 夏季赛,0,28,0,75,0.0,0.3733,0.0
Leesin,JUG,2021 LCL 夏季赛,19,0,12,75,0.2533,0.0,0.6316
Leesin,MID,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Leesin,TOP,2021 LCL 夏季赛,3,0,1,75,0.04,0.0,0.3333
Leona,Ban,2021 LCL 夏季赛,0,11,0,75,0.0,0.1467,0.0
Leona,SUP,2021 LCL 夏季赛,23,0,13,75,0.3067,0.0,0.5652
Lillia,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Lillia,JUG,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Lillia,TOP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Lissandra,MID,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Lucian,Ban,2021 LCL 夏季赛,0,14,0,75,0.0,0.1867,0.0
Lucian,MID,2021 LCL 夏季赛,13,0,9,75,0.1733,0.0,0.6923
Lucian,TOP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Lulu,Ban,2021 LCL 夏季赛,0,6,0,75,0.0,0.08,0.0
Lulu,MID,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Lulu,SUP,2021 LCL 夏季赛,4,0,2,75,0.0533,0.0,0.5
Lulu,TOP,2021 LCL 夏季赛,4,0,2,75,0.0533,0.0,0.5
Monkeyking,Ban,2021 LCL 夏季赛,0,2,0,75,0.0,0.0267,0.0
Monkeyking,TOP,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Mordekaiser,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Mordekaiser,TOP,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Nautilus,Ban,2021 LCL 夏季赛,0,21,0,75,0.0,0.28,0.0
Nautilus,SUP,2021 LCL 夏季赛,37,0,19,75,0.4933,0.0,0.5135
Nidalee,Ban,2021 LCL 夏季赛,0,5,0,75,0.0,0.0667,0.0
Nidalee,JUG,2021 LCL 夏季赛,3,0,0,75,0.04,0.0,0.0
Nocturne,Ban,2021 LCL 夏季赛,0,20,0,75,0.0,0.2667,0.0
Nocturne,JUG,2021 LCL 夏季赛,3,0,1,75,0.04,0.0,0.3333
Nocturne,TOP,2021 LCL 夏季赛,5,0,2,75,0.0667,0.0,0.4
Olaf,Ban,2021 LCL 夏季赛,0,2,0,75,0.0,0.0267,0.0
Olaf,JUG,2021 LCL 夏季赛,3,0,3,75,0.04,0.0,1.0
Orianna,Ban,2021 LCL 夏季赛,0,8,0,75,0.0,0.1067,0.0
Orianna,MID,2021 LCL 夏季赛,12,0,5,75,0.16,0.0,0.4167
Ornn,Ban,2021 LCL 夏季赛,0,5,0,75,0.0,0.0667,0.0
Ornn,TOP,2021 LCL 夏季赛,6,0,1,75,0.08,0.0,0.1667
Pantheon,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Pyke,SUP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Qiyana,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Qiyana,MID,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Rakan,Ban,2021 LCL 夏季赛,0,4,0,75,0.0,0.0533,0.0
Rakan,SUP,2021 LCL 夏季赛,12,0,5,75,0.16,0.0,0.4167
Reksai,Ban,2021 LCL 夏季赛,0,3,0,75,0.0,0.04,0.0
Reksai,JUG,2021 LCL 夏季赛,4,0,4,75,0.0533,0.0,1.0
Rell,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Rell,SUP,2021 LCL 夏季赛,4,0,3,75,0.0533,0.0,0.75
Renekton,Ban,2021 LCL 夏季赛,0,15,0,75,0.0,0.2,0.0
Renekton,MID,2021 LCL 夏季赛,8,0,4,75,0.1067,0.0,0.5
Renekton,TOP,2021 LCL 夏季赛,11,0,9,75,0.1467,0.0,0.8182
Riven,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Rumble,Ban,2021 LCL 夏季赛,0,6,0,75,0.0,0.08,0.0
Rumble,JUG,2021 LCL 夏季赛,7,0,2,75,0.0933,0.0,0.2857
Ryze,Ban,2021 LCL 夏季赛,0,18,0,75,0.0,0.24,0.0
Ryze,MID,2021 LCL 夏季赛,13,0,10,75,0.1733,0.0,0.7692
Samira,ADC,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Sejuani,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Sejuani,JUG,2021 LCL 夏季赛,4,0,1,75,0.0533,0.0,0.25
Seraphine,ADC,2021 LCL 夏季赛,7,0,7,75,0.0933,0.0,1.0
Seraphine,Ban,2021 LCL 夏季赛,0,13,0,75,0.0,0.1733,0.0
Seraphine,MID,2021 LCL 夏季赛,2,0,0,75,0.0267,0.0,0.0
Seraphine,SUP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Sett,Ban,2021 LCL 夏季赛,0,14,0,75,0.0,0.1867,0.0
Sett,MID,2021 LCL 夏季赛,5,0,3,75,0.0667,0.0,0.6
Sett,SUP,2021 LCL 夏季赛,3,0,0,75,0.04,0.0,0.0
Sett,TOP,2021 LCL 夏季赛,18,0,7,75,0.24,0.0,0.3889
Shen,TOP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Sion,MID,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Sion,TOP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Sivir,ADC,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Sivir,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Sylas,Ban,2021 LCL 夏季赛,0,5,0,75,0.0,0.0667,0.0
Sylas,MID,2021 LCL 夏季赛,8,0,5,75,0.1067,0.0,0.625
Syndra,ADC,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Syndra,Ban,2021 LCL 夏季赛,0,13,0,75,0.0,0.1733,0.0
Syndra,MID,2021 LCL 夏季赛,10,0,3,75,0.1333,0.0,0.3
Tahmkench,Ban,2021 LCL 夏季赛,0,16,0,75,0.0,0.2133,0.0
Tahmkench,MID,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Tahmkench,SUP,2021 LCL 夏季赛,4,0,2,75,0.0533,0.0,0.5
Tahmkench,TOP,2021 LCL 夏季赛,15,0,11,75,0.2,0.0,0.7333
Taliyah,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Taric,SUP,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Teemo,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Thresh,Ban,2021 LCL 夏季赛,0,34,0,75,0.0,0.4533,0.0
Thresh,SUP,2021 LCL 夏季赛,9,0,2,75,0.12,0.0,0.2222
Tristana,ADC,2021 LCL 夏季赛,30,0,13,75,0.4,0.0,0.4333
Tristana,Ban,2021 LCL 夏季赛,0,15,0,75,0.0,0.2,0.0
Tristana,MID,2021 LCL 夏季赛,4,0,2,75,0.0533,0.0,0.5
Trundle,Ban,2021 LCL 夏季赛,0,17,0,75,0.0,0.2267,0.0
Trundle,JUG,2021 LCL 夏季赛,16,0,11,75,0.2133,0.0,0.6875
Trundle,SUP,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Tryndamere,Ban,2021 LCL 夏季赛,0,6,0,75,0.0,0.08,0.0
Tryndamere,MID,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Twitch,ADC,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Udyr,JUG,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Varus,ADC,2021 LCL 夏季赛,26,0,15,75,0.3467,0.0,0.5769
Varus,Ban,2021 LCL 夏季赛,0,12,0,75,0.0,0.16,0.0
Vayne,ADC,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Vayne,Ban,2021 LCL 夏季赛,0,2,0,75,0.0,0.0267,0.0
Vayne,MID,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Viego,Ban,2021 LCL 夏季赛,0,44,0,75,0.0,0.5867,0.0
Viego,JUG,2021 LCL 夏季赛,19,0,12,75,0.2533,0.0,0.6316
Viego,MID,2021 LCL 夏季赛,2,0,0,75,0.0267,0.0,0.0
Viego,TOP,2021 LCL 夏季赛,8,0,5,75,0.1067,0.0,0.625
Viktor,Ban,2021 LCL 夏季赛,0,6,0,75,0.0,0.08,0.0
Viktor,MID,2021 LCL 夏季赛,11,0,6,75,0.1467,0.0,0.5455
Volibear,Ban,2021 LCL 夏季赛,0,6,0,75,0.0,0.08,0.0
Volibear,JUG,2021 LCL 夏季赛,7,0,1,75,0.0933,0.0,0.1429
Volibear,TOP,2021 LCL 夏季赛,2,0,1,75,0.0267,0.0,0.5
Xayah,ADC,2021 LCL 夏季赛,4,0,1,75,0.0533,0.0,0.25
Xayah,Ban,2021 LCL 夏季赛,0,2,0,75,0.0,0.0267,0.0
Xerath,MID,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
Xinzhao,Ban,2021 LCL 夏季赛,0,39,0,75,0.0,0.52,0.0
Xinzhao,JUG,2021 LCL 夏季赛,18,0,6,75,0.24,0.0,0.3333
Yasuo,Ban,2021 LCL 夏季赛,0,3,0,75,0.0,0.04,0.0
Yasuo,MID,2021 LCL 夏季赛,5,0,2,75,0.0667,0.0,0.4
Yone,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Yone,MID,2021 LCL 夏季赛,4,0,0,75,0.0533,0.0,0.0
Yuumi,Ban,2021 LCL 夏季赛,0,8,0,75,0.0,0.1067,0.0
Yuumi,SUP,2021 LCL 夏季赛,5,0,2,75,0.0667,0.0,0.4
Zac,Ban,2021 LCL 夏季赛,0,2,0,75,0.0,0.0267,0.0
Zed,Ban,2021 LCL 夏季赛,0,1,0,75,0.0,0.0133,0.0
Zed,MID,2021 LCL 夏季赛,2,0,0,75,0.0267,0.0,0.0
Ziggs,ADC,2021 LCL 夏季赛,13,0,6,75,0.1733,0.0,0.4615
Ziggs,Ban,2021 LCL 夏季赛,0,20,0,75,0.0,0.2667,0.0
Ziggs,MID,2021 LCL 夏季赛,1,0,0,75,0.0133,0.0,0.0
Zilean,Ban,2021 LCL 夏季赛,0,3,0,75,0.0,0.04,0.0
Zilean,SUP,2021 LCL 夏季赛,1,0,1,75,0.0133,0.0,1.0
