Team1_name,Team1_region,Team2_name,Team2_region,matchType,matches_played,minutes_played,matches_won_1,matches_won_2,Team1_Baron,Team1_Dra,Team1_Turts,Team1_kills,Team1_deaths,Team1_assists,Team1_CS,Team1_gold,Team1_damage,Team1_tanking,Team2_Baron,Team2_Dra,Team2_Turts,Team2_kills,Team2_deaths,Team2_assists,Team2_CS,Team2_gold,Team2_damage,Team2_tanking
OPK,BR,VK,BR,2017 CBL 巴西夏季赛,2,96.9,0,2,3,5,10,25,28,42,2959,165666,183624.0,278729.0,1,6,18,28,25,73,2976,172557,215018.0,251682.0
CNB,BR,REM,BR,2017 CBL 巴西夏季赛,2,102.8,1,1,3,7,13,26,28,58,3239,183753,239950.0,272483.0,1,5,15,28,26,74,3239,180336,194286.0,297586.0
ITZ,BR,VK,BR,2017 CBL 巴西夏季赛,5,193.2,2,3,4,8,25,61,76,149,5691,328520,323845.0,473119.0,4,13,37,76,61,181,5603,341487,325955.0,457417.0
ITZ,BR,OPK,BR,2017 CBL 巴西夏季赛,2,68.5,2,0,3,5,19,37,24,92,2031,133329,158405.0,193142.0,0,3,3,24,37,52,1897,107349,137802.0,202118.0
CNB,BR,ITZ,BR,2017 CBL 巴西夏季赛,2,62.5,1,1,1,1,9,31,12,62,1890,109386,119909.0,119340.0,2,5,14,12,31,23,1784,106615,79034.0,172642.0
CNB,BR,PNG,BR,2017 CBL 巴西夏季赛,2,90.8,0,2,1,2,10,8,25,19,2899,146372,188346.0,245553.0,2,9,20,25,8,72,2791,165064,184349.0,239341.0
OPK,BR,REM,BR,2017 CBL 巴西夏季赛,2,75.5,2,0,4,9,20,34,13,83,2364,145737,162311.0,201948.0,0,1,9,13,34,24,2384,124973,129957.0,202692.0
ITZ,BR,REM,BR,2017 CBL 巴西夏季赛,2,55.0,2,0,1,4,22,22,14,34,1701,106988,83164.0,131607.0,0,2,4,14,22,21,1580,84194,79973.0,109050.0
CNB,BR,RED,BR,2017 CBL 巴西夏季赛,2,71.5,0,2,1,0,2,11,20,25,2218,110543,106193.0,181196.0,3,5,22,20,11,38,2307,137585,135644.0,156377.0
PNG,BR,RED,BR,2017 CBL 巴西夏季赛,6,217.2,2,4,4,14,36,51,49,109,6939,376016,365661.0,540361.0,5,9,43,49,51,104,7083,383277,365746.0,562393.0
ITZ,BR,PNG,BR,2017 CBL 巴西夏季赛,2,66.2,2,0,3,6,19,31,13,69,2125,130971,115088.0,149521.0,0,1,5,13,31,26,1990,104032,89594.0,141770.0
OPK,BR,PNG,BR,2017 CBL 巴西夏季赛,2,90.2,1,1,2,3,9,28,42,66,2808,154787,178229.0,256949.0,3,5,18,42,28,67,2741,174274,200722.0,256998.0
CNB,BR,KBM,BR,2017 CBL 巴西夏季赛,2,78.7,2,0,2,9,17,45,13,98,2426,150057,180046.0,197724.0,1,0,6,13,46,21,2353,125594,131773.0,241573.0
KBM,BR,VK,BR,2017 CBL 巴西夏季赛,2,89.7,0,2,1,2,6,18,28,39,2888,151506,166671.0,249119.0,4,7,20,27,18,55,2917,170874,174520.0,218768.0
OPK,BR,RED,BR,2017 CBL 巴西夏季赛,2,54.0,0,2,0,1,3,8,33,12,1613,81205,77465.0,136631.0,1,3,19,33,8,69,1722,109512,102677.0,119584.0
KBM,BR,OPK,BR,2017 CBL 巴西夏季赛,1,35.2,1,0,1,4,9,20,9,48,1105,68083,78235.0,105196.0,0,0,1,9,20,20,1003,54015,63267.0,98115.0
ITZ,BR,RED,BR,2017 CBL 巴西夏季赛,2,59.9,0,2,0,0,8,9,24,17,1837,95700,62210.0,132451.0,2,6,20,24,9,60,1887,113570,90479.0,121834.0
REM,BR,VK,BR,2017 CBL 巴西夏季赛,2,74.3,1,1,2,2,13,26,13,57,2348,131861,108700.0,127236.0,1,5,9,13,26,23,2398,125100,91409.0,163589.0
RED,BR,REM,BR,2017 CBL 巴西夏季赛,2,86.3,2,0,4,7,19,30,18,71,2429,155765,170972.0,207363.0,1,2,7,18,30,45,2522,138316,131262.0,232625.0
KBM,BR,PNG,BR,2017 CBL 巴西夏季赛,1,46.3,0,1,2,4,7,12,21,35,1362,80456,108383.0,121628.0,0,1,8,21,12,57,1380,82972,96982.0,146217.0
PNG,BR,VK,BR,2017 CBL 巴西夏季赛,1,39.4,1,0,0,1,7,4,4,6,1394,67017,43862.0,92098.0,0,3,2,4,4,9,1243,60870,59010.0,71584.0
KBM,BR,RED,BR,2017 CBL 巴西夏季赛,2,83.5,0,2,0,2,7,16,23,30,2474,131969,148804.0,244050.0,4,5,22,23,16,42,2633,154545,187236.0,222756.0
KLG,PR,RBT,CL,2017 CLS 南拉丁美洲 春季赛,4,151.5,2,2,4,9,26,89,76,196,4411,278413,384120.0,499265.0,2,8,25,76,89,160,4510,277075,383481.0,500611.0
ISG,AR,KLG,PR,2017 CLS 南拉丁美洲 春季赛,4,116.3,4,0,3,10,39,87,42,196,3524,237246,284839.0,312219.0,1,2,10,42,87,88,3215,190606,210902.0,367268.0
ISG,AR,RBT,CL,2017 CLS 南拉丁美洲 春季赛,4,137.8,3,1,4,8,43,78,61,163,4169,274106,330802.0,397775.0,2,5,16,61,78,119,3821,231885,265846.0,427229.0
HAF,AR,Last Kings,CL,2017 CLS 南拉丁美洲 春季赛,4,145.6,2,2,4,7,27,74,65,132,4328,264121,308061.0,405053.0,3,8,26,65,74,145,4131,256980,320947.0,411871.0
FG,AR,Last Kings,CL,2017 CLS 南拉丁美洲 春季赛,7,255.7,4,3,6,15,53,124,99,258,7910,477551,585989.0,741253.0,2,10,41,99,124,195,7992,451938,514556.0,781616.0
Last Kings,CL,RBT,CL,2017 CLS 南拉丁美洲 春季赛,3,101.1,2,1,2,6,23,40,44,64,3191,187096,188679.0,282801.0,2,5,12,44,41,103,2931,173665,199551.0,250174.0
FG,AR,KLG,PR,2017 CLS 南拉丁美洲 春季赛,4,150.1,3,1,3,15,28,54,51,132,4654,273371,322538.0,376214.0,1,4,20,51,54,103,4517,249365,260782.0,412907.0
HAF,AR,KLG,PR,2017 CLS 南拉丁美洲 春季赛,4,119.0,3,1,3,6,30,57,39,144,3620,223184,232324.0,284936.0,2,6,20,39,57,87,3261,197571,191089.0,321766.0
HAF,AR,RBT,CL,2017 CLS 南拉丁美洲 春季赛,4,125.1,1,3,1,4,13,38,58,69,3570,203813,188890.0,298197.0,4,9,34,58,38,136,3746,237155,219913.0,301053.0
HAF,AR,ISG,AR,2017 CLS 南拉丁美洲 春季赛,3,113.4,1,2,4,6,16,38,40,81,3455,198226,243552.0,323832.0,1,7,26,40,38,77,3384,202747,233521.0,334492.0
ISG,AR,Last Kings,CL,2017 CLS 南拉丁美洲 春季赛,4,130.7,2,2,2,5,21,61,62,123,3812,230798,277344.0,397176.0,3,8,24,62,61,134,3889,238157,290618.0,380813.0
FG,AR,RBT,CL,2017 CLS 南拉丁美洲 春季赛,7,250.2,5,2,7,16,49,94,64,214,7958,457260,425000.0,604005.0,4,13,33,64,94,129,7891,426859,401898.0,615955.0
KLG,PR,Last Kings,CL,2017 CLS 南拉丁美洲 春季赛,2,68.5,0,2,1,0,1,24,48,43,1935,107984,145207.0,201880.0,2,7,20,48,24,102,2068,139231,154654.0,211732.0
FG,AR,HAF,AR,2017 CLS 南拉丁美洲 春季赛,4,165.0,3,1,6,9,37,66,46,143,5087,308187,388101.0,418335.0,2,10,23,46,66,108,4832,277460,295283.0,513449.0
FG,AR,ISG,AR,2017 CLS 南拉丁美洲 春季赛,4,162.1,2,2,2,14,30,75,64,173,4822,290542,352605.0,461568.0,6,4,34,64,75,133,5193,305466,347959.0,505107.0
LYB,PH,TR,SG,2017 GPL 东南亚 春季赛,2,69.7,1,1,2,4,12,36,40,72,1953,124590,134155.0,228956.0,0,4,13,40,37,75,1890,123449,169528.0,190131.0
FTS,ID,TR,SG,2017 GPL 东南亚 春季赛,2,72.8,1,1,2,4,15,41,30,71,2251,137422,153298.0,200445.0,0,3,14,30,41,54,2137,128860,142775.0,208618.0
FTS,ID,KLH,MY,2017 GPL 东南亚 春季赛,1,36.0,0,1,0,2,0,12,19,27,1018,55781,71553.0,109148.0,2,2,11,19,14,42,1098,71906,87100.0,111007.0
KLH,MY,LYB,PH,2017 GPL 东南亚 春季赛,1,41.5,0,1,0,3,4,17,31,53,1109,69360,105499.0,117489.0,1,2,10,31,17,72,1123,78267,93794.0,137541.0
FTS,ID,LYB,PH,2017 GPL 东南亚 春季赛,2,69.9,1,1,0,3,10,33,46,61,2055,122466,161835.0,224518.0,3,4,13,46,33,102,1846,132272,171375.0,220130.0
KLH,MY,TR,SG,2017 GPL 东南亚 春季赛,2,64.4,2,0,2,6,19,36,6,84,2063,127114,127570.0,178596.0,1,1,4,6,36,14,1808,95241,111174.0,152322.0
H2K,EU,HLE,KR,2017 IEM 卡托维兹站,2,73.6,1,1,1,4,14,37,23,75,2173,132515,161814.0,226251.0,1,3,13,23,37,52,2358,129446,168508.0,215317.0
KDM,KR,UOL,RU,2017 IEM 卡托维兹站,1,55.9,0,1,1,3,3,3,9,6,2016,93084,100319.0,180320.0,2,2,11,9,3,24,1864,104001,149959.0,150452.0
HLE,KR,M19,RU,2017 IEM 卡托维兹站,1,28.2,1,0,1,2,11,17,8,34,930,59126,68590.0,78064.0,0,0,0,8,17,9,797,42906,49000.0,78090.0
FW,TW,G2,EU,2017 IEM 卡托维兹站,3,97.7,3,0,4,10,32,38,9,93,3134,189914,179703.0,219440.0,0,1,7,9,38,17,3160,154830,135069.0,239930.0
G2,EU,HLE,KR,2017 IEM 卡托维兹站,3,129.5,2,1,5,4,25,59,62,139,3933,239781,290220.0,432328.0,3,8,20,62,59,142,4189,248653,358222.0,399552.0
H2K,EU,HKA,HK,2017 IEM 卡托维兹站,4,164.1,3,1,4,12,36,67,33,164,5331,311336,336839.0,420423.0,3,5,15,33,67,68,5321,274720,297741.0,440196.0
HKA,HK,M19,RU,2017 IEM 卡托维兹站,1,31.3,1,0,1,3,10,26,7,48,966,65128,84190.0,106375.0,0,0,0,7,26,15,746,44010,68263.0,103034.0
G2,EU,KDM,KR,2017 IEM 卡托维兹站,3,87.8,2,1,1,4,15,30,19,60,2989,156050,141309.0,203104.0,0,4,10,18,30,37,2881,146075,137970.0,208878.0
G2,EU,UOL,RU,2017 IEM 卡托维兹站,2,72.0,2,0,2,4,17,39,22,97,2255,137453,170426.0,188841.0,1,3,9,22,40,58,2170,121256,129929.0,220753.0
FW,TW,UOL,RU,2017 IEM 卡托维兹站,2,85.6,2,0,4,6,21,43,30,96,2580,166180,212832.0,234455.0,0,2,7,30,43,70,2563,146373,177079.0,269727.0
FW,TW,H2K,EU,2017 IEM 卡托维兹站,3,155.7,2,1,2,4,27,28,21,66,4924,270708,293964.0,381061.0,4,11,23,21,28,57,4814,267261,299117.0,392557.0
CJE,KR,KDM,KR,2017 LCK 升降级赛,3,108.9,1,2,1,3,17,19,31,36,3503,184969,152200.0,258394.0,4,2,25,31,19,83,3530,197786,184376.0,238352.0
CJE,KR,EEW,KR,2017 LCK 升降级赛,2,69.6,0,2,0,2,4,12,29,32,2119,108729,126739.0,202036.0,3,4,18,29,12,61,2163,133276,147884.0,178406.0
EEW,KR,KDM,KR,2017 LCK 升降级赛,4,164.8,3,1,4,9,28,48,25,110,5450,296798,251059.0,378354.0,3,4,17,25,48,58,5293,270241,228142.0,347341.0
EEW,KR,JAG,KR,2017 LCK 升降级赛,2,67.7,0,2,0,0,4,9,20,13,2194,105220,75995.0,157568.0,2,5,21,20,9,46,2280,129731,116557.0,131586.0
JAG,KR,KDM,KR,2017 LCK 升降级赛,4,153.2,3,1,4,9,30,52,36,127,4897,277210,286228.0,395644.0,2,3,19,35,52,82,4956,261843,281750.0,399129.0
EEW,KR,HLE,KR,2017 LCK 韩国夏季赛,5,188.4,3,2,7,15,36,63,56,145,6109,347849,332974.0,458716.0,1,3,30,56,63,150,6177,333162,296180.0,473660.0
DRX,KR,T1,KR,2017 LCK 韩国夏季赛,9,310.0,6,3,7,14,70,116,95,254,9881,568922,588966.0,889362.0,5,13,35,95,117,228,9677,532037,588231.0,807391.0
HLE,KR,JAG,KR,2017 LCK 韩国夏季赛,4,150.6,0,4,1,2,6,16,47,48,4913,239015,298997.0,424956.0,6,14,42,47,16,121,4873,290303,299190.0,448685.0
GEN,KR,JAG,KR,2017 LCK 韩国夏季赛,5,183.2,2,3,2,7,27,34,44,80,6248,318435,305542.0,539361.0,6,11,36,44,34,95,6036,330433,368304.0,458637.0
JAG,KR,KDF,KR,2017 LCK 韩国夏季赛,4,163.9,0,4,2,5,19,21,52,49,5519,280072,287149.0,488859.0,5,11,36,52,21,153,5571,315901,347260.0,432713.0
BBQ,KR,MVP,KR,2017 LCK 韩国夏季赛,5,180.3,1,4,2,3,21,27,43,66,5891,299662,293093.0,460309.0,6,14,35,43,27,121,5948,328293,321368.0,473214.0
KDF,KR,MVP,KR,2017 LCK 韩国夏季赛,5,168.8,3,2,3,7,36,55,60,154,5428,308199,388396.0,517638.0,4,9,23,60,55,157,5323,294619,370815.0,537548.0
EEW,KR,KDF,KR,2017 LCK 韩国夏季赛,5,182.9,1,4,4,5,22,46,71,96,5861,313542,309113.0,508936.0,3,13,40,71,46,173,6061,344208,376083.0,472572.0
HLE,KR,T1,KR,2017 LCK 韩国夏季赛,4,163.6,0,4,1,2,13,39,67,84,5382,272770,278394.0,539406.0,7,16,42,66,39,151,5737,333608,414962.0,458388.0
BBQ,KR,KT,KR,2017 LCK 韩国夏季赛,5,193.9,1,4,5,5,20,32,71,74,6112,325174,319562.0,542653.0,6,15,45,70,32,172,6589,372458,390669.0,487681.0
BBQ,KR,GEN,KR,2017 LCK 韩国夏季赛,4,122.7,0,4,0,1,7,18,41,38,4082,195198,185763.0,320567.0,4,10,42,41,18,95,4491,248086,222319.0,319724.0
JAG,KR,MVP,KR,2017 LCK 韩国夏季赛,6,243.2,2,4,5,6,39,62,86,163,7553,427454,554532.0,697741.0,8,19,41,86,62,240,7453,439216,526657.0,734147.0
GEN,KR,T1,KR,2017 LCK 韩国夏季赛,7,241.7,4,3,6,10,51,83,63,201,7896,444639,471533.0,661505.0,6,13,38,63,83,148,7943,430463,474467.0,698592.0
DRX,KR,HLE,KR,2017 LCK 韩国夏季赛,4,115.9,4,0,4,6,37,58,25,147,3736,230733,257078.0,282866.0,0,2,4,25,58,53,3534,181386,160710.0,333942.0
EEW,KR,MVP,KR,2017 LCK 韩国夏季赛,4,137.0,4,0,6,6,38,62,17,138,4580,266943,229118.0,298233.0,0,7,6,17,62,40,4232,216172,163673.0,309832.0
BBQ,KR,JAG,KR,2017 LCK 韩国夏季赛,4,151.9,2,2,3,10,27,47,37,112,5026,275842,232321.0,376358.0,5,5,28,37,47,104,5060,275120,247619.0,355910.0
KDF,KR,KT,KR,2017 LCK 韩国夏季赛,6,197.3,2,4,3,9,27,58,85,123,6085,340474,371693.0,561353.0,4,9,43,85,58,170,6515,366410,403791.0,550804.0
DRX,KR,EEW,KR,2017 LCK 韩国夏季赛,4,116.5,4,0,4,9,42,44,13,120,4006,233716,205647.0,271270.0,0,2,3,13,44,35,3721,177375,137154.0,270300.0
JAG,KR,KT,KR,2017 LCK 韩国夏季赛,5,193.9,1,4,5,4,14,44,72,109,6406,330845,399956.0,627546.0,7,14,51,72,44,198,6062,367146,466539.0,570908.0
DRX,KR,KDF,KR,2017 LCK 韩国夏季赛,6,234.1,4,2,5,12,39,87,67,226,7458,419517,507701.0,584347.0,6,12,34,67,87,151,7587,416979,397238.0,686153.0
GEN,KR,HLE,KR,2017 LCK 韩国夏季赛,5,170.1,4,1,5,16,48,56,27,132,5897,330819,359210.0,434885.0,4,3,15,27,57,74,5406,275665,277169.0,471533.0
EEW,KR,KT,KR,2017 LCK 韩国夏季赛,5,174.9,1,4,1,1,13,45,92,102,5425,286253,302668.0,456989.0,5,12,49,92,45,209,5787,347543,343545.0,473079.0
BBQ,KR,T1,KR,2017 LCK 韩国夏季赛,5,158.7,1,4,1,6,15,47,55,106,5076,267470,313777.0,413833.0,5,10,39,55,47,120,5582,308017,296074.0,473490.0
KT,KR,MVP,KR,2017 LCK 韩国夏季赛,4,159.7,4,0,5,10,44,66,31,162,4953,299482,389145.0,361974.0,2,6,9,31,66,70,4903,253530,241972.0,489981.0
EEW,KR,GEN,KR,2017 LCK 韩国夏季赛,2,86.7,0,2,4,5,16,25,21,58,2810,160200,197305.0,267519.0,1,5,17,21,25,60,2906,156919,192885.0,260534.0
DRX,KR,MVP,KR,2017 LCK 韩国夏季赛,5,165.9,4,1,4,10,44,84,31,196,5393,321229,353784.0,428733.0,3,7,17,31,84,64,5265,274362,274812.0,481843.0
EEW,KR,JAG,KR,2017 LCK 韩国夏季赛,4,150.0,0,4,0,2,6,33,46,79,5144,246567,222713.0,414657.0,7,13,40,46,33,110,5202,298914,313806.0,357741.0
MVP,KR,T1,KR,2017 LCK 韩国夏季赛,4,164.2,0,4,3,8,19,27,67,59,5180,272904,247787.0,387757.0,6,10,40,67,27,143,5914,330158,288889.0,422308.0
HLE,KR,KDF,KR,2017 LCK 韩国夏季赛,6,235.7,2,4,9,8,41,81,83,228,7436,430584,531783.0,762274.0,5,17,49,81,81,195,7918,445800,560197.0,735992.0
KDF,KR,T1,KR,2017 LCK 韩国夏季赛,7,262.4,3,4,6,15,43,69,62,157,8586,468889,472502.0,664377.0,7,12,49,62,69,155,8784,474306,484122.0,729031.0
BBQ,KR,DRX,KR,2017 LCK 韩国夏季赛,5,173.9,1,4,1,3,12,38,64,72,5725,282861,259520.0,485996.0,5,13,44,64,38,131,5970,334866,358416.0,420911.0
GEN,KR,KDF,KR,2017 LCK 韩国夏季赛,5,177.2,4,1,4,6,41,53,31,129,6311,334910,386961.0,459770.0,1,10,17,30,53,54,5998,299602,284959.0,544698.0
JAG,KR,T1,KR,2017 LCK 韩国夏季赛,4,127.1,2,2,4,3,27,49,46,95,4128,235358,194477.0,332715.0,2,7,19,46,49,98,4209,228611,220532.0,307373.0
HLE,KR,MVP,KR,2017 LCK 韩国夏季赛,4,184.4,4,0,9,8,44,48,52,141,5765,346857,388394.0,569582.0,3,12,22,51,48,119,6370,336892,435697.0,532720.0
EEW,KR,T1,KR,2017 LCK 韩国夏季赛,4,132.1,0,4,0,1,5,17,44,31,4319,206871,192385.0,359243.0,4,11,41,44,17,98,4698,261148,256561.0,313955.0
DRX,KR,KT,KR,2017 LCK 韩国夏季赛,4,154.3,2,2,5,6,23,55,57,124,5062,283201,375272.0,437053.0,3,8,23,57,55,157,4801,273533,322730.0,500383.0
BBQ,KR,HLE,KR,2017 LCK 韩国夏季赛,5,183.4,1,4,2,13,26,42,50,109,5684,308017,395787.0,450817.0,7,5,46,50,42,140,5787,336325,292413.0,548325.0
DRX,KR,GEN,KR,2017 LCK 韩国夏季赛,5,207.7,3,2,7,11,41,77,57,183,6985,400086,454319.0,614617.0,5,10,27,57,77,111,6751,367810,443012.0,615436.0
GEN,KR,MVP,KR,2017 LCK 韩国夏季赛,5,200.1,3,2,4,11,39,53,42,127,6887,369480,405197.0,553217.0,6,8,29,42,53,112,6252,349643,379619.0,541591.0
DRX,KR,JAG,KR,2017 LCK 韩国夏季赛,6,220.3,3,3,5,14,38,69,57,181,7087,391939,438743.0,586361.0,5,8,37,57,69,154,7137,386683,387620.0,613682.0
BBQ,KR,EEW,KR,2017 LCK 韩国夏季赛,6,211.3,4,2,3,11,45,75,49,161,6897,385374,357182.0,521069.0,6,7,31,49,76,127,6577,361063,329644.0,519876.0
HLE,KR,KT,KR,2017 LCK 韩国夏季赛,6,208.8,3,3,5,10,37,65,69,156,6678,370633,357276.0,513619.0,5,11,38,69,65,183,7136,380589,378480.0,551159.0
BBQ,KR,KDF,KR,2017 LCK 韩国夏季赛,6,227.9,2,4,3,12,26,44,57,97,7316,385967,397786.0,558623.0,7,11,49,57,44,132,7612,421079,381838.0,571728.0
KT,KR,T1,KR,2017 LCK 韩国夏季赛,11,369.1,4,7,9,14,66,105,91,237,11857,652405,653979.0,936294.0,8,20,69,91,105,231,12554,671733,626999.0,970275.0
GEN,KR,KT,KR,2017 LCK 韩国夏季赛,6,190.9,2,4,3,9,27,33,76,83,6373,326543,285068.0,501113.0,5,7,43,76,33,193,6194,353922,348813.0,466314.0
DRX,KR,T1,KR,2017 LCK 韩国春季赛,6,224.8,2,4,3,10,26,49,73,95,7283,379706,385505.0,662453.0,7,12,46,73,49,163,7750,422423,479795.0,597036.0
HLE,KR,JAG,KR,2017 LCK 韩国春季赛,4,153.9,3,1,7,12,34,53,52,141,4822,286261,282489.0,461283.0,2,7,18,52,53,119,4819,265755,341302.0,382749.0
GEN,KR,JAG,KR,2017 LCK 韩国春季赛,4,158.8,4,0,4,14,42,60,32,134,5400,309110,332574.0,411179.0,2,3,12,32,60,68,5150,263405,272046.0,432908.0
JAG,KR,KDF,KR,2017 LCK 韩国春季赛,4,157.9,2,2,2,7,20,42,48,92,4941,268203,259565.0,366990.0,4,9,30,48,42,103,5249,290349,272197.0,380318.0
BBQ,KR,MVP,KR,2017 LCK 韩国春季赛,5,169.6,2,3,2,7,30,59,56,141,5471,303761,350148.0,451017.0,5,10,30,56,59,126,5595,307788,317497.0,478294.0
KDF,KR,MVP,KR,2017 LCK 韩国春季赛,8,270.7,4,4,5,16,53,109,90,243,8904,496910,526107.0,748855.0,8,13,40,89,109,215,8324,477376,519153.0,729002.0
KDM,KR,T1,KR,2017 LCK 韩国春季赛,4,119.1,0,4,1,1,7,24,66,53,3670,188785,178054.0,357070.0,3,10,41,66,24,143,4078,246918,277139.0,295187.0
HLE,KR,T1,KR,2017 LCK 韩国春季赛,3,103.9,1,2,2,6,17,35,48,73,3318,184677,188428.0,318778.0,3,4,23,48,35,122,3330,196462,236507.0,266947.0
BBQ,KR,KT,KR,2017 LCK 韩国春季赛,4,141.2,0,4,1,7,11,29,44,66,4412,229439,231876.0,369581.0,4,7,38,44,29,103,4642,266658,271780.0,356538.0
BBQ,KR,GEN,KR,2017 LCK 韩国春季赛,5,198.8,1,4,3,10,28,60,53,120,6277,344190,289900.0,524810.0,9,7,36,53,60,130,6426,356712,379731.0,419355.0
JAG,KR,MVP,KR,2017 LCK 韩国春季赛,6,255.3,3,3,4,12,47,78,64,169,8051,456615,537847.0,733442.0,8,17,33,64,78,157,7963,444976,508960.0,685215.0
DRX,KR,HLE,KR,2017 LCK 韩国春季赛,6,218.7,3,3,2,10,36,61,72,128,7341,387146,394857.0,577280.0,5,12,41,72,61,204,6796,389578,396790.0,580957.0
GEN,KR,T1,KR,2017 LCK 韩国春季赛,4,143.3,2,2,3,11,25,25,37,51,4660,247314,216855.0,364286.0,2,7,19,37,25,112,4741,248988,257349.0,341913.0
DRX,KR,KDM,KR,2017 LCK 韩国春季赛,5,173.5,3,2,3,10,38,55,36,127,5986,322337,366056.0,435982.0,3,4,22,36,55,98,5707,298221,305275.0,509222.0
BBQ,KR,JAG,KR,2017 LCK 韩国春季赛,4,163.0,3,1,4,10,27,42,28,115,5094,285589,323763.0,414939.0,4,6,21,28,42,56,5133,275084,275620.0,431877.0
KDF,KR,KT,KR,2017 LCK 韩国春季赛,6,242.1,3,3,5,13,38,72,56,183,8031,434896,412759.0,695139.0,2,11,41,56,72,115,7861,422920,511323.0,566221.0
JAG,KR,KT,KR,2017 LCK 韩国春季赛,5,195.3,1,4,1,9,19,52,76,115,6339,329320,380357.0,568505.0,7,13,48,76,52,155,6289,371989,425894.0,523649.0
DRX,KR,KDF,KR,2017 LCK 韩国春季赛,4,159.7,2,2,6,7,26,58,59,148,4864,286609,379886.0,481976.0,3,8,27,59,58,155,5050,290204,355795.0,524710.0
GEN,KR,HLE,KR,2017 LCK 韩国春季赛,5,191.0,4,1,6,14,46,81,46,196,6491,375199,444701.0,524766.0,2,6,22,45,81,101,6009,322840,367293.0,575491.0
HLE,KR,KDM,KR,2017 LCK 韩国春季赛,6,233.4,4,2,4,14,42,102,78,262,7793,438365,575513.0,649817.0,8,11,33,78,102,182,7558,420106,461255.0,755523.0
BBQ,KR,T1,KR,2017 LCK 韩国春季赛,4,134.4,0,4,1,6,8,25,60,55,4049,214059,214892.0,334996.0,4,9,37,60,25,129,4658,270059,252510.0,349562.0
KT,KR,MVP,KR,2017 LCK 韩国春季赛,8,298.2,4,4,5,16,59,123,119,278,9444,550493,671260.0,852177.0,9,19,46,119,123,282,9223,538596,608179.0,854138.0
DRX,KR,MVP,KR,2017 LCK 韩国春季赛,5,192.7,2,3,4,9,32,72,68,155,5828,344334,408746.0,558911.0,6,10,32,68,72,170,6079,344987,413650.0,525256.0
MVP,KR,T1,KR,2017 LCK 韩国春季赛,4,130.1,0,4,1,0,6,32,84,67,3698,201593,222455.0,409049.0,4,12,40,84,32,164,4461,275100,325829.0,372757.0
GEN,KR,KDM,KR,2017 LCK 韩国春季赛,4,146.8,4,0,4,12,40,59,22,123,5223,290130,305610.0,341235.0,2,3,5,22,59,39,4606,229500,229888.0,385333.0
HLE,KR,KDF,KR,2017 LCK 韩国春季赛,5,181.0,4,1,6,13,37,54,60,122,6024,336864,371180.0,464908.0,3,7,30,60,54,148,5761,319052,338919.0,521146.0
KDF,KR,T1,KR,2017 LCK 韩国春季赛,5,179.6,3,2,5,9,30,44,48,97,5704,315271,316381.0,444149.0,2,10,26,48,44,97,6171,319107,321297.0,489061.0
BBQ,KR,DRX,KR,2017 LCK 韩国春季赛,5,182.8,1,4,0,7,14,40,71,107,5941,297490,339799.0,454359.0,7,11,42,71,40,173,6168,355850,332107.0,494789.0
GEN,KR,KDF,KR,2017 LCK 韩国春季赛,6,230.5,2,4,7,11,33,51,70,99,7743,411962,398193.0,629030.0,5,14,47,70,51,159,7807,427509,468737.0,562260.0
JAG,KR,T1,KR,2017 LCK 韩国春季赛,4,174.4,0,4,1,4,10,43,76,93,5505,284270,328587.0,592766.0,6,14,42,75,43,174,5612,341922,481042.0,488257.0
KDM,KR,MVP,KR,2017 LCK 韩国春季赛,5,181.0,1,4,2,6,17,31,60,71,5716,291725,297924.0,501724.0,8,14,44,60,31,125,6020,345935,380101.0,431188.0
HLE,KR,MVP,KR,2017 LCK 韩国春季赛,5,170.5,2,3,3,7,26,60,66,138,5484,302008,308356.0,499783.0,6,14,34,66,60,148,5398,315332,354804.0,433268.0
DRX,KR,KT,KR,2017 LCK 韩国春季赛,4,149.1,0,4,1,4,14,33,82,59,4820,250024,251437.0,422566.0,4,13,34,81,34,160,4871,288386,327955.0,393561.0
BBQ,KR,HLE,KR,2017 LCK 韩国春季赛,6,189.9,2,4,4,7,25,66,80,160,6009,331377,335432.0,519268.0,4,12,49,80,66,166,6044,359038,350828.0,477086.0
DRX,KR,GEN,KR,2017 LCK 韩国春季赛,5,179.5,1,4,3,6,14,48,71,105,5795,301642,359014.0,592191.0,3,12,43,71,49,146,5844,338217,458963.0,533221.0
KDF,KR,KDM,KR,2017 LCK 韩国春季赛,5,187.7,5,0,5,19,46,66,35,136,6586,362898,347112.0,490897.0,2,1,15,35,66,69,6141,308004,323801.0,445240.0
BBQ,KR,KDM,KR,2017 LCK 韩国春季赛,5,222.7,4,1,7,17,42,70,39,169,7860,422907,519205.0,634371.0,6,6,25,39,70,95,7127,381291,460175.0,669682.0
GEN,KR,MVP,KR,2017 LCK 韩国春季赛,4,136.7,4,0,5,9,40,61,24,138,4480,271448,288618.0,348763.0,0,5,5,24,61,47,4321,215702,230088.0,366225.0
DRX,KR,JAG,KR,2017 LCK 韩国春季赛,5,225.9,2,3,4,15,28,60,84,135,6909,393771,540295.0,643254.0,5,9,37,84,60,204,7286,409677,483633.0,707126.0
