Team1_name,Team1_region,Team2_name,Team2_region,matchType,matches_played,minutes_played,matches_won_1,matches_won_2,Team1_Baron,Team1_Dra,Team1_Turts,Team1_kills,Team1_deaths,Team1_assists,Team1_CS,Team1_gold,Team1_damage,Team1_tanking,Team2_Baron,Team2_Dra,Team2_Turts,Team2_kills,Team2_deaths,Team2_assists,Team2_CS,Team2_gold,Team2_damage,Team2_tanking
DAN,CN,WE,CN,2017 LPL 夏季赛,4,123.4,0,4,1,1,6,24,71,70,3597,189606,192858.0,338498.0,4,10,42,71,24,188,3803,247586,252458.0,314609.0
RNG,CN,WBG,CN,2017 LPL 夏季赛,5,183.3,3,2,2,10,31,49,34,97,6210,326905,331340.0,462173.0,3,8,23,34,49,75,5999,312424,303297.0,509237.0
IM,CN,RNG,CN,2017 LPL 夏季赛,3,134.7,2,1,5,8,20,42,36,113,4396,252477,266455.0,404093.0,3,8,20,36,42,105,4266,239274,299240.0,375874.0
IG,CN,LGD,CN,2017 LPL 夏季赛,2,60.2,2,0,3,5,18,26,13,44,2026,118423,130300.0,133645.0,0,1,5,13,27,14,1801,97181,76811.0,173820.0
LGD,CN,WBG,CN,2017 LPL 夏季赛,5,252.0,4,1,10,16,42,59,77,155,7627,443012,556462.0,702924.0,4,12,32,76,59,189,7755,434427,516623.0,745235.0
DAN,CN,RNG,CN,2017 LPL 夏季赛,2,69.2,0,2,0,2,4,21,31,52,2177,114663,142497.0,217626.0,3,6,22,31,21,72,2381,138073,162894.0,211577.0
LNG,CN,WBG,CN,2017 LPL 夏季赛,3,91.6,1,2,2,5,13,17,23,44,3058,157770,161762.0,239303.0,1,3,19,23,17,61,3103,164781,152352.0,244772.0
IG,CN,LNG,CN,2017 LPL 夏季赛,4,159.5,2,2,4,10,33,51,55,116,5069,290285,324627.0,459535.0,2,5,25,55,51,129,5159,289771,323862.0,450352.0
IM,CN,NB,CN,2017 LPL 夏季赛,2,81.6,0,2,0,2,6,18,30,48,2780,137438,119994.0,247002.0,2,8,22,30,18,86,2608,156916,179498.0,184210.0
EDG,CN,LGD,CN,2017 LPL 夏季赛,2,83.3,2,0,1,5,17,36,18,90,2711,156629,187459.0,271038.0,3,3,10,18,36,36,2436,141548,190769.0,237003.0
IG,CN,IM,CN,2017 LPL 夏季赛,5,177.1,4,1,6,11,40,76,37,218,5993,340833,419487.0,528630.0,2,6,18,37,76,86,5703,299617,351160.0,551320.0
IG,CN,OMG,CN,2017 LPL 夏季赛,7,233.0,5,2,8,12,59,113,74,276,7294,445076,535925.0,691563.0,3,9,30,72,113,168,6647,389790,451021.0,716464.0
DAN,CN,NB,CN,2017 LPL 夏季赛,3,106.6,2,1,5,10,25,30,36,89,3383,197670,196051.0,275464.0,0,2,12,36,30,96,3402,184720,195583.0,280608.0
IG,CN,WE,CN,2017 LPL 夏季赛,10,329.8,6,4,9,17,67,157,131,372,10788,626315,804093.0,956282.0,6,11,51,131,157,283,10018,585775,658250.0,1088290.0
DAN,CN,EDG,CN,2017 LPL 夏季赛,4,146.4,2,2,4,8,24,43,61,106,4448,258562,271752.0,368156.0,2,6,27,61,43,130,4595,264156,256362.0,386271.0
EDG,CN,LNG,CN,2017 LPL 夏季赛,4,129.9,3,1,3,6,28,58,38,145,4136,240210,285903.0,338890.0,2,6,25,38,58,103,3781,224700,229917.0,388701.0
IM,CN,WBG,CN,2017 LPL 夏季赛,2,87.0,2,0,4,4,18,22,6,62,3186,169926,134258.0,240528.0,0,6,6,6,22,16,2798,141826,138944.0,183538.0
DAN,CN,WBG,CN,2017 LPL 夏季赛,3,109.6,1,2,4,7,19,14,31,44,3391,187818,171582.0,303695.0,2,6,26,31,14,80,3815,206747,199627.0,267878.0
IG,CN,RNG,CN,2017 LPL 夏季赛,3,126.4,1,2,2,5,16,48,51,109,4006,222940,245089.0,356973.0,5,8,21,51,48,135,3709,226403,254758.0,354276.0
EDG,CN,OMG,CN,2017 LPL 夏季赛,2,59.2,2,0,2,4,18,24,0,62,2172,118150,75502.0,116310.0,0,2,6,0,24,0,1944,91954,48050.0,108220.0
EDG,CN,WE,CN,2017 LPL 夏季赛,6,175.9,3,3,4,10,36,62,72,156,5511,316546,298407.0,500917.0,3,5,31,72,62,183,5444,313319,341353.0,460853.0
EDG,CN,IM,CN,2017 LPL 夏季赛,4,121.8,4,0,4,10,40,54,16,143,3999,244171,287785.0,321090.0,1,4,8,16,54,33,4065,195690,186075.0,390217.0
IM,CN,JDG,CN,2017 LPL 夏季赛,3,103.3,1,2,1,4,12,32,41,79,3309,176632,183891.0,289584.0,2,6,18,41,32,121,3293,185970,209142.0,289871.0
IG,CN,NB,CN,2017 LPL 夏季赛,2,60.1,0,2,0,1,4,21,39,53,1765,96712,112687.0,179140.0,2,4,16,39,21,95,1860,118911,134045.0,171648.0
JDG,CN,LGD,CN,2017 LPL 夏季赛,4,126.0,2,2,3,3,24,46,51,127,3720,220337,212797.0,358135.0,2,8,24,51,46,126,3932,225245,247329.0,325417.0
DAN,CN,JDG,CN,2017 LPL 夏季赛,2,63.7,0,2,1,2,6,14,40,37,2033,106482,121794.0,199710.0,2,3,16,40,14,117,2015,124668,135215.0,181332.0
EDG,CN,RNG,CN,2017 LPL 夏季赛,7,276.9,5,2,8,17,57,99,92,250,8045,499459,531181.0,737213.0,7,14,41,92,99,233,8115,474473,507422.0,759021.0
JDG,CN,LNG,CN,2017 LPL 夏季赛,2,76.3,2,0,4,5,19,33,22,104,2510,150082,157350.0,199164.0,0,3,6,22,33,53,2469,129264,146134.0,213116.0
WBG,CN,WE,CN,2017 LPL 夏季赛,2,63.0,0,2,0,2,5,15,26,32,1926,100022,110788.0,180145.0,2,5,17,26,15,73,2013,118235,128296.0,175485.0
NB,CN,OMG,CN,2017 LPL 夏季赛,4,147.0,0,4,1,4,11,31,60,68,4489,234121,238218.0,366293.0,5,9,40,60,31,146,4726,283523,256039.0,370085.0
IG,CN,WBG,CN,2017 LPL 夏季赛,3,97.8,2,1,3,6,18,35,31,68,3235,179338,176345.0,246941.0,1,4,15,31,35,58,3183,171917,153328.0,248245.0
NB,CN,WE,CN,2017 LPL 夏季赛,6,201.9,2,4,5,6,29,67,71,177,6010,350109,357475.0,548736.0,4,12,43,71,67,183,6399,365102,400445.0,538278.0
DAN,CN,IG,CN,2017 LPL 夏季赛,5,173.6,3,2,6,10,31,63,50,172,5356,313300,329881.0,492018.0,2,7,31,50,63,132,5428,301868,331983.0,462208.0
GT,CN,RNG,CN,2017 LPL 春季赛,3,112.3,1,2,3,4,15,34,54,77,3895,193783,211324.0,294536.0,2,8,24,53,34,136,4038,210441,216776.0,318573.0
RA,CN,WE,CN,2017 LPL 春季赛,5,177.1,1,4,2,4,21,47,75,98,6500,299122,309258.0,443004.0,6,14,42,75,47,189,6360,333435,329873.0,468909.0
LGD,CN,LNG,CN,2017 LPL 春季赛,5,166.8,3,2,3,7,33,79,83,140,5989,304556,348729.0,511747.0,5,11,31,83,79,192,6221,317611,387356.0,498975.0
OMG,CN,RNG,CN,2017 LPL 春季赛,4,186.6,2,2,5,11,30,74,83,169,6506,343046,418592.0,551519.0,1,8,23,81,74,175,6335,328811,405327.0,550749.0
EDG,CN,NB,CN,2017 LPL 春季赛,8,303.6,5,3,8,23,68,133,97,304,10856,573248,662586.0,762311.0,7,6,36,97,133,243,10805,524064,550507.0,872905.0
JDG,CN,OMG,CN,2017 LPL 春季赛,2,102.4,2,0,5,7,20,43,29,112,3778,198562,233809.0,325269.0,1,5,10,28,43,75,3768,178716,240658.0,299055.0
JDG,CN,WE,CN,2017 LPL 春季赛,5,189.3,4,1,6,11,38,66,58,186,6868,340743,387587.0,556634.0,1,10,24,58,66,147,6535,319535,398246.0,541014.0
RNG,CN,WE,CN,2017 LPL 春季赛,4,143.9,1,3,1,4,24,33,41,65,5105,245614,281684.0,393820.0,7,11,31,41,33,118,4956,258732,281311.0,416316.0
IM,CN,LGD,CN,2017 LPL 春季赛,6,220.8,4,2,5,14,40,97,100,216,7486,399216,534197.0,676227.0,5,8,36,100,98,244,7897,403441,525204.0,709908.0
NB,CN,RNG,CN,2017 LPL 春季赛,2,58.2,0,2,0,1,1,11,30,25,2104,90206,76563.0,158086.0,2,4,22,30,11,54,2207,118981,118734.0,137819.0
LGD,CN,OMG,CN,2017 LPL 春季赛,4,146.9,2,2,5,9,28,53,64,111,5187,266801,299912.0,387102.0,1,8,23,64,53,128,5528,268926,290234.0,431752.0
IG,CN,JDG,CN,2017 LPL 春季赛,3,110.4,2,1,3,7,22,46,25,118,4115,203773,233249.0,279587.0,1,5,8,25,46,61,4014,179568,194782.0,306849.0
LGD,CN,WE,CN,2017 LPL 春季赛,2,58.1,0,2,0,0,3,5,38,6,1950,84917,80280.0,148064.0,2,5,20,38,5,59,2112,119160,116275.0,129663.0
LNG,CN,OMG,CN,2017 LPL 春季赛,5,203.2,1,4,4,6,18,46,77,87,7676,351395,383358.0,510789.0,7,16,46,76,46,194,7539,386444,353296.0,552651.0
GT,CN,NB,CN,2017 LPL 春季赛,4,193.7,2,2,5,11,28,55,65,123,6617,334988,405234.0,581448.0,5,8,30,65,55,162,6785,350060,461623.0,535849.0
EDG,CN,GT,CN,2017 LPL 春季赛,5,182.2,4,1,5,11,49,79,51,202,6601,347824,393730.0,447991.0,2,8,18,51,80,102,6311,297656,321107.0,527998.0
RA,CN,RNG,CN,2017 LPL 春季赛,3,104.3,1,2,1,2,14,23,45,58,3866,177019,158643.0,284146.0,2,8,23,45,23,88,3891,195195,204894.0,244605.0
LNG,CN,WE,CN,2017 LPL 春季赛,2,66.4,0,2,1,4,4,12,29,25,2402,107478,89564.0,171135.0,1,3,19,29,12,69,2508,126755,122215.0,128180.0
JDG,CN,RNG,CN,2017 LPL 春季赛,2,57.0,0,2,0,1,3,5,21,11,2026,85923,67288.0,136855.0,1,5,17,21,5,58,2081,105396,90895.0,113815.0
IG,CN,RA,CN,2017 LPL 春季赛,3,97.9,1,2,1,3,14,28,26,61,3375,162345,178288.0,258956.0,3,6,20,26,28,59,3512,174577,181193.0,248417.0
IM,CN,LNG,CN,2017 LPL 春季赛,4,184.1,0,4,3,4,22,59,91,135,6524,322431,417494.0,634934.0,5,15,38,91,59,238,6694,356288,506808.0,551408.0
LGD,CN,RNG,CN,2017 LPL 春季赛,4,115.3,0,4,1,0,6,16,55,32,4046,177348,127877.0,268005.0,2,9,36,55,16,116,4362,224936,195105.0,223808.0
JDG,CN,NB,CN,2017 LPL 春季赛,4,136.0,1,3,3,4,21,45,48,111,4741,232686,262703.0,391729.0,2,9,29,48,45,94,4791,241602,284428.0,366241.0
IM,CN,OMG,CN,2017 LPL 春季赛,9,343.5,2,7,5,10,35,105,142,228,12175,586309,689377.0,939388.0,9,28,73,142,105,312,12277,645559,725693.0,1011821.0
LNG,CN,RNG,CN,2017 LPL 春季赛,4,125.8,0,4,0,1,12,11,71,21,4892,201963,166162.0,336107.0,5,12,41,71,11,159,4446,252840,253478.0,260814.0
EDG,CN,JDG,CN,2017 LPL 春季赛,5,184.3,4,1,7,9,43,83,59,211,6373,346705,435696.0,495498.0,1,9,24,58,83,134,6444,313829,350261.0,572880.0
LGD,CN,NB,CN,2017 LPL 春季赛,3,97.0,1,2,1,3,14,33,37,46,3525,168153,175835.0,254165.0,3,8,16,37,33,78,3551,174078,173668.0,260098.0
IM,CN,WE,CN,2017 LPL 春季赛,2,75.7,0,2,1,2,8,23,34,72,2626,128804,176448.0,305899.0,3,5,18,34,23,82,2434,139677,237007.0,240465.0
LNG,CN,NB,CN,2017 LPL 春季赛,3,102.3,2,1,2,5,25,36,32,75,3814,192056,192227.0,270393.0,2,5,18,32,36,58,3645,180042,180211.0,266846.0
EDG,CN,RA,CN,2017 LPL 春季赛,4,142.0,4,0,3,8,34,61,25,147,5118,264358,280958.0,343642.0,0,4,10,24,61,55,5096,223902,219694.0,379157.0
GT,CN,JDG,CN,2017 LPL 春季赛,4,132.4,0,4,0,3,9,23,85,49,4582,206612,226453.0,381708.0,5,10,37,85,23,234,4750,263505,295421.0,344178.0
IG,CN,LGD,CN,2017 LPL 春季赛,4,141.1,2,2,2,9,24,82,64,198,5159,264465,318776.0,375486.0,3,5,20,63,82,115,4978,254374,254216.0,416793.0
IM,CN,RNG,CN,2017 LPL 春季赛,4,132.7,4,0,5,12,40,56,21,138,5081,262597,284835.0,354515.0,0,2,11,21,56,46,4921,213946,236747.0,379808.0
EDG,CN,IG,CN,2017 LPL 春季赛,3,152.1,2,1,5,6,23,52,76,114,4850,267307,394174.0,504908.0,3,10,23,76,52,182,5150,282020,423600.0,512526.0
GT,CN,RA,CN,2017 LPL 春季赛,4,161.5,0,4,2,5,13,39,86,64,5649,266103,306450.0,484186.0,3,10,36,86,39,179,6258,315778,385209.0,450042.0
GT,CN,IG,CN,2017 LPL 春季赛,2,99.1,0,2,2,3,11,40,60,79,3247,173947,257712.0,340667.0,2,7,21,60,40,131,3420,194269,274646.0,352721.0
IG,CN,LNG,CN,2017 LPL 春季赛,2,71.9,1,1,1,3,13,30,21,63,2770,132344,155205.0,211276.0,1,3,11,21,30,53,2746,126405,146709.0,215656.0
OMG,CN,RA,CN,2017 LPL 春季赛,2,65.5,2,0,3,6,17,33,16,73,2367,126858,145704.0,165924.0,0,1,5,16,33,27,2318,105995,120049.0,188201.0
EDG,CN,LGD,CN,2017 LPL 春季赛,3,102.9,2,1,3,8,23,56,27,134,3666,197275,197732.0,260340.0,1,4,14,27,56,51,3873,174196,162801.0,258616.0
IM,CN,NB,CN,2017 LPL 春季赛,3,124.8,1,2,2,7,19,48,53,114,4542,226091,258996.0,404927.0,3,5,23,53,48,124,4524,231327,318085.0,342046.0
NB,CN,RA,CN,2017 LPL 春季赛,5,179.8,1,4,0,8,20,52,69,105,6473,301342,287947.0,420250.0,6,10,38,69,52,143,6965,340534,308846.0,435221.0
IG,CN,OMG,CN,2017 LPL 春季赛,4,135.5,4,0,4,13,32,76,36,182,4941,261102,294906.0,377139.0,1,1,9,36,76,65,4839,223409,248609.0,387116.0
IG,CN,IM,CN,2017 LPL 春季赛,5,216.2,4,1,7,15,42,88,56,221,7894,409165,475283.0,630036.0,3,8,27,56,88,161,7557,365425,451291.0,591779.0
JDG,CN,RA,CN,2017 LPL 春季赛,5,156.9,4,1,4,7,37,70,38,151,5689,291400,273555.0,397191.0,3,8,21,38,70,86,5802,266880,253896.0,379984.0
IG,CN,WE,CN,2017 LPL 春季赛,2,78.8,0,2,0,2,5,26,44,50,2848,133654,144597.0,224207.0,2,5,19,44,26,92,2823,148700,162709.0,189785.0
GT,CN,LGD,CN,2017 LPL 春季赛,2,62.7,1,1,1,2,11,27,24,51,2180,110631,121159.0,159788.0,1,4,14,24,27,57,2369,116028,114754.0,171225.0
EDG,CN,LNG,CN,2017 LPL 春季赛,3,97.0,2,1,2,9,24,28,10,46,3757,178028,146734.0,209446.0,1,1,12,10,28,14,3792,163771,125741.0,236762.0
LGD,CN,RA,CN,2017 LPL 春季赛,2,77.6,2,0,2,7,20,39,27,70,3110,157222,195524.0,229256.0,0,2,6,26,39,72,2709,130533,171020.0,249463.0
LNG,CN,RA,CN,2017 LPL 春季赛,2,83.9,2,0,4,3,19,20,17,49,3224,157665,163164.0,237305.0,0,4,9,17,20,36,3111,142264,169478.0,216113.0
IG,CN,RNG,CN,2017 LPL 春季赛,6,190.1,2,4,2,8,27,66,77,122,7019,327830,331619.0,461709.0,5,12,45,77,66,150,6790,352398,326090.0,472623.0
EDG,CN,OMG,CN,2017 LPL 春季赛,8,275.6,4,4,7,15,55,130,117,278,9454,505602,580972.0,719066.0,4,14,38,117,131,253,9427,483646,511288.0,820422.0
EDG,CN,WE,CN,2017 LPL 春季赛,4,139.8,4,0,5,12,37,62,30,152,5035,267119,286235.0,308641.0,1,1,12,30,62,73,5061,226226,198945.0,379367.0
GT,CN,LNG,CN,2017 LPL 春季赛,3,66.1,2,1,3,6,23,53,34,108,3845,209320,257315.0,322836.0,3,6,18,33,53,66,4296,209643,235643.0,363045.0
EDG,CN,IM,CN,2017 LPL 春季赛,3,104.1,1,2,2,5,13,32,47,95,3446,175090,215841.0,280905.0,3,5,19,47,32,106,3684,190693,201427.0,293872.0
IM,CN,JDG,CN,2017 LPL 春季赛,3,126.7,2,1,1,10,24,41,35,113,4436,225676,294026.0,349488.0,5,5,18,35,41,93,4167,218096,259293.0,413074.0
IG,CN,NB,CN,2017 LPL 春季赛,5,179.4,2,3,2,8,29,57,61,133,6551,315645,331030.0,459704.0,4,10,32,60,57,123,6795,325869,328036.0,469788.0
JDG,CN,LGD,CN,2017 LPL 春季赛,2,76.2,2,0,3,5,18,38,27,87,2798,143955,153228.0,223669.0,1,3,6,27,38,70,2608,129240,159802.0,203012.0
GT,CN,OMG,CN,2017 LPL 春季赛,3,126.1,2,1,4,6,25,48,55,106,4432,238071,258553.0,389652.0,2,8,17,55,48,121,4585,229835,282037.0,334631.0
GT,CN,WE,CN,2017 LPL 春季赛,4,121.9,0,4,0,0,5,28,74,51,3876,185801,200916.0,348745.0,4,12,41,74,28,166,4477,248394,282213.0,299501.0
EDG,CN,RNG,CN,2017 LPL 春季赛,5,165.7,1,4,1,12,24,40,65,77,5881,278149,246110.0,407594.0,4,4,40,65,41,143,6015,306933,287943.0,383718.0
JDG,CN,LNG,CN,2017 LPL 春季赛,2,73.9,2,0,3,6,19,28,14,70,2685,138676,147929.0,187943.0,0,2,5,14,28,36,2628,120584,122669.0,191609.0
GT,CN,IM,CN,2017 LPL 春季赛,2,53.3,0,2,0,1,5,5,32,10,1956,82628,60584.0,143530.0,2,3,17,32,5,78,2061,108943,99383.0,100615.0
IM,CN,RA,CN,2017 LPL 春季赛,2,78.6,2,0,2,5,17,30,14,73,2903,147221,172631.0,187436.0,1,3,5,14,30,31,2892,127317,131714.0,214792.0
NB,CN,OMG,CN,2017 LPL 春季赛,3,118.5,1,2,2,4,17,42,57,84,4567,215842,271346.0,322442.0,3,10,23,56,42,132,4155,223046,233115.0,355282.0
NB,CN,WE,CN,2017 LPL 春季赛,6,231.8,2,4,3,9,25,67,100,160,7962,391636,341293.0,591969.0,8,13,47,100,67,238,8251,430106,429264.0,531284.0
OMG,CN,WE,CN,2017 LPL 春季赛,6,203.9,1,5,2,12,24,59,113,139,6877,340035,380597.0,589560.0,7,6,55,113,60,306,7059,393836,434691.0,557063.0
LD,CN,RYL,CN,2017 LSPL 夏季赛,5,160.4,4,1,5,12,47,96,51,186,5174,321976,355259.0,479600.0,1,4,13,51,96,103,4800,264585,312588.0,469547.0
JDM,CN,TH,CN,2017 LSPL 夏季赛,5,198.2,1,4,3,8,27,58,77,115,6024,351619,423226.0,578154.0,8,12,45,77,58,210,6382,384704,445195.0,603444.0
GT,CN,OMD,CN,2017 LSPL 夏季赛,5,175.3,4,1,4,11,47,86,57,198,5459,337065,461095.0,498070.0,3,6,21,57,86,129,5505,307078,365900.0,612301.0
EDGY,CN,JDM,CN,2017 LSPL 夏季赛,4,129.9,2,2,2,5,22,50,36,106,4242,233492,251357.0,336934.0,3,7,23,36,50,74,4068,228475,219775.0,367530.0
JDM,CN,OMD,CN,2017 LSPL 夏季赛,5,163.1,2,3,2,12,30,78,59,193,4757,286645,390763.0,495426.0,2,4,34,59,79,161,4886,290722,361907.0,541776.0
GT,CN,TH,CN,2017 LSPL 夏季赛,4,140.3,2,2,3,8,24,63,40,157,4339,253117,303592.0,384724.0,2,7,21,40,63,93,4655,252129,265201.0,423390.0
EDGY,CN,YM,CN,2017 LSPL 夏季赛,4,131.8,1,3,3,3,14,38,63,92,4104,224333,274096.0,382774.0,2,7,30,63,38,129,4460,253255,279149.0,403606.0
MSC,CN,TH,CN,2017 LSPL 夏季赛,5,199.2,3,2,7,15,35,72,74,169,6124,359163,362268.0,628923.0,3,5,37,74,72,197,6279,365442,451304.0,523550.0
YG,CN,YM,CN,2017 LSPL 夏季赛,5,189.2,2,3,6,3,30,64,68,165,6169,343656,421341.0,572538.0,3,14,35,68,64,166,6555,355419,424221.0,587340.0
OMD,CN,YM,CN,2017 LSPL 夏季赛,4,144.2,0,4,2,5,18,42,84,87,4227,243752,300261.0,460401.0,6,9,39,84,42,189,4745,293073,353585.0,430072.0
RA,CN,TH,CN,2017 LSPL 夏季赛,6,224.1,4,2,9,15,46,102,74,225,7453,429781,457840.0,655206.0,2,7,32,74,102,176,6828,386200,449431.0,631187.0
MSC,CN,OMD,CN,2017 LSPL 夏季赛,4,125.9,0,4,3,4,13,43,78,105,3606,209487,270813.0,388865.0,3,8,39,78,43,179,3802,251027,299248.0,384102.0
LD,CN,Tyloo,CN,2017 LSPL 夏季赛,5,161.3,4,1,5,10,38,86,42,208,5053,310903,372370.0,452757.0,1,6,16,42,86,88,5211,272756,313747.0,500775.0
RYL,CN,Tyloo,CN,2017 LSPL 夏季赛,5,157.1,1,4,1,5,16,33,93,71,5041,258340,264941.0,435215.0,5,8,47,93,34,200,5047,314307,314915.0,409730.0
OMD,CN,YG,CN,2017 LSPL 夏季赛,3,86.6,0,3,0,2,3,20,55,39,2554,134700,131832.0,235402.0,4,6,27,55,20,125,2732,180223,184066.0,214399.0
JDM,CN,RYL,CN,2017 LSPL 夏季赛,5,164.1,2,3,2,7,21,52,71,141,5129,280357,326870.0,441501.0,5,10,35,71,52,151,5065,306493,319714.0,492661.0
EDGY,CN,YG,CN,2017 LSPL 夏季赛,3,91.4,0,3,0,1,5,20,51,39,2877,144584,154585.0,262012.0,5,7,32,51,20,120,2992,188981,202725.0,262852.0
GT,CN,RYL,CN,2017 LSPL 夏季赛,5,186.8,4,1,8,9,39,69,55,175,5918,347359,388991.0,541342.0,1,7,26,55,69,98,6042,323414,382257.0,551892.0
EDGY,CN,MSC,CN,2017 LSPL 夏季赛,5,153.9,3,2,4,4,33,69,58,168,4446,272448,291077.0,423541.0,3,10,31,58,69,137,4736,276233,295929.0,436234.0
MSC,CN,RYL,CN,2017 LSPL 夏季赛,5,171.6,1,4,4,9,26,66,77,150,5184,302019,352226.0,501718.0,6,10,42,77,66,200,5249,323099,368552.0,507834.0
RA,CN,RYL,CN,2017 LSPL 夏季赛,4,140.2,4,0,5,11,41,60,28,140,4500,266354,274038.0,348786.0,2,1,9,28,61,70,4043,212687,222358.0,372729.0
JDM,CN,Tyloo,CN,2017 LSPL 夏季赛,5,171.7,1,4,7,6,20,34,65,87,5296,283292,248820.0,431463.0,1,12,38,64,34,157,5787,315232,312407.0,406423.0
LD,CN,RA,CN,2017 LSPL 夏季赛,6,238.2,3,3,9,16,49,77,95,185,7115,434282,623406.0,726214.0,3,8,34,94,77,252,7417,424734,525585.0,817199.0
GT,CN,Tyloo,CN,2017 LSPL 夏季赛,6,219.3,3,3,6,13,46,70,57,160,6765,399317,411865.0,701233.0,3,6,40,57,70,153,6964,382278,512139.0,568388.0
JDM,CN,LD,CN,2017 LSPL 夏季赛,5,153.6,1,4,1,4,12,29,69,61,4378,230249,227465.0,438150.0,6,8,44,69,29,159,4731,284512,313379.0,374653.0
GT,CN,LD,CN,2017 LSPL 夏季赛,8,243.6,5,3,5,9,61,108,84,260,7271,454509,511530.0,675442.0,4,14,35,84,108,223,7629,426984,472489.0,720218.0
OMD,CN,TH,CN,2017 LSPL 夏季赛,6,185.3,4,2,5,11,44,78,63,182,5602,342758,404844.0,514211.0,3,8,31,63,78,133,6085,333321,338823.0,585313.0
MSC,CN,Tyloo,CN,2017 LSPL 夏季赛,6,207.5,3,3,4,12,40,81,86,208,6369,372431,397817.0,618278.0,5,8,42,85,81,234,6466,376380,430641.0,556792.0
EDGY,CN,TH,CN,2017 LSPL 夏季赛,3,124.3,0,3,2,0,4,34,47,64,3906,207399,274707.0,372438.0,5,12,32,47,34,109,4084,245902,291731.0,408102.0
RA,CN,Tyloo,CN,2017 LSPL 夏季赛,4,140.6,4,0,5,13,42,66,20,180,4828,284758,296086.0,378608.0,1,2,14,20,66,48,4518,227240,231434.0,403447.0
EDGY,CN,OMD,CN,2017 LSPL 夏季赛,5,169.3,4,1,6,11,43,138,63,342,4896,335622,426360.0,540644.0,1,3,15,62,138,146,4771,279267,355875.0,550554.0
Tyloo,CN,YM,CN,2017 LSPL 夏季赛,5,160.6,1,4,1,4,19,29,60,65,5123,264474,237162.0,405018.0,6,13,42,60,29,143,5382,308820,288314.0,373904.0
JDM,CN,RA,CN,2017 LSPL 夏季赛,5,185.6,1,4,3,10,17,52,85,120,5677,306567,338541.0,576267.0,6,9,45,85,53,197,6312,361057,434196.0,531704.0
TH,CN,Tyloo,CN,2017 LSPL 夏季赛,4,144.3,0,4,0,2,19,29,51,55,4752,240842,185891.0,334217.0,6,11,37,51,29,97,5035,280027,244769.0,302880.0
GT,CN,RA,CN,2017 LSPL 夏季赛,8,302.1,6,2,6,16,60,110,72,292,9361,546718,582804.0,763915.0,7,16,43,72,110,175,9885,530808,528681.0,837735.0
LD,CN,YM,CN,2017 LSPL 夏季赛,9,329.8,4,5,8,15,48,105,128,293,9823,565332,677409.0,991547.0,8,21,64,128,105,299,10151,594231,733572.0,991421.0
RYL,CN,YM,CN,2017 LSPL 夏季赛,2,61.3,0,2,0,0,3,3,24,6,1942,93544,71656.0,148847.0,3,5,21,24,3,59,2115,123870,101851.0,141090.0
MSC,CN,RA,CN,2017 LSPL 夏季赛,4,153.2,0,4,1,3,19,37,71,69,4942,261802,291290.0,463077.0,6,13,39,70,37,169,5249,303580,333087.0,420027.0
Tyloo,CN,YG,CN,2017 LSPL 夏季赛,4,158.7,0,4,2,9,23,62,73,126,5071,285995,321863.0,479923.0,5,7,41,73,62,191,5037,307368,353710.0,444273.0
EDGY,CN,RYL,CN,2017 LSPL 夏季赛,6,225.5,2,4,4,12,33,72,70,201,6755,376416,471534.0,540998.0,4,11,46,70,72,166,7130,397790,359805.0,683052.0
OMD,CN,RYL,CN,2017 LSPL 夏季赛,6,214.7,2,4,4,12,43,102,108,237,6526,396490,500798.0,665958.0,4,8,38,108,102,254,6856,399015,492004.0,693901.0
LD,CN,YG,CN,2017 LSPL 夏季赛,5,192.7,2,3,3,6,25,74,78,196,5885,342614,428053.0,654194.0,7,11,41,78,75,207,5805,363909,503706.0,589631.0
GT,CN,JDM,CN,2017 LSPL 夏季赛,4,134.4,4,0,6,13,44,68,15,181,4593,275935,291249.0,282556.0,0,0,7,15,68,30,4339,207478,180474.0,395021.0
RYL,CN,YG,CN,2017 LSPL 夏季赛,6,205.6,2,4,4,7,26,74,92,180,6585,365800,352566.0,646530.0,6,10,55,92,74,235,6359,395285,474389.0,543257.0
LD,CN,MSC,CN,2017 LSPL 夏季赛,4,146.2,2,2,1,6,23,37,55,86,4664,253772,277941.0,362748.0,6,10,23,55,37,143,4430,263825,261247.0,404209.0
EDGY,CN,GT,CN,2017 LSPL 夏季赛,3,95.0,1,2,1,5,10,29,38,75,2942,156867,144340.0,248723.0,2,4,18,38,29,90,3002,168463,167261.0,223458.0
OMD,CN,Tyloo,CN,2017 LSPL 夏季赛,4,127.3,4,0,6,10,40,63,34,156,4125,252602,239221.0,351635.0,0,3,14,34,63,83,3745,204531,222000.0,315541.0
EDGY,CN,Tyloo,CN,2017 LSPL 夏季赛,5,188.2,1,4,3,3,24,59,89,150,6109,333489,426866.0,598529.0,5,16,40,88,59,239,6053,356628,434237.0,594103.0
JDM,CN,YM,CN,2017 LSPL 夏季赛,4,111.3,0,4,0,0,4,20,70,41,3245,168678,150745.0,296197.0,5,10,41,70,20,158,3974,240630,226309.0,288216.0
GT,CN,YM,CN,2017 LSPL 夏季赛,6,224.9,3,3,3,10,37,65,47,178,7224,396006,359931.0,584192.0,7,11,31,47,65,120,7440,391246,399436.0,536432.0
