player_name,team,region,matchType,position,kills,deaths,assists,CS,gold,damage,tanking,matches_played,matches_won,minutes_played,matches_lose,win_rate,kills_per_game,deaths_per_game,assists_per_game,CS_per_minute,gold_per_minute,damage_per_game,tanking_per_game,KDA
Ppgod,NIP,CN,2022 LPL 夏季赛,SUP,13,46,205,1108,151163,122429.0,235252.0,17,14,561.5,3,0.8235,0.76,2.71,12.06,1.97,269.21,7201.71,13838.35,4.739
Qiuqiu,AL,CN,2022 LPL 夏季赛,SUP,13,58,143,1147,138676,103001.0,253945.0,19,7,578.1,12,0.3684,0.68,3.05,7.53,1.98,239.88,5421.11,13365.53,2.69
Shiauc,UP,CN,2022 LPL 夏季赛,SUP,9,69,78,441,96399,64875.0,221887.0,14,3,436.0,11,0.2143,0.64,4.93,5.57,1.01,221.1,4633.93,15849.07,1.261
Southwind,TT,CN,2022 LPL 夏季赛,SUP,8,15,54,436,60724,39887.0,115891.0,7,1,236.0,6,0.1429,1.14,2.14,7.71,1.85,257.31,5698.14,16555.86,4.133
Swordart,WBG,CN,2022 LPL 夏季赛,SUP,1,4,11,10,9628,3938.0,14142.0,1,1,42.6,0,1.0,1.0,4.0,11.0,0.23,226.01,3938.0,14142.0,3.0
Wink,IG,CN,2022 LPL 夏季赛,SUP,12,62,143,610,130430,112259.0,225210.0,18,8,552.5,10,0.4444,0.67,3.44,7.94,1.1,236.07,6236.61,12511.67,2.5
Xinliu,IG,CN,2022 LPL 夏季赛,SUP,0,5,8,242,16878,11983.0,40031.0,2,0,66.0,2,0.0,0.0,2.5,4.0,3.67,255.73,5991.5,20015.5,1.6
Yaoyao,TT,CN,2022 LPL 夏季赛,SUP,10,44,115,458,105778,61989.0,190896.0,14,6,459.6,8,0.4286,0.71,3.14,8.21,1.0,230.15,4427.79,13635.43,2.841
Yuyanjia,RA,CN,2022 LPL 夏季赛,SUP,12,58,120,803,129897,87163.0,248878.0,17,5,536.9,12,0.2941,0.71,3.41,7.06,1.5,241.94,5127.24,14639.88,2.276
Zorah,RA,CN,2022 LPL 夏季赛,SUP,3,10,12,96,22596,14411.0,35452.0,3,1,99.1,2,0.3333,1.0,3.33,4.0,0.97,228.01,4803.67,11817.33,1.5
Lvmao,LNG,CN,2022 LPL全球总决赛资格赛,SUP,1,21,76,243,76428,40190.0,119453.0,9,5,348.0,4,0.5556,0.11,2.33,8.44,0.7,219.62,4465.56,13272.56,3.667
Meiko,EDG,CN,2022 LPL全球总决赛资格赛,SUP,3,12,35,153,38726,18553.0,56180.0,5,3,174.7,2,0.6,0.6,2.4,7.0,0.88,221.67,3710.6,11236.0,3.167
Cold,OMG,CN,2022 LPL春季赛,SUP,16,71,136,642,145516,82404.0,240313.0,20,8,632.8,12,0.4,0.8,3.55,6.8,1.01,229.96,4120.2,12015.65,2.141
Crisp,BLG,CN,2022 LPL春季赛,SUP,22,87,236,983,214580,112100.0,341764.0,27,13,900.3,14,0.4815,0.81,3.22,8.74,1.09,238.34,4151.85,12657.93,2.966
Hang,FPX,CN,2022 LPL春季赛,SUP,12,79,189,1006,179339,101479.0,315809.0,25,10,782.8,15,0.4,0.48,3.16,7.56,1.29,229.1,4059.16,12632.36,2.544
Iwandy,LNG,CN,2022 LPL春季赛,SUP,2,10,49,184,35736,17161.0,54991.0,5,4,153.6,1,0.8,0.4,2.0,9.8,1.2,232.66,3432.2,10998.2,5.1
Jinjiao,LGD,CN,2022 LPL春季赛,SUP,16,82,116,857,139609,108499.0,272656.0,20,5,595.4,15,0.25,0.8,4.1,5.8,1.44,234.48,5424.95,13632.8,1.61
Ke,IG,CN,2022 LPL春季赛,SUP,2,5,6,43,13380,5955.0,17903.0,2,0,61.5,2,0.0,1.0,2.5,3.0,0.7,217.56,2977.5,8951.5,1.6
Kedaya,WE,CN,2022 LPL春季赛,SUP,12,59,106,604,112296,81291.0,189120.0,17,5,494.4,12,0.2941,0.71,3.47,6.24,1.22,227.14,4781.82,11124.71,2.0
Lucas,IG,CN,2022 LPL春季赛,SUP,13,57,89,558,105950,54729.0,191248.0,15,3,468.2,12,0.2,0.87,3.8,5.93,1.19,226.29,3648.6,12749.87,1.789
Lvmao,LNG,CN,2022 LPL春季赛,SUP,14,59,117,492,111839,73049.0,179744.0,16,9,483.7,7,0.5625,0.88,3.69,7.31,1.02,231.22,4565.56,11234.0,2.22
Mark,TES,CN,2022 LPL春季赛,SUP,16,68,233,1016,183135,95364.0,274669.0,23,13,739.1,10,0.5652,0.7,2.96,10.13,1.37,247.78,4146.26,11942.13,3.662
Meiko,EDG,CN,2022 LPL春季赛,SUP,13,77,214,729,168891,94389.0,292783.0,22,13,701.3,9,0.5909,0.59,3.5,9.73,1.04,240.83,4290.41,13308.32,2.948
Ming,RNG,CN,2022 LPL春季赛,SUP,20,73,235,863,192448,107674.0,307087.0,25,16,783.0,9,0.64,0.8,2.92,9.4,1.1,245.78,4306.96,12283.48,3.493
Missing,JDG,CN,2022 LPL春季赛,SUP,21,107,280,1007,217694,127803.0,438830.0,28,17,909.6,11,0.6071,0.75,3.82,10.0,1.11,239.33,4564.39,15672.5,2.813
On,WBG,CN,2022 LPL春季赛,SUP,13,65,127,772,154753,98299.0,286763.0,21,12,656.1,9,0.5714,0.62,3.1,6.05,1.18,235.87,4680.9,13655.38,2.154
Ppgod,NIP,CN,2022 LPL春季赛,SUP,20,77,220,1254,193335,108665.0,326120.0,25,16,780.7,9,0.64,0.8,3.08,8.8,1.61,247.64,4346.6,13044.8,3.117
Qiuqiu,AL,CN,2022 LPL春季赛,SUP,12,81,167,648,150628,99757.0,256796.0,21,8,663.0,13,0.381,0.57,3.86,7.95,0.98,227.19,4750.33,12228.38,2.21
Shiauc,UP,CN,2022 LPL春季赛,SUP,19,79,180,703,154174,75790.0,281287.0,20,8,649.1,12,0.4,0.95,3.95,9.0,1.08,237.52,3789.5,14064.35,2.519
Southwind,TT,CN,2022 LPL春季赛,SUP,11,54,109,894,138630,71336.0,244422.0,19,4,585.4,15,0.2105,0.58,2.84,5.74,1.53,236.81,3754.53,12864.32,2.222
Swordart,WBG,CN,2022 LPL春季赛,SUP,2,5,16,63,15477,6207.0,24684.0,2,1,68.8,1,0.5,1.0,2.5,8.0,0.92,224.96,3103.5,12342.0,3.6
Yuyanjia,RA,CN,2022 LPL春季赛,SUP,16,48,117,644,129780,64050.0,199355.0,19,10,560.6,9,0.5263,0.84,2.53,6.16,1.15,231.5,3371.05,10492.37,2.771
Zhuo,TES,CN,2022 LPL春季赛,SUP,6,35,99,360,87352,52546.0,142886.0,11,5,380.6,6,0.4545,0.55,3.18,9.0,0.95,229.51,4776.91,12989.64,3.0
Zorah,RA,CN,2022 LPL春季赛,SUP,1,12,20,113,23475,10193.0,53524.0,3,1,105.7,2,0.3333,0.33,4.0,6.67,1.07,222.09,3397.67,17841.33,1.75
Corporal,ORD,AU,2022 MSI 季中冠军赛,SUP,2,26,15,107,22938,16405.0,54589.0,4,0,112.5,4,0.0,0.5,6.5,3.75,0.95,203.89,4101.25,13647.25,0.654
Farfetch,IW,TR,2022 MSI 季中冠军赛,SUP,6,22,8,98,19094,16360.0,43771.0,3,0,76.7,3,0.0,2.0,7.33,2.67,1.28,248.94,5453.33,14590.33,0.636
Harp,DFM,JP,2022 MSI 季中冠军赛,SUP,2,13,39,60,22368,19266.0,39791.0,3,1,88.2,2,0.3333,0.67,4.33,13.0,0.68,253.61,6422.0,13263.67,3.154
Jojo,RED,BR,2022 MSI 季中冠军赛,SUP,3,12,18,109,19046,7039.0,39289.0,3,0,85.8,3,0.0,1.0,4.0,6.0,1.27,221.98,2346.33,13096.33,1.75
Kaiwing,PSG,HK,2022 MSI 季中冠军赛,SUP,5,24,46,274,51848,27982.0,84175.0,8,2,235.7,6,0.25,0.63,3.0,5.75,1.16,219.97,3497.75,10521.88,2.125
Keria,T1,KR,2022 MSI 季中冠军赛,SUP,17,32,100,572,91912,74443.0,136311.0,13,9,345.3,4,0.6923,1.31,2.46,7.69,1.66,266.18,5726.38,10485.46,3.656
Ming,RNG,CN,2022 MSI 季中冠军赛,SUP,6,22,76,295,60376,31967.0,90604.0,8,6,245.1,2,0.75,0.75,2.75,9.5,1.2,246.33,3995.88,11325.5,3.727
Straight,AZE,MX,2022 MSI 季中冠军赛,SUP,3,11,14,103,18780,12715.0,36514.0,3,1,79.8,2,0.3333,1.0,3.67,4.67,1.29,235.34,4238.33,12171.33,1.545
Taki,VKE,VN,2022 MSI 季中冠军赛,SUP,0,29,80,259,58027,35342.0,98566.0,8,3,242.6,5,0.375,0.0,3.63,10.0,1.07,239.19,4417.75,12320.75,2.759
Targamas,G2,EU,2022 MSI 季中冠军赛,SUP,15,21,94,525,90276,63159.0,110684.0,12,7,356.2,5,0.5833,1.25,1.75,7.83,1.47,253.44,5263.25,9223.67,5.19
Vulcan,EG,US,2022 MSI 季中冠军赛,SUP,5,42,97,413,83995,47657.0,145832.0,11,5,357.7,6,0.4545,0.45,3.82,8.82,1.15,234.82,4332.45,13257.45,2.429
Farfetch,IW,TR,2022 TCL 冬季赛,SUP,0,3,10,42,7289,6282.0,14554.0,1,1,29.6,0,1.0,0.0,3.0,10.0,1.42,246.25,6282.0,14554.0,3.333
Japone,NSR,AE,2022 TCL 冬季赛,SUP,0,4,4,15,7700,3901.0,11859.0,1,0,37.9,1,0.0,0.0,4.0,4.0,0.4,203.17,3901.0,11859.0,1.0
Motive,BJK,TR,2022 TCL 冬季赛,SUP,0,4,3,35,6243,2245.0,11843.0,1,0,30.2,1,0.0,0.0,4.0,3.0,1.16,206.72,2245.0,11843.0,0.75
Pbd,DP,TR,2022 TCL 冬季赛,SUP,4,9,22,72,18633,11897.0,35446.0,2,2,77.7,0,1.0,2.0,4.5,11.0,0.93,239.81,5948.5,17723.0,2.889
Sloth,5R,TR,2022 TCL 冬季赛,SUP,1,2,29,57,13725,9572.0,17088.0,2,2,50.6,0,1.0,0.5,1.0,14.5,1.13,271.25,4786.0,8544.0,15.0
Sparz,FB,TR,2022 TCL 冬季赛,SUP,0,14,16,73,15467,9635.0,35147.0,2,0,71.9,2,0.0,0.0,7.0,8.0,1.02,215.12,4817.5,17573.5,1.143
Zergsting,GS,TR,2022 TCL 冬季赛,SUP,0,4,3,39,7405,2967.0,11606.0,1,1,29.8,0,1.0,0.0,4.0,3.0,1.31,248.49,2967.0,11606.0,0.75
Bunny,RNG,CN,2022 德玛西亚杯,SUP,4,21,64,185,46946,29110.6,84190.0,6,3,194.1,3,0.5,0.67,3.5,10.67,0.95,241.87,4851.77,14031.67,3.238
Feather,JDG,CN,2022 德玛西亚杯,SUP,2,8,8,31,17314,19864.9,27253.3,3,0,80.1,3,0.0,0.67,2.67,2.67,0.39,216.15,6621.63,9084.43,1.25
On,BLG,CN,2022 德玛西亚杯,SUP,6,10,36,111,26518,39038.7,38016.8,3,3,89.3,0,1.0,2.0,3.33,12.0,1.24,296.95,13012.9,12672.27,4.2
Xiamu,EDG,CN,2022 德玛西亚杯,SUP,2,8,49,146,27980,15839.3,48117.1,4,3,104.0,1,0.75,0.5,2.0,12.25,1.4,269.04,3959.83,12029.28,6.375
Xinliu,TT,CN,2022 德玛西亚杯,SUP,10,30,78,227,73728,84751.8,118357.3,9,5,289.4,4,0.5556,1.11,3.33,8.67,0.78,254.76,9416.87,13150.81,2.933
Beryl,DRX,KR,2022全球总决赛,SUP,7,28,87,436,98024,90000.8,163607.5,12,7,411.0,5,0.5833,0.58,2.33,7.25,1.06,238.5,7500.07,13633.96,3.357
Bie,GAM,VN,2022全球总决赛,SUP,4,12,11,96,19870,18083.2,44889.6,3,0,87.1,3,0.0,1.33,4.0,3.67,1.1,228.13,6027.73,14963.2,1.25
Huhi,100,US,2022全球总决赛,SUP,0,9,13,421,27141,19560.1,39832.7,3,0,96.4,3,0.0,0.0,3.0,4.33,4.37,281.55,6520.03,13277.57,1.444
Hylissang,FNC,EU,2022全球总决赛,SUP,0,13,22,69,20500,14099.2,39840.4,3,1,98.2,2,0.3333,0.0,4.33,7.33,0.7,208.76,4699.73,13280.13,1.692
Kellin,DK,KR,2022全球总决赛,SUP,6,21,91,145,68986,49155.3,93440.2,9,5,305.1,4,0.5556,0.67,2.33,10.11,0.48,226.11,5461.7,10382.24,4.619
Keria,T1,KR,2022全球总决赛,SUP,12,12,90,157,57667,46748.3,70947.0,7,5,231.0,2,0.7143,1.71,1.71,12.86,0.68,249.64,6678.33,10135.29,8.5
Koala,CFO,TW,2022全球总决赛,SUP,3,15,11,118,23885,19217.5,44018.9,3,0,108.1,3,0.0,1.0,5.0,3.67,1.09,220.95,6405.83,14672.97,0.933
Lehends,GEN,KR,2022全球总决赛,SUP,6,5,29,36,22193,14734.2,25506.2,3,3,83.0,0,1.0,2.0,1.67,9.67,0.43,267.39,4911.4,8502.07,7.0
Mark,TES,CN,2022全球总决赛,SUP,3,11,13,84,22390,12540.3,46327.5,3,0,105.2,3,0.0,1.0,3.67,4.33,0.8,212.83,4180.1,15442.5,1.455
Meiko,EDG,CN,2022全球总决赛,SUP,5,23,66,221,62670,33168.4,107339.5,8,4,287.7,4,0.5,0.63,2.88,8.25,0.77,217.83,4146.05,13417.44,3.087
Ming,RNG,CN,2022全球总决赛,SUP,5,17,54,176,52143,28342.8,74157.5,7,3,219.6,4,0.4286,0.71,2.43,7.71,0.8,237.45,4048.97,10593.93,3.471
Missing,JDG,CN,2022全球总决赛,SUP,3,8,37,83,24521,18321.8,30650.3,3,3,90.2,0,1.0,1.0,2.67,12.33,0.92,271.85,6107.27,10216.77,5.0
Targamas,G2,EU,2022全球总决赛,SUP,1,6,28,83,19997,12152.4,39368.2,3,1,87.7,2,0.3333,0.33,2.0,9.33,0.95,228.02,4050.8,13122.73,4.833
Trymbi,RGE,EU,2022全球总决赛,SUP,2,23,29,123,44461,44840.8,79275.6,7,1,216.6,6,0.1429,0.29,3.29,4.14,0.57,205.27,6405.83,11325.09,1.348
Vulcan,EG,US,2022全球总决赛,SUP,0,8,27,72,20173,11519.5,31838.9,3,1,91.8,2,0.3333,0.0,2.67,9.0,0.78,219.75,3839.83,10612.97,3.375
Zven,C9,US,2022全球总决赛,SUP,1,9,16,66,18496,15170.4,31516.8,3,1,86.9,2,0.3333,0.33,3.0,5.33,0.76,212.84,5056.8,10505.6,1.889
Aladoric,CHF,AU,2022全球总决赛 入围赛,SUP,1,15,21,97,17860,12747.1,48247.6,3,0,84.9,3,0.0,0.33,5.0,7.0,1.14,210.37,4249.03,16082.53,1.467
Beryl,DRX,KR,2022全球总决赛 入围赛,SUP,7,4,20,73,14907,9915.6,15674.5,2,2,49.1,0,1.0,3.5,2.0,10.0,1.49,303.6,4957.8,7837.25,6.75
Ceos,LLL,BR,2022全球总决赛 入围赛,SUP,1,9,20,58,13418,10481.5,29740.3,2,1,66.0,1,0.5,0.5,4.5,10.0,0.88,203.3,5240.75,14870.15,2.333
Farfetch,IW,TR,2022全球总决赛 入围赛,SUP,1,20,20,101,20903,19173.2,55440.6,3,0,105.9,3,0.0,0.33,6.67,6.67,0.95,197.38,6391.07,18480.2,1.05
Harp,DFM,JP,2022全球总决赛 入围赛,SUP,6,43,97,301,82609,76548.2,154535.2,11,5,365.1,6,0.4545,0.55,3.91,8.82,0.82,226.26,6958.93,14048.65,2.395
Hylissang,FNC,EU,2022全球总决赛 入围赛,SUP,2,9,14,69,14853,14778.0,31248.2,2,1,62.8,1,0.5,1.0,4.5,7.0,1.1,236.51,7389.0,15624.1,1.778
Jelly,ISG,AR,2022全球总决赛 入围赛,SUP,4,19,16,98,19830,15393.4,50782.1,3,1,86.5,2,0.3333,1.33,6.33,5.33,1.13,229.25,5131.13,16927.37,1.053
Kaiser,MDK,EU,2022全球总决赛 入围赛,SUP,1,19,23,160,35000,16533.0,72330.4,5,1,163.6,4,0.2,0.2,3.8,4.6,0.98,213.94,3306.6,14466.08,1.263
Kino,BYG,TW,2022全球总决赛 入围赛,SUP,1,7,27,109,20416,7792.8,32877.7,3,2,86.8,1,0.6667,0.33,2.33,9.0,1.26,235.21,2597.6,10959.23,4.0
Ming,RNG,CN,2022全球总决赛 入围赛,SUP,0,7,19,67,16221,8179.6,37346.1,2,1,74.8,1,0.5,0.0,3.5,9.5,0.9,216.86,4089.8,18673.05,2.714
Rhuckz,FNC,EU,2022全球总决赛 入围赛,SUP,0,0,14,44,7871,4833.3,11421.2,1,1,29.9,0,1.0,0.0,0.0,14.0,1.47,263.24,4833.3,11421.2,14.0
Taki,VKE,VN,2022全球总决赛 入围赛,SUP,6,23,38,238,46929,33174.4,96346.6,7,1,212.7,6,0.1429,0.86,3.29,5.43,1.12,220.63,4739.2,13763.8,1.913
Vulcan,EG,US,2022全球总决赛 入围赛,SUP,1,9,27,81,21959,14523.3,34869.5,3,1,97.2,2,0.3333,0.33,3.0,9.0,0.83,225.92,4841.1,11623.17,3.111
Baolan,RA,CN,2023 LPL 夏季赛,SUP,0,6,11,10,8757,3760.1,12950.0,1,1,36.8,0,1.0,0.0,6.0,11.0,0.27,237.96,3760.1,12950.0,1.833
Crisp,WBG,CN,2023 LPL 夏季赛,SUP,11,57,149,490,127745,76339.6,206831.9,17,9,535.5,8,0.5294,0.65,3.35,8.76,0.92,238.55,4490.56,12166.58,2.807
Feather,RA,CN,2023 LPL 夏季赛,SUP,4,48,53,272,58626,33284.7,134409.7,9,0,263.0,9,0.0,0.44,5.33,5.89,1.03,222.91,3698.3,14934.41,1.188
Hang,LNG,CN,2023 LPL 夏季赛,SUP,17,84,274,1035,217598,127007.0,389646.5,30,16,930.9,14,0.5333,0.57,2.8,9.13,1.11,233.75,4233.57,12988.22,3.464
Iwandy,WE,CN,2023 LPL 夏季赛,SUP,6,48,151,650,141008,88516.2,233491.0,19,9,605.7,10,0.4737,0.32,2.53,7.95,1.07,232.8,4658.75,12289.0,3.271
Jinjiao,LGD,CN,2023 LPL 夏季赛,SUP,9,62,92,521,108419,56675.3,187944.0,16,3,477.5,13,0.1875,0.56,3.88,5.75,1.09,227.06,3542.21,11746.5,1.629
Lvmao,RNG,CN,2023 LPL 夏季赛,SUP,18,54,144,542,119483,78182.4,245723.3,15,8,486.0,7,0.5333,1.2,3.6,9.6,1.12,245.85,5212.16,16381.55,3.0
Mark,TES,CN,2023 LPL 夏季赛,SUP,11,50,198,554,120486,65614.6,203997.5,16,11,477.3,5,0.6875,0.69,3.13,12.38,1.16,252.43,4100.91,12749.84,4.18
Meiko,EDG,CN,2023 LPL 夏季赛,SUP,15,88,232,846,184973,147682.5,358997.6,25,11,792.4,14,0.44,0.6,3.52,9.28,1.07,233.43,5907.3,14359.9,2.807
Missing,JDG,CN,2023 LPL 夏季赛,SUP,9,35,165,454,108134,76823.7,187942.0,15,13,441.7,2,0.8667,0.6,2.33,11.0,1.03,244.81,5121.58,12529.47,4.971
On,BLG,CN,2023 LPL 夏季赛,SUP,9,48,127,460,93539,64715.6,185669.0,12,9,367.5,3,0.75,0.75,4.0,10.58,1.25,254.53,5392.97,15472.42,2.833
Ppgod,OMG,CN,2023 LPL 夏季赛,SUP,7,37,144,475,100898,43356.5,158334.9,14,10,400.2,4,0.7143,0.5,2.64,10.29,1.19,252.12,3096.89,11309.64,4.081
Qiuqiu,FPX,CN,2023 LPL 夏季赛,SUP,13,33,142,347,104796,67091.4,151866.2,15,10,429.6,5,0.6667,0.87,2.2,9.47,0.81,243.94,4472.76,10124.41,4.697
Swordart,UP,CN,2023 LPL 夏季赛,SUP,10,57,127,553,120435,70083.3,230335.6,18,7,525.3,11,0.3889,0.56,3.17,7.06,1.05,229.27,3893.52,12796.42,2.404
Wink,IG,CN,2023 LPL 夏季赛,SUP,9,55,140,596,117907,78636.3,220134.6,16,5,506.9,11,0.3125,0.56,3.44,8.75,1.18,232.6,4914.77,13758.41,2.709
Yaoyao,TT,CN,2023 LPL 夏季赛,SUP,6,58,138,536,119216,53300.8,230805.5,16,7,585.8,9,0.4375,0.38,3.63,8.63,0.91,203.51,3331.3,14425.34,2.483
Yuyanjia,TT,CN,2023 LPL 夏季赛,SUP,2,7,20,75,17643,10155.4,28743.2,2,1,73.2,1,0.5,1.0,3.5,10.0,1.02,241.02,5077.7,14371.6,3.143
Zhuo,NIP,CN,2023 LPL 夏季赛,SUP,15,60,187,888,158880,85083.0,280420.3,23,11,678.6,12,0.4783,0.65,2.61,8.13,1.31,234.13,3699.26,12192.19,3.367
Zorah,AL,CN,2023 LPL 夏季赛,SUP,9,56,121,496,119687,72510.8,235268.6,17,5,535.8,12,0.2941,0.53,3.29,7.12,0.93,223.38,4265.34,13839.33,2.321
Baolan,UP,CN,2023 LPL 春季赛,SUP,9,58,108,484,125584,102345.7,205495.0,19,5,562.3,14,0.2632,0.47,3.05,5.68,0.86,223.34,5386.62,10815.53,2.017
Bkr,RA,CN,2023 LPL 春季赛,SUP,0,17,14,117,29020,21151.9,57758.4,4,0,139.0,4,0.0,0.0,4.25,3.5,0.84,208.78,5287.98,14439.6,0.824
Bunny,RNG,CN,2023 LPL 春季赛,SUP,1,9,26,77,28761,34272.1,38227.6,4,2,124.9,2,0.5,0.25,2.25,6.5,0.62,230.27,8568.03,9556.9,3.0
Crisp,WBG,CN,2023 LPL 春季赛,SUP,15,43,181,387,151446,111141.3,193361.2,20,11,650.8,9,0.55,0.75,2.15,9.05,0.59,232.71,5557.07,9668.06,4.558
Hang,LNG,CN,2023 LPL 春季赛,SUP,17,40,185,567,142548,127470.4,225075.8,17,14,560.6,3,0.8235,1.0,2.35,10.88,1.01,254.28,7498.26,13239.75,5.05
Iwandy,WE,CN,2023 LPL 春季赛,SUP,20,42,207,668,170710,183768.2,232725.4,20,12,633.7,8,0.6,1.0,2.1,10.35,1.05,269.39,9188.41,11636.27,5.405
Jinjiao,LGD,CN,2023 LPL 春季赛,SUP,17,66,117,678,156569,149828.2,254206.1,21,6,690.7,15,0.2857,0.81,3.14,5.57,0.98,226.68,7134.68,12105.05,2.03
Lele,FPX,CN,2023 LPL 春季赛,SUP,4,31,101,151,75972,92477.6,101679.9,10,2,344.4,8,0.2,0.4,3.1,10.1,0.44,220.59,9247.76,10167.99,3.387
Mark,TES,CN,2023 LPL 春季赛,SUP,25,53,211,792,196948,129691.8,279918.4,25,11,814.8,14,0.44,1.0,2.12,8.44,0.97,241.71,5187.67,11196.74,4.453
Meiko,EDG,CN,2023 LPL 春季赛,SUP,17,44,168,396,141484,119554.1,178576.1,17,13,547.8,4,0.7647,1.0,2.59,9.88,0.72,258.28,7032.59,10504.48,4.205
Ming,RNG,CN,2023 LPL 春季赛,SUP,15,58,166,683,167815,126168.3,250314.6,22,10,696.7,12,0.4545,0.68,2.64,7.55,0.98,240.87,5734.92,11377.94,3.121
Missing,JDG,CN,2023 LPL 春季赛,SUP,21,43,258,432,166604,170013.6,229158.5,21,19,636.0,2,0.9048,1.0,2.05,12.29,0.68,261.96,8095.89,10912.31,6.488
On,BLG,CN,2023 LPL 春季赛,SUP,41,124,402,1538,340795,230187.7,542341.1,42,27,1351.6,15,0.6429,0.98,2.95,9.57,1.14,252.14,5480.66,12912.88,3.573
Ppgod,OMG,CN,2023 LPL 春季赛,SUP,18,71,269,763,213482,127331.3,316091.2,27,16,887.9,11,0.5926,0.67,2.63,9.96,0.86,240.43,4715.97,11707.08,4.042
Qiuqiu,FPX,CN,2023 LPL 春季赛,SUP,5,31,57,210,58085,40020.1,104812.3,8,2,255.1,6,0.25,0.63,3.88,7.13,0.82,227.7,5002.51,13101.54,2.0
Southwind,RA,CN,2023 LPL 春季赛,SUP,11,50,126,554,131351,98872.1,188479.9,17,11,528.0,6,0.6471,0.65,2.94,7.41,1.05,248.77,5816.01,11087.05,2.74
Swordart,AL,CN,2023 LPL 春季赛,SUP,7,48,160,548,157520,155783.7,235806.0,21,8,712.3,13,0.381,0.33,2.29,7.62,0.77,221.14,7418.27,11228.86,3.479
Wink,IG,CN,2023 LPL 春季赛,SUP,20,57,139,680,148740,160889.3,241133.4,19,9,585.2,10,0.4737,1.05,3.0,7.32,1.16,254.17,8467.86,12691.23,2.789
Xinliu,TT,CN,2023 LPL 春季赛,SUP,1,9,21,101,23752,13291.7,33438.0,3,2,98.5,1,0.6667,0.33,3.0,7.0,1.03,241.14,4430.57,11146.0,2.444
Yaoyao,TT,CN,2023 LPL 春季赛,SUP,15,36,126,601,129484,104284.7,177361.2,16,8,604.7,8,0.5,0.94,2.25,7.88,0.99,214.13,6517.79,11085.08,3.917
Zhuo,NIP,CN,2023 LPL 春季赛,SUP,19,38,207,584,164365,186524.3,196871.4,21,7,678.5,14,0.3333,0.9,1.81,9.86,0.86,242.25,8882.11,9374.83,5.947
Ceos,LLL,BR,2023 MSI 入围赛,SUP,0,22,14,139,24729,10716.5,63941.3,4,0,118.9,4,0.0,0.0,5.5,3.5,1.17,207.98,2679.13,15985.33,0.636
Harp,DFM,JP,2023 MSI 入围赛,SUP,0,14,30,132,28071,13475.3,51603.8,4,0,134.6,4,0.0,0.0,3.5,7.5,0.98,208.55,3368.83,12900.95,2.143
Huhi,GG,US,2023 MSI 入围赛,SUP,3,12,32,136,24806,17968.6,38207.7,3,1,98.7,2,0.3333,1.0,4.0,10.67,1.38,251.33,5989.53,12735.9,2.917
Lyonz,R7,MX,2023 MSI 入围赛,SUP,4,16,8,117,21934,12233.6,44214.0,4,0,98.6,4,0.0,1.0,4.0,2.0,1.19,222.45,3058.4,11053.5,0.75
Mikyx,G2,EU,2023 MSI 入围赛,SUP,4,7,37,63,18567,11489.9,32685.4,2,2,70.9,0,1.0,2.0,3.5,18.5,0.89,261.88,5744.95,16342.7,5.857
Woody,PSG,HK,2023 MSI 入围赛,SUP,1,10,19,66,21251,18106.9,32639.7,3,0,101.8,3,0.0,0.33,3.33,6.33,0.65,208.75,6035.63,10879.9,2.0
Zin,GAM,VN,2023 MSI 入围赛,SUP,2,15,54,171,36350,16032.1,66891.0,5,1,151.2,4,0.2,0.4,3.0,10.8,1.13,240.41,3206.42,13378.2,3.733
Delight,GEN,KR,2023 MSI 季中冠军赛,SUP,5,11,20,118,23962,17153.9,52639.2,3,0,104.6,3,0.0,1.67,3.67,6.67,1.13,229.08,5717.97,17546.4,2.273
Huhi,GG,US,2023 MSI 季中冠军赛,SUP,1,21,45,195,41278,26793.7,70640.8,6,1,180.6,5,0.1667,0.17,3.5,7.5,1.08,228.56,4465.62,11773.47,2.19
Hylissang,MDK,EU,2023 MSI 季中冠军赛,SUP,2,14,22,84,17549,11844.4,42762.5,3,0,78.4,3,0.0,0.67,4.67,7.33,1.07,223.84,3948.13,14254.17,1.714
Keria,T1,KR,2023 MSI 季中冠军赛,SUP,1,13,84,170,58559,40332.5,70427.5,8,6,224.2,2,0.75,0.13,1.63,10.5,0.76,261.19,5041.56,8803.44,6.538
Mikyx,G2,EU,2023 MSI 季中冠军赛,SUP,8,38,62,248,57254,36043.0,115796.2,8,2,265.6,6,0.25,1.0,4.75,7.75,0.93,215.56,4505.38,14474.53,1.842
Missing,JDG,CN,2023 MSI 季中冠军赛,SUP,4,19,113,226,61206,39044.5,111308.1,8,6,245.8,2,0.75,0.5,2.38,14.13,0.92,249.01,4880.56,13913.51,6.158
On,BLG,CN,2023 MSI 季中冠军赛,SUP,10,20,105,290,84823,58227.8,119820.6,11,7,347.4,4,0.6364,0.91,1.82,9.55,0.83,244.17,5293.44,10892.78,5.75
Zven,C9,US,2023 MSI 季中冠军赛,SUP,0,11,9,24,15954,10107.2,26693.9,3,0,79.5,3,0.0,0.0,3.67,3.0,0.3,200.68,3369.07,8897.97,0.818
Crisp,WBG,CN,2023 德玛西亚杯,SUP,3,6,45,101,35363,27322.5,44772.7,5,2,146.8,3,0.4,0.6,1.2,9.0,0.69,240.89,5464.5,8954.54,8.0
