player_name,team,region,matchType,position,kills,deaths,assists,CS,gold,damage,tanking,matches_played,matches_won,minutes_played,matches_lose,win_rate,kills_per_game,deaths_per_game,assists_per_game,CS_per_minute,gold_per_minute,damage_per_game,tanking_per_game,KDA
Crow,HLE,KR,2017 LCK 韩国夏季赛,MID,2,3,0,281,11332,12020.0,14745.0,1,0,30.1,1,0.0,2.0,3.0,0.0,9.34,376.48,12020.0,14745.0,0.667
Crown,GEN,KR,2017 LCK 韩国夏季赛,MID,66,55,81,8517,380104,500554.0,361122.0,26,16,945.6,10,0.6154,2.54,2.12,3.12,9.01,401.97,19252.08,13889.31,2.673
Faker,T1,KR,2017 LCK 韩国夏季赛,MID,79,44,111,8173,370699,452688.0,439850.0,24,18,862.3,6,0.75,3.29,1.83,4.63,9.48,429.9,18862.0,18327.08,4.318
Ian,MVP,KR,2017 LCK 韩国夏季赛,MID,50,49,97,6822,300752,423168.0,299049.0,21,6,782.1,15,0.2857,2.38,2.33,4.62,8.72,384.54,20150.86,14240.43,3.0
Kuro,KDF,KR,2017 LCK 韩国夏季赛,MID,70,43,122,7198,340240,419976.0,425557.0,23,15,867.3,8,0.6522,3.04,1.87,5.3,8.3,392.3,18259.83,18502.48,4.465
Kuzan,JAG,KR,2017 LCK 韩国夏季赛,MID,51,32,127,7258,326993,474399.0,418762.0,21,14,808.9,7,0.6667,2.43,1.52,6.05,8.97,404.24,22590.43,19941.05,5.563
Lava,HLE,KR,2017 LCK 韩国夏季赛,MID,27,20,33,2948,129240,175468.0,130749.0,9,3,331.0,6,0.3333,3.0,2.22,3.67,8.91,390.45,19496.44,14527.67,3.0
Mickey,HLE,KR,2017 LCK 韩国夏季赛,MID,22,36,37,3920,165548,190973.0,209997.0,11,3,430.1,8,0.2727,2.0,3.27,3.36,9.11,384.91,17361.18,19090.64,1.639
Pawn,KT,KR,2017 LCK 韩国夏季赛,MID,98,42,175,8741,417030,526300.0,466767.0,29,18,1025.6,11,0.6207,3.38,1.45,6.03,8.52,406.62,18148.28,16095.41,6.5
Tempt,BBQ,KR,2017 LCK 韩国夏季赛,MID,40,36,76,5944,253975,290434.0,263401.0,20,5,674.4,15,0.25,2.0,1.8,3.8,8.81,376.59,14521.7,13170.05,3.222
Crown,GEN,KR,2017 LCK 韩国春季赛,MID,95,47,103,8590,387371,492734.0,338916.0,25,17,898.9,8,0.68,3.8,1.88,4.12,9.56,430.94,19709.36,13556.64,4.213
Edge,KDM,KR,2017 LCK 韩国春季赛,MID,59,39,55,7433,317617,376964.0,367744.0,21,5,821.8,16,0.2381,2.81,1.86,2.62,9.04,386.49,17950.67,17511.62,2.923
Faker,T1,KR,2017 LCK 韩国春季赛,MID,100,43,104,6993,330145,435399.0,359493.0,21,17,748.9,4,0.8095,4.76,2.05,4.95,9.34,440.84,20733.29,17118.71,4.744
Fly,DRX,KR,2017 LCK 韩国春季赛,MID,82,51,101,7894,359318,447030.0,477322.0,24,11,896.8,13,0.4583,3.42,2.13,4.21,8.8,400.67,18626.25,19888.42,3.588
Ian,MVP,KR,2017 LCK 韩国春季赛,MID,73,69,103,7131,331884,416107.0,388455.0,25,11,883.1,14,0.44,2.92,2.76,4.12,8.07,375.82,16644.28,15538.2,2.551
Kuro,KDF,KR,2017 LCK 韩国春季赛,MID,105,50,118,8133,383245,454690.0,415048.0,25,15,932.6,10,0.6,4.2,2.0,4.72,8.72,410.94,18187.6,16601.92,4.46
Kuzan,JAG,KR,2017 LCK 韩国春季赛,MID,62,37,78,6781,300412,377848.0,355587.0,20,8,772.8,12,0.4,3.1,1.85,3.9,8.77,388.73,18892.4,17779.35,3.784
Mickey,HLE,KR,2017 LCK 韩国春季赛,MID,112,77,119,7996,366846,490377.0,495471.0,23,11,862.3,12,0.4783,4.87,3.35,5.17,9.27,425.43,21320.74,21542.22,3.0
Pawn,KT,KR,2017 LCK 韩国春季赛,MID,92,58,121,8404,384805,516394.0,407199.0,25,16,930.2,9,0.64,3.68,2.32,4.84,9.03,413.68,20655.76,16287.96,3.672
Tempt,BBQ,KR,2017 LCK 韩国春季赛,MID,65,34,80,6561,285564,335633.0,321932.0,19,7,714.8,12,0.3684,3.42,1.79,4.21,9.18,399.5,17664.89,16943.79,4.265
Drobovik123,VEG,RU,2017 LCL 独联体 春季赛,MID,16,10,19,1442,65081,106051.0,58967.0,4,3,152.4,1,0.75,4.0,2.5,4.75,9.46,427.04,26512.75,14741.75,3.5
Ekka,RoX,RU,2017 LCL 独联体 春季赛,MID,27,24,21,2437,113396,181758.0,141446.0,7,2,302.5,5,0.2857,3.86,3.43,3.0,8.06,374.86,25965.43,20206.57,2.0
Kira,M19,RU,2017 LCL 独联体 春季赛,MID,25,14,31,1732,87491,161787.0,93986.0,5,5,214.5,0,1.0,5.0,2.8,6.2,8.07,407.88,32357.4,18797.2,4.0
Lukezy,VS,RU,2017 LCL 独联体 春季赛,MID,22,25,31,1794,84843,125809.0,153673.0,6,5,207.4,1,0.8333,3.67,4.17,5.17,8.65,409.08,20968.17,25612.17,2.12
Marker,JSA,RU,2017 LCL 独联体 春季赛,MID,36,17,36,2407,113696,144392.0,117882.0,7,5,273.2,2,0.7143,5.14,2.43,5.14,8.81,416.16,20627.43,16840.29,4.235
Niq,NAVI,RU,2017 LCL 独联体 春季赛,MID,18,18,23,1839,79486,105614.0,104463.0,6,1,215.5,5,0.1667,3.0,3.0,3.83,8.53,368.84,17602.33,17410.5,2.278
Paranoia,VP,RU,2017 LCL 独联体 春季赛,MID,20,15,33,1928,87933,126424.0,90809.0,6,3,220.1,3,0.5,3.33,2.5,5.5,8.76,399.51,21070.67,15134.83,3.533
Zoiren,GMB,RU,2017 LCL 独联体 春季赛,MID,34,19,33,2116,99759,153324.0,116957.0,6,3,243.1,3,0.5,5.67,3.17,5.5,8.7,410.36,25554.0,19492.83,3.526
Caps,FNC,EU,2017 LCS EU S7资格赛,MID,7,5,16,925,39685,59798.0,43363.0,3,3,97.8,0,1.0,2.33,1.67,5.33,9.46,405.78,19932.67,14454.33,4.6
Exileh,UOL,RU,2017 LCS EU S7资格赛,MID,22,14,24,1383,65354,98861.0,79680.0,5,2,164.8,3,0.4,4.4,2.8,4.8,8.39,396.57,19772.2,15936.0,3.286
Febiven,H2K,EU,2017 LCS EU S7资格赛,MID,19,7,23,956,49669,66683.0,57596.0,3,3,110.8,0,1.0,6.33,2.33,7.67,8.63,448.28,22227.67,19198.67,6.0
Huhi,CLG,US,2017 LCS NA S7资格赛,MID,20,5,29,1185,56688,77366.0,65190.0,4,3,127.4,1,0.75,5.0,1.25,7.25,9.3,444.96,19341.5,16297.5,9.8
Jensen,C9,US,2017 LCS NA S7资格赛,MID,24,8,24,1471,68767,109378.0,63607.0,4,3,160.7,1,0.75,6.0,2.0,6.0,9.15,427.92,27344.5,15901.75,6.0
Keane,DIG,US,2017 LCS NA S7资格赛,MID,2,6,7,849,33864,43764.0,39393.0,3,0,93.5,3,0.0,0.67,2.0,2.33,9.08,362.18,14588.0,13131.0,1.5
Bjergsen,TSM,US,2017 LCS 北美夏季赛,MID,130,44,153,8271,400077,657952.0,365416.0,25,21,925.5,4,0.84,5.2,1.76,6.12,8.94,432.28,26318.08,14616.64,6.432
Damonte,FOX,US,2017 LCS 北美夏季赛,MID,4,5,5,930,38436,35803.0,29763.0,3,1,106.0,2,0.3333,1.33,1.67,1.67,8.77,362.6,11934.33,9921.0,1.8
Froggen,FOX,US,2017 LCS 北美夏季赛,MID,67,33,42,5259,236198,469124.0,287088.0,17,6,582.9,11,0.3529,3.94,1.94,2.47,9.02,405.21,27595.53,16887.53,3.303
Goldenglue,TL,US,2017 LCS 北美夏季赛,MID,33,33,47,3853,166013,232062.0,164091.0,12,3,425.2,9,0.25,2.75,2.75,3.92,9.06,390.44,19338.5,13674.25,2.424
Hai,FLY,US,2017 LCS 北美夏季赛,MID,61,73,96,6423,290776,459434.0,353787.0,20,8,733.7,12,0.4,3.05,3.65,4.8,8.75,396.31,22971.7,17689.35,2.151
Huhi,CLG,US,2017 LCS 北美夏季赛,MID,115,58,153,8600,391962,615070.0,418023.0,28,16,951.4,12,0.5714,4.11,2.07,5.46,9.04,411.98,21966.79,14929.39,4.621
Jensen,C9,US,2017 LCS 北美夏季赛,MID,149,40,157,8705,406922,616269.0,372672.0,27,15,935.0,12,0.5556,5.52,1.48,5.81,9.31,435.21,22824.78,13802.67,7.65
Keane,DIG,US,2017 LCS 北美夏季赛,MID,83,68,142,9140,413137,532701.0,378639.0,30,14,1064.7,16,0.4667,2.77,2.27,4.73,8.58,388.03,17756.7,12621.3,3.309
Mickey,TL,US,2017 LCS 北美夏季赛,MID,5,8,9,831,34627,44791.0,39922.0,3,1,87.7,2,0.3333,1.67,2.67,3.0,9.48,394.83,14930.33,13307.33,1.75
Nisqy,NV,US,2017 LCS 北美夏季赛,MID,31,27,27,2535,112895,165323.0,109453.0,9,2,290.1,7,0.2222,3.44,3.0,3.0,8.74,389.16,18369.22,12161.44,2.148
Pirean,NV,US,2017 LCS 北美夏季赛,MID,38,20,48,3990,172300,256024.0,178301.0,11,6,424.2,5,0.5455,3.45,1.82,4.36,9.41,406.18,23274.91,16209.18,4.3
Pirean,P1,US,2017 LCS 北美夏季赛,MID,3,10,6,787,31231,38990.0,45070.0,3,0,89.0,3,0.0,1.0,3.33,2.0,8.84,350.91,12996.67,15023.33,0.9
Pobelter,IMT,US,2017 LCS 北美夏季赛,MID,114,59,160,8972,426736,571863.0,470147.0,29,20,1038.7,9,0.6897,3.93,2.03,5.52,8.64,410.84,19719.41,16211.97,4.644
Ryu,P1,US,2017 LCS 北美夏季赛,MID,69,42,91,5880,275181,368494.0,299439.0,19,6,703.0,13,0.3158,3.63,2.21,4.79,8.36,391.44,19394.42,15759.95,3.81
Slooshi,TL,US,2017 LCS 北美夏季赛,MID,20,11,23,1514,70478,75069.0,63279.0,5,2,182.3,3,0.4,4.0,2.2,4.6,8.3,386.6,15013.8,12655.8,3.909
Alex Ich,NV,US,2017 LCS 北美春季赛,MID,16,19,23,1233,59873,90421.0,83080.0,4,0,162.4,4,0.0,4.0,4.75,5.75,7.59,368.68,22605.25,20770.0,2.053
Bjergsen,TSM,US,2017 LCS 北美春季赛,MID,91,35,127,6235,292372,372238.0,306428.0,19,15,685.5,4,0.7895,4.79,1.84,6.68,9.1,426.51,19591.47,16127.79,6.229
Froggen,FOX,US,2017 LCS 北美春季赛,MID,72,49,142,6037,286108,472614.0,358283.0,19,9,703.8,10,0.4737,3.79,2.58,7.47,8.58,406.52,24874.42,18857.0,4.367
Goldenglue,TL,US,2017 LCS 北美春季赛,MID,34,34,51,3123,147279,240439.0,201312.0,10,4,378.1,6,0.4,3.4,3.4,5.1,8.26,389.52,24043.9,20131.2,2.5
Hai,FLY,US,2017 LCS 北美春季赛,MID,83,69,88,6025,289801,424518.0,358350.0,20,10,718.5,10,0.5,4.15,3.45,4.4,8.39,403.34,21225.9,17917.5,2.478
Huhi,CLG,US,2017 LCS 北美春季赛,MID,113,90,132,7876,378340,583343.0,536966.0,25,13,949.2,12,0.52,4.52,3.6,5.28,8.3,398.59,23333.72,21478.64,2.722
Jensen,C9,US,2017 LCS 北美春季赛,MID,112,57,143,9522,423070,545545.0,465226.0,27,18,977.9,9,0.6667,4.15,2.11,5.3,9.74,432.63,20205.37,17230.59,4.474
Ninja,NV,US,2017 LCS 北美春季赛,MID,55,39,68,5296,237909,280722.0,270179.0,15,7,577.4,8,0.4667,3.67,2.6,4.53,9.17,412.03,18714.8,18011.93,3.154
Piglet,TL,US,2017 LCS 北美春季赛,MID,34,38,43,2714,127261,187186.0,180437.0,10,4,338.6,6,0.4,3.4,3.8,4.3,8.02,375.84,18718.6,18043.7,2.026
Pobelter,IMT,US,2017 LCS 北美春季赛,MID,56,69,58,5486,249053,362241.0,329862.0,18,6,651.7,12,0.3333,3.11,3.83,3.22,8.42,382.16,20124.5,18325.67,1.652
Ryu,P1,US,2017 LCS 北美春季赛,MID,88,48,140,6817,324447,421518.0,379428.0,23,15,811.3,8,0.6522,3.83,2.09,6.09,8.4,399.91,18326.87,16496.87,4.75
Betsy,ROC,EU,2017 LCS 欧洲夏季赛,MID,71,50,86,5763,268893,357587.0,314846.0,20,10,671.0,10,0.5,3.55,2.5,4.3,8.59,400.73,17879.35,15742.3,3.14
Caps,FNC,EU,2017 LCS 欧洲夏季赛,MID,129,58,180,9064,429810,689956.0,462534.0,28,22,1013.3,6,0.7857,4.61,2.07,6.43,8.95,424.17,24641.29,16519.07,5.328
Cozq,MM,EU,2017 LCS 欧洲夏季赛,MID,12,35,25,2438,100503,129338.0,157369.0,9,0,291.4,9,0.0,1.33,3.89,2.78,8.37,344.9,14370.89,17485.44,1.057
Exileh,UOL,RU,2017 LCS 欧洲夏季赛,MID,36,58,59,4134,192651,248882.0,291448.0,16,8,520.3,8,0.5,2.25,3.63,3.69,7.95,370.27,15555.13,18215.5,1.638
Febiven,H2K,EU,2017 LCS 欧洲夏季赛,MID,53,23,74,4599,206139,334102.0,223322.0,15,8,498.4,7,0.5333,3.53,1.53,4.93,9.23,413.6,22273.47,14888.13,5.522
Nagne,NIP,EU,2017 LCS 欧洲夏季赛,MID,53,48,91,6650,286393,365150.0,263253.0,20,7,727.0,13,0.35,2.65,2.4,4.55,9.15,393.94,18257.5,13162.65,3.0
Nukeduck,VIT,EU,2017 LCS 欧洲夏季赛,MID,29,37,22,1798,89198,138974.0,137819.0,8,2,246.2,6,0.25,3.63,4.63,2.75,7.3,362.3,17371.75,17227.38,1.378
Perkz,G2,EU,2017 LCS 欧洲夏季赛,MID,70,44,82,5728,271976,406419.0,361524.0,18,11,663.1,7,0.6111,3.89,2.44,4.56,8.64,410.16,22578.83,20084.67,3.455
Powerofevil,MSF,EU,2017 LCS 欧洲夏季赛,MID,138,63,130,8163,388516,578673.0,365104.0,26,12,920.0,14,0.4615,5.31,2.42,5.0,8.87,422.3,22256.65,14042.46,4.254
Sencux,MDK,EU,2017 LCS 欧洲夏季赛,MID,50,27,66,2935,138214,209830.0,167130.0,11,6,352.0,5,0.5455,4.55,2.45,6.0,8.34,392.65,19075.45,15193.64,4.296
Betsy,ROC,EU,2017 LCS 欧洲春季赛,MID,42,40,78,5778,262053,302131.0,387861.0,17,9,676.5,8,0.5294,2.47,2.35,4.59,8.54,387.37,17772.41,22815.35,3.0
Caps,FNC,EU,2017 LCS 欧洲春季赛,MID,70,56,100,6748,310019,373368.0,410746.0,23,12,811.4,11,0.5217,3.04,2.43,4.35,8.32,382.08,16233.39,17858.52,3.036
Exileh,UOL,RU,2017 LCS 欧洲春季赛,MID,77,50,89,4456,226434,279065.0,300772.0,15,11,566.9,4,0.7333,5.13,3.33,5.93,7.86,399.42,18604.33,20051.47,3.32
Febiven,H2K,EU,2017 LCS 欧洲春季赛,MID,44,20,46,2421,121559,162786.0,134016.0,8,6,287.3,2,0.75,5.5,2.5,5.75,8.43,423.11,20348.25,16752.0,4.5
Naehyun,AST,EU,2017 LCS 欧洲春季赛,MID,28,37,35,3390,150864,187079.0,181644.0,12,1,423.0,11,0.0833,2.33,3.08,2.92,8.01,356.65,15589.92,15137.0,1.703
Night,GIA,EU,2017 LCS 欧洲春季赛,MID,12,34,34,2617,108506,135310.0,137684.0,9,1,311.1,8,0.1111,1.33,3.78,3.78,8.41,348.78,15034.44,15298.22,1.353
Nukeduck,VIT,EU,2017 LCS 欧洲春季赛,MID,64,59,91,6431,297337,367835.0,363113.0,21,8,763.2,13,0.381,3.05,2.81,4.33,8.43,389.59,17515.95,17291.1,2.627
Perkz,G2,EU,2017 LCS 欧洲春季赛,MID,112,67,150,10246,468129,674541.0,502204.0,30,21,1131.3,9,0.7,3.73,2.23,5.0,9.06,413.8,22484.7,16740.13,3.91
Powerofevil,MSF,EU,2017 LCS 欧洲春季赛,MID,63,23,55,5020,227160,305883.0,198859.0,14,8,558.6,6,0.5714,4.5,1.64,3.93,8.99,406.66,21848.79,14204.21,5.13
Sencux,MDK,EU,2017 LCS 欧洲春季赛,MID,57,42,94,4505,213100,300530.0,261180.0,16,8,540.1,8,0.5,3.56,2.63,5.88,8.34,394.56,18783.13,16323.75,3.595
Akari,INF,CR,2017 LLN 北拉丁美洲 春季赛,MID,6,1,13,559,26566,33248.0,20539.0,2,2,66.0,0,1.0,3.0,0.5,6.5,8.47,402.52,16624.0,10269.5,9.5
Cotopaco,INF,CR,2017 LLN 北拉丁美洲 春季赛,MID,35,32,36,2764,129787,181601.0,166692.0,9,2,339.7,7,0.2222,3.89,3.56,4.0,8.14,382.06,20177.89,18521.33,2.219
Cotton,IFG,PE,2017 LLN 北拉丁美洲 春季赛,MID,17,38,12,1943,84544,136602.0,115159.0,8,0,251.2,8,0.0,2.13,4.75,1.5,7.73,336.56,17075.25,14394.88,0.763
Dcstar,JTH,MX,2017 LLN 北拉丁美洲 春季赛,MID,9,21,16,1559,71707,97815.0,119165.0,6,1,207.7,5,0.1667,1.5,3.5,2.67,7.51,345.24,16302.5,19860.83,1.19
Hobbler,JTH,MX,2017 LLN 北拉丁美洲 春季赛,MID,27,9,31,1882,93962,140135.0,77803.0,6,4,227.3,2,0.6667,4.5,1.5,5.17,8.28,413.38,23355.83,12967.17,6.444
Icytower,XTN,MX,2017 LLN 北拉丁美洲 春季赛,MID,30,13,30,2079,100646,139083.0,97161.0,7,6,234.7,1,0.8571,4.29,1.86,4.29,8.86,428.83,19869.0,13880.14,4.615
Julaxe,D9,CO,2017 LLN 北拉丁美洲 春季赛,MID,4,7,3,516,21496,20035.0,22062.0,2,0,63.8,2,0.0,2.0,3.5,1.5,8.09,336.93,10017.5,11031.0,1.0
Lezaford,Gaming Gaming,MX,2017 LLN 北拉丁美洲 春季赛,MID,43,35,47,4757,205675,230231.0,207718.0,13,7,508.6,6,0.5385,3.31,2.69,3.62,9.35,404.39,17710.08,15978.31,2.571
Masterjos,ZTG,SV,2017 LLN 北拉丁美洲 春季赛,MID,36,28,47,3266,156081,200888.0,171987.0,11,6,410.6,5,0.5455,3.27,2.55,4.27,7.95,380.13,18262.55,15635.18,2.964
Nobody,D9,CO,2017 LLN 北拉丁美洲 春季赛,MID,37,37,31,3049,137023,199592.0,177830.0,9,4,321.8,5,0.4444,4.11,4.11,3.44,9.47,425.8,22176.89,19758.89,1.838
Seiya,R7,MX,2017 LLN 北拉丁美洲 春季赛,MID,63,10,59,3793,186951,215689.0,172003.0,13,12,421.3,1,0.9231,4.85,0.77,4.54,9.0,443.75,16591.46,13231.0,9.385
Sony,IFG,PE,2017 LLN 北拉丁美洲 春季赛,MID,8,9,17,848,42096,66508.0,58318.0,2,2,98.7,0,1.0,4.0,4.5,8.5,8.59,426.5,33254.0,29159.0,2.778
Fofo,JT,TW,2017 LMS S7资格赛,MID,3,9,7,1447,53238,72667.0,57967.0,4,0,147.6,4,0.0,0.75,2.25,1.75,9.8,360.69,18166.75,14491.75,1.111
M1Ssion,HKA,HK,2017 LMS S7资格赛,MID,15,7,17,1147,52950,80515.0,56325.0,3,3,117.2,0,1.0,5.0,2.33,5.67,9.79,451.79,26838.33,18775.0,4.571
Wuji,GRX,HK,2017 LMS S7资格赛,MID,17,16,29,1713,76745,121703.0,78818.0,5,3,187.4,2,0.6,3.4,3.2,5.8,9.14,409.53,24340.6,15763.6,2.875
Apex,MCX,TW,2017 LMS 港澳台夏季赛,MID,69,40,107,5824,269919,428540.0,278578.0,18,11,667.0,7,0.6111,3.83,2.22,5.94,8.73,404.68,23807.78,15476.56,4.4
Chawy,AHQ,TW,2017 LMS 港澳台夏季赛,MID,9,8,36,1713,75778,84343.0,62093.0,5,4,180.5,1,0.8,1.8,1.6,7.2,9.49,419.82,16868.6,12418.6,5.625
Fofo,JT,TW,2017 LMS 港澳台夏季赛,MID,71,18,93,4396,213219,312476.0,200734.0,14,12,473.8,2,0.8571,5.07,1.29,6.64,9.28,450.02,22319.71,14338.14,9.111
Kuku,FB,TW,2017 LMS 港澳台夏季赛,MID,25,24,28,3922,157672,160711.0,184566.0,13,1,428.5,12,0.0769,1.92,1.85,2.15,9.15,367.96,12362.38,14197.38,2.208
M1Ssion,HKA,HK,2017 LMS 港澳台夏季赛,MID,48,39,56,4273,202332,278112.0,296711.0,14,7,521.7,7,0.5,3.43,2.79,4.0,8.19,387.83,19865.14,21193.64,2.667
Maple,FW,TW,2017 LMS 港澳台夏季赛,MID,63,21,94,5111,244524,360686.0,257648.0,18,14,585.9,4,0.7778,3.5,1.17,5.22,8.72,417.35,20038.11,14313.78,7.476
Wako,WS,TW,2017 LMS 港澳台夏季赛,MID,51,33,64,5248,226247,321951.0,252761.0,15,7,556.6,8,0.4667,3.4,2.2,4.27,9.43,406.48,21463.4,16850.73,3.485
Westdoor,AHQ,TW,2017 LMS 港澳台夏季赛,MID,55,36,76,4558,213674,256170.0,237053.0,16,9,539.9,7,0.5625,3.44,2.25,4.75,8.44,395.77,16010.63,14815.81,3.639
Wind,FB,TW,2017 LMS 港澳台夏季赛,MID,1,2,0,247,9717,11471.0,13123.0,1,0,29.9,1,0.0,1.0,2.0,0.0,8.26,324.98,11471.0,13123.0,0.5
Wuji,GRX,HK,2017 LMS 港澳台夏季赛,MID,75,32,113,6711,306715,439526.0,315151.0,21,12,757.7,9,0.5714,3.57,1.52,5.38,8.86,404.8,20929.81,15007.19,5.875
Wulala,FB,TW,2017 LMS 港澳台夏季赛,MID,6,3,2,283,19043,21441.0,35423.0,1,0,50.5,1,0.0,6.0,3.0,2.0,5.6,377.09,21441.0,35423.0,2.667
Apex,MCX,TW,2017 LMS 港澳台春季联赛,MID,60,32,71,4921,229139,267664.0,260987.0,16,10,568.8,6,0.625,3.75,2.0,4.44,8.65,402.85,16729.0,16311.69,4.094
Chawy,AHQ,TW,2017 LMS 港澳台春季联赛,MID,78,23,98,5261,252072,311604.0,198664.0,16,14,566.6,2,0.875,4.88,1.44,6.13,9.29,444.89,19475.25,12416.5,7.652
Chingz,XG,TW,2017 LMS 港澳台春季联赛,MID,8,5,14,1174,53377,43793.0,44856.0,4,1,152.7,3,0.25,2.0,1.25,3.5,7.69,349.55,10948.25,11214.0,4.4
Fofo,JT,TW,2017 LMS 港澳台春季联赛,MID,68,31,100,6148,277718,325282.0,270332.0,19,13,670.4,6,0.6842,3.58,1.63,5.26,9.17,414.26,17120.11,14228.0,5.419
Gear,HKA,HK,2017 LMS 港澳台春季联赛,MID,44,26,51,4036,179028,192538.0,126217.0,12,6,432.3,6,0.5,3.67,2.17,4.25,9.34,414.13,16044.83,10518.08,3.654
Kuku,HKA,HK,2017 LMS 港澳台春季联赛,MID,3,9,2,530,20373,15702.0,39288.0,2,0,60.2,2,0.0,1.5,4.5,1.0,8.8,338.42,7851.0,19644.0,0.556
M1Ssion,FB,TW,2017 LMS 港澳台春季联赛,MID,28,28,64,4009,177758,214175.0,210049.0,12,4,463.2,8,0.3333,2.33,2.33,5.33,8.66,383.76,17847.92,17504.08,3.286
Maple,FW,TW,2017 LMS 港澳台春季联赛,MID,91,25,87,6150,291430,366635.0,251418.0,18,17,670.5,1,0.9444,5.06,1.39,4.83,9.17,434.65,20368.61,13967.67,7.12
Mars,FB,TW,2017 LMS 港澳台春季联赛,MID,7,7,9,687,32660,39966.0,41554.0,3,1,91.2,2,0.3333,2.33,2.33,3.0,7.53,358.11,13322.0,13851.33,2.286
Siusiu,Spider,TW,2017 LMS 港澳台春季联赛,MID,20,31,25,3061,128067,150374.0,168246.0,9,0,352.3,9,0.0,2.22,3.44,2.78,8.69,363.52,16708.22,18694.0,1.452
Siusiu,XG,TW,2017 LMS 港澳台春季联赛,MID,15,27,22,3778,149091,176788.0,220608.0,12,1,419.7,11,0.0833,1.25,2.25,1.83,9.0,355.23,14732.33,18384.0,1.37
Wako,WS,TW,2017 LMS 港澳台春季联赛,MID,14,15,5,1100,47716,66924.0,77153.0,4,0,135.4,4,0.0,3.5,3.75,1.25,8.12,352.41,16731.0,19288.25,1.267
Westdoor,AHQ,TW,2017 LMS 港澳台春季联赛,MID,4,4,4,648,26095,33847.0,24502.0,2,0,73.3,2,0.0,2.0,2.0,2.0,8.84,356.0,16923.5,12251.0,2.0
Icon,OMG,CN,2017 LPL S7资格赛,MID,8,10,16,970,42766,56391.0,51966.0,3,0,102.3,3,0.0,2.67,3.33,5.33,9.48,418.04,18797.0,17322.0,2.4
Xiye,WE,CN,2017 LPL S7资格赛,MID,15,9,25,1284,60289,79598.0,69633.0,5,3,160.4,2,0.6,3.0,1.8,5.0,8.0,375.87,15919.6,13926.6,4.444
Ggoong,DAN,CN,2017 LPL 升降级赛,MID,18,5,23,1367,61261,85292.0,57275.0,4,3,155.6,1,0.75,4.5,1.25,5.75,8.79,393.71,21323.0,14318.75,8.2
Godv,LGD,CN,2017 LPL 升降级赛,MID,11,5,23,932,40811,66324.0,40715.0,3,3,92.2,0,1.0,3.67,1.67,7.67,10.11,442.64,22108.0,13571.67,6.8
Knight,YM,CN,2017 LPL 升降级赛,MID,9,13,3,883,36321,32948.0,55533.0,3,0,98.4,3,0.0,3.0,4.33,1.0,8.97,369.12,10982.67,18511.0,0.923
Zz1Tai,LNG,CN,2017 LPL 升降级赛,MID,22,4,25,1097,50688,76279.0,43002.0,3,3,107.6,0,1.0,7.33,1.33,8.33,10.2,471.08,25426.33,14334.0,11.75
Athena,IM,CN,2017 LPL 夏季赛,MID,29,37,75,4930,216804,290700.0,238512.0,17,6,574.1,11,0.3529,1.71,2.18,4.41,8.59,377.64,17100.0,14030.12,2.811
Coco,NB,CN,2017 LPL 夏季赛,MID,57,35,104,4896,228242,300526.0,256933.0,17,11,588.0,6,0.6471,3.35,2.06,6.12,8.33,388.17,17678.0,15113.71,4.6
Cool,LGD,CN,2017 LPL 夏季赛,MID,69,50,94,5563,261807,347371.0,251935.0,18,9,644.0,9,0.5,3.83,2.78,5.22,8.64,406.53,19298.39,13996.39,3.26
Corn,NB,CN,2017 LPL 夏季赛,MID,11,7,20,877,39220,62882.0,51809.0,3,1,96.4,2,0.3333,3.67,2.33,6.67,9.1,406.85,20960.67,17269.67,4.429
Dian,WBG,CN,2017 LPL 夏季赛,MID,15,16,20,1979,85626,105159.0,118871.0,6,1,222.0,5,0.1667,2.5,2.67,3.33,8.91,385.7,17526.5,19811.83,2.188
Doinb,JDG,CN,2017 LPL 夏季赛,MID,73,36,99,5182,243902,441439.0,327840.0,16,10,545.5,6,0.625,4.56,2.25,6.19,9.5,447.12,27589.94,20490.0,4.778
Fenfen,WBG,CN,2017 LPL 夏季赛,MID,34,27,64,3915,178492,215335.0,255024.0,13,7,463.9,6,0.5385,2.62,2.08,4.92,8.44,384.76,16564.23,19617.23,3.63
Ggoong,DAN,CN,2017 LPL 夏季赛,MID,41,32,58,4887,212833,350264.0,233532.0,15,3,549.6,12,0.2,2.73,2.13,3.87,8.89,387.25,23350.93,15568.8,3.094
Guoguo,LNG,CN,2017 LPL 夏季赛,MID,6,8,18,719,33143,46929.0,51928.0,2,1,84.0,1,0.5,3.0,4.0,9.0,8.56,394.56,23464.5,25964.0,3.0
Icon,OMG,CN,2017 LPL 夏季赛,MID,109,49,131,8202,379857,512402.0,443409.0,27,14,944.8,13,0.5185,4.04,1.81,4.85,8.68,402.05,18977.85,16422.56,4.898
Qi,DAN,CN,2017 LPL 夏季赛,MID,3,19,14,1122,45965,70104.0,78779.0,4,0,129.6,4,0.0,0.75,4.75,3.5,8.66,354.67,17526.0,19694.75,0.895
Rookie,IG,CN,2017 LPL 夏季赛,MID,94,40,134,6093,291169,465798.0,339553.0,20,15,682.7,5,0.75,4.7,2.0,6.7,8.92,426.5,23289.9,16977.65,5.7
