Team1_name,Team1_region,Team2_name,Team2_region,matchType,matches_played,minutes_played,Team1_player1_name,Team1_player1_position,Team1_player1_kills,Team1_player1_deaths,Team1_player1_assists,Team1_player1_CS,Team1_player1_gold,Team1_player1_damage,Team1_player1_tanking,Team1_player2_name,Team1_player2_position,Team1_player2_kills,Team1_player2_deaths,Team1_player2_assists,Team1_player2_CS,Team1_player2_gold,Team1_player2_damage,Team1_player2_tanking,Team1_player3_name,Team1_player3_position,Team1_player3_kills,Team1_player3_deaths,Team1_player3_assists,Team1_player3_CS,Team1_player3_gold,Team1_player3_damage,Team1_player3_tanking,Team1_player4_name,Team1_player4_position,Team1_player4_kills,Team1_player4_deaths,Team1_player4_assists,Team1_player4_CS,Team1_player4_gold,Team1_player4_damage,Team1_player4_tanking,Team1_player5_name,Team1_player5_position,Team1_player5_kills,Team1_player5_deaths,Team1_player5_assists,Team1_player5_CS,Team1_player5_gold,Team1_player5_damage,Team1_player5_tanking,Team2_player1_name,Team2_player1_position,Team2_player1_kills,Team2_player1_deaths,Team2_player1_assists,Team2_player1_CS,Team2_player1_gold,Team2_player1_damage,Team2_player1_tanking,Team2_player2_name,Team2_player2_position,Team2_player2_kills,Team2_player2_deaths,Team2_player2_assists,Team2_player2_CS,Team2_player2_gold,Team2_player2_damage,Team2_player2_tanking,Team2_player3_name,Team2_player3_position,Team2_player3_kills,Team2_player3_deaths,Team2_player3_assists,Team2_player3_CS,Team2_player3_gold,Team2_player3_damage,Team2_player3_tanking,Team2_player4_name,Team2_player4_position,Team2_player4_kills,Team2_player4_deaths,Team2_player4_assists,Team2_player4_CS,Team2_player4_gold,Team2_player4_damage,Team2_player4_tanking,Team2_player5_name,Team2_player5_position,Team2_player5_kills,Team2_player5_deaths,Team2_player5_assists,Team2_player5_CS,Team2_player5_gold,Team2_player5_damage,Team2_player5_tanking
OPK,BR,VK,BR,2017 CBL 巴西夏季赛,2,96.9,Aoshi,TOP,5,5,3,771,35135,32775.0,76112.0,Ranger,JUG,2,6,14,471,31431,26486.0,89742.0,Dynquedo,MID,8,4,4,881,38276,39506.0,41039.0,Luskka,ADC,5,6,11,775,36081,59722.0,34357.0,Bocajunior,SUP,5,7,10,61,24743,25135.0,37479.0,Yang,TOP,8,3,14,747,36831,52684.0,50806.0,Revolta,JUG,6,4,13,451,33346,40793.0,81621.0,Takeshi,MID,11,7,9,903,41018,49987.0,54522.0,Esa,ADC,3,6,15,802,37012,60962.0,27908.0,Ziriguidun,SUP,0,5,22,73,24350,10592.0,36825.0
ITZ,BR,VK,BR,2017 CBL 巴西夏季赛,5,193.2,Ayel,TOP,13,17,20,1482,68091,57591.0,125620.0,Turtle,JUG,8,16,37,654,58998,32524.0,130987.0,Envy,MID,17,16,27,1679,75647,94911.0,71714.0,Micao,ADC,21,9,25,1694,78136,100153.0,67560.0,Jockster,SUP,2,18,40,182,47648,38666.0,77238.0,Yang,TOP,11,8,33,1471,68870,54479.0,133786.0,Revolta,JUG,21,12,32,860,67310,63736.0,129602.0,Takeshi,MID,20,11,35,1607,76725,89644.0,63380.0,Esa,ADC,19,13,36,1531,77171,87997.0,62126.0,Ziriguidun,SUP,5,17,45,134,51411,30099.0,68523.0
REM,BR,VK,BR,2017 CBL 巴西夏季赛,2,74.3,Thulz,TOP,3,1,10,579,26300,17141.0,29084.0,4Lan,JUG,5,3,13,323,25414,14974.0,39025.0,Evrot,MID,13,3,5,682,30893,32976.0,17932.0,Sarkis,ADC,5,3,11,656,28528,26492.0,18854.0,Cabuloso,SUP,0,3,18,108,20726,17117.0,22341.0,Yang,TOP,3,4,3,593,25944,19599.0,33166.0,Revolta,JUG,3,4,6,357,24214,19260.0,51304.0,Takeshi,MID,3,5,1,718,29019,15725.0,32913.0,Esa,ADC,3,3,6,669,27650,20024.0,20486.0,Ziriguidun,SUP,1,10,7,61,18273,16801.0,25720.0
CNB,BR,REM,BR,2017 CBL 巴西夏季赛,2,102.8,Lep,TOP,4,7,12,863,37992,37463.0,90504.0,Minerva,JUG,3,9,11,535,35189,23336.0,76837.0,Tinowns,MID,15,6,6,884,43130,86321.0,33099.0,Pbo,ADC,4,1,13,851,40116,70952.0,41122.0,Wos,SUP,0,5,16,106,27326,21878.0,30921.0,Thulz,TOP,7,6,12,748,36396,40341.0,76580.0,4Lan,JUG,8,6,15,668,38662,37149.0,96227.0,Evrot,MID,7,5,11,892,40450,39868.0,42024.0,Sarkis,ADC,6,2,15,827,38511,65997.0,29731.0,Cabuloso,SUP,0,7,21,104,26317,10931.0,53024.0
CNB,BR,ITZ,BR,2017 CBL 巴西夏季赛,2,62.5,Lep,TOP,11,3,8,552,24938,29330.0,34959.0,Minerva,JUG,6,4,17,226,20702,15368.0,34599.0,Tinowns,MID,6,2,10,557,24343,36543.0,17757.0,Pbo,ADC,6,1,10,508,23448,27738.0,14438.0,Wos,SUP,2,2,17,47,15955,10930.0,17587.0,Ayel,TOP,6,9,3,452,24021,28314.0,39804.0,Turtle,JUG,0,6,9,259,19598,9501.0,58196.0,Envy,MID,1,4,2,501,22342,13721.0,29765.0,Micao,ADC,2,5,6,525,23866,14458.0,22305.0,Jockster,SUP,3,7,3,47,16788,13040.0,22572.0
CNB,BR,RED,BR,2017 CBL 巴西夏季赛,2,71.5,Lep,TOP,1,4,5,596,23655,23028.0,61348.0,Minerva,JUG,2,5,5,222,19180,10770.0,35309.0,Tinowns,MID,4,1,4,723,27238,34959.0,24648.0,Pbo,ADC,4,4,4,604,24803,27130.0,25956.0,Wos,SUP,0,6,7,73,15667,10306.0,33935.0,Robo,TOP,3,1,8,640,28684,26837.0,51042.0,Nappon,JUG,3,2,8,255,24339,12013.0,43490.0,Tockers,MID,7,3,9,624,30892,43104.0,26269.0,Brtt,ADC,7,3,4,716,32617,40405.0,20602.0,Dioud,SUP,0,2,9,72,21053,13285.0,14974.0
OPK,BR,REM,BR,2017 CBL 巴西夏季赛,2,75.5,Aoshi,TOP,4,2,15,615,29365,29414.0,52648.0,Ranger,JUG,6,5,19,362,28299,23473.0,70784.0,Dynquedo,MID,5,2,16,668,31411,39994.0,28151.0,Luskka,ADC,14,2,14,645,34105,55564.0,24553.0,Bocajunior,SUP,5,2,19,74,22557,13866.0,25812.0,Thulz,TOP,3,8,4,626,26915,24429.0,52381.0,4Lan,JUG,4,6,7,316,23731,19347.0,61022.0,Evrot,MID,3,4,2,707,27904,28288.0,26752.0,Sarkis,ADC,3,6,3,652,27030,28746.0,28149.0,Cabuloso,SUP,0,10,8,83,19393,29147.0,34388.0
PNG,BR,RED,BR,2017 CBL 巴西夏季赛,6,217.2,Mylon,TOP,12,11,21,1895,82061,102615.0,125639.0,Sirt,JUG,10,12,15,1093,72232,47462.0,174342.0,Kami,MID,19,7,19,1926,85116,92506.0,85782.0,Matsukaze,ADC,9,7,20,1832,81755,89738.0,65677.0,Loop,SUP,1,12,34,193,54852,33340.0,88921.0,Robo,TOP,5,11,20,1976,82137,63316.0,160192.0,Nappon,JUG,13,9,25,972,73368,62813.0,164126.0,Yoda,MID,17,12,15,1857,84323,115090.0,91851.0,Brtt,ADC,12,12,15,2061,87930,95255.0,77621.0,Dioud,SUP,2,7,29,217,55519,29272.0,68603.0
RED,BR,REM,BR,2017 CBL 巴西夏季赛,2,86.3,Robo,TOP,5,1,17,560,30576,34432.0,55563.0,Nappon,JUG,5,5,11,360,29198,29791.0,58452.0,Tockers,MID,11,6,8,729,37393,47972.0,39194.0,Brtt,ADC,8,4,13,708,35724,45041.0,29470.0,Dioud,SUP,1,2,22,72,22874,13736.0,24684.0,Thulz,TOP,2,5,11,577,26984,18992.0,59066.0,4Lan,JUG,3,4,11,422,26339,22731.0,69804.0,Evrot,MID,11,6,6,801,34508,40425.0,31054.0,Sarkis,ADC,1,7,6,657,29440,33690.0,34832.0,Cabuloso,SUP,1,8,11,65,21045,15424.0,37869.0
ITZ,BR,REM,BR,2017 CBL 巴西夏季赛,2,55.0,Ayel,TOP,4,2,2,529,24197,27786.0,36016.0,Turtle,JUG,5,3,9,181,19311,9532.0,45558.0,Envy,MID,5,7,9,496,23734,19564.0,25082.0,Micao,ADC,5,0,4,473,23817,19088.0,12197.0,Jockster,SUP,3,2,10,22,15929,7194.0,12754.0,Thulz,TOP,0,3,4,444,16586,13869.0,21150.0,4Lan,JUG,5,5,4,200,16371,13809.0,33135.0,Evrot,MID,5,5,0,470,19557,19597.0,17157.0,Sarkis,ADC,2,4,7,400,17772,24186.0,15431.0,Cabuloso,SUP,2,5,6,66,13908,8512.0,22177.0
KBM,BR,RED,BR,2017 CBL 巴西夏季赛,2,83.5,Zantins,TOP,1,6,6,663,27732,24066.0,71903.0,Danagorn,JUG,2,6,7,349,24205,21596.0,70685.0,Vash,MID,8,4,5,668,29644,37645.0,43565.0,Thefoxz,ADC,3,2,6,713,29385,36469.0,28244.0,Riyev,SUP,2,5,6,81,21003,29028.0,29653.0,Robo,TOP,2,5,7,782,33976,41015.0,68339.0,Nappon,JUG,5,2,10,336,28001,30988.0,76526.0,Tockers,MID,5,4,8,689,33880,58243.0,32654.0,Brtt,ADC,10,3,4,738,36454,51820.0,26336.0,Dioud,SUP,1,2,13,88,22234,5170.0,18901.0
KBM,BR,OPK,BR,2017 CBL 巴西夏季赛,1,35.2,Zantins,TOP,1,1,10,277,13326,14652.0,33193.0,Danagorn,JUG,7,1,8,197,13851,11852.0,29774.0,Vash,MID,7,1,9,323,16642,24436.0,17133.0,Thefoxz,ADC,2,3,13,284,14073,16240.0,12815.0,Riyev,SUP,3,3,8,24,10191,11055.0,12281.0,Aoshi,TOP,2,4,4,276,11894,16334.0,27990.0,Ranger,JUG,2,6,4,133,10163,7693.0,28889.0,Dynquedo,MID,4,3,0,292,12587,17068.0,14502.0,Luskka,ADC,1,3,4,282,11420,14788.0,14567.0,Bocajunior,SUP,0,4,8,20,7951,7384.0,12167.0
OPK,BR,RED,BR,2017 CBL 巴西夏季赛,2,54.0,Aoshi,TOP,2,7,1,389,16554,19728.0,34361.0,Ranger,JUG,1,8,4,232,15744,13524.0,36644.0,Dynquedo,MID,3,5,2,485,19288,18374.0,25488.0,Luskka,ADC,2,4,2,462,18296,17019.0,16401.0,Bocajunior,SUP,0,9,3,45,11323,8820.0,23737.0,Robo,TOP,4,3,16,427,21250,17045.0,35301.0,Nappon,JUG,8,3,13,223,20733,18653.0,37717.0,Tockers,MID,14,2,10,509,26107,35766.0,21188.0,Brtt,ADC,7,0,11,519,25456,19791.0,11809.0,Dioud,SUP,0,0,19,44,15966,11422.0,13569.0
ITZ,BR,RED,BR,2017 CBL 巴西夏季赛,2,59.9,Ayel,TOP,2,4,1,506,21260,14483.0,29756.0,Turtle,JUG,2,5,4,223,17351,6079.0,37883.0,Envy,MID,3,3,3,553,22885,18582.0,19483.0,Micao,ADC,1,6,4,494,20197,15965.0,23675.0,Jockster,SUP,1,6,5,61,14007,7101.0,21654.0,Robo,TOP,4,2,13,478,23037,21499.0,37035.0,Nappon,JUG,5,1,9,256,21569,14228.0,40518.0,Tockers,MID,12,2,8,536,26853,24131.0,15812.0,Brtt,ADC,3,1,12,567,26235,24918.0,17367.0,Dioud,SUP,0,3,18,50,15876,5703.0,11102.0
ITZ,BR,OPK,BR,2017 CBL 巴西夏季赛,2,68.5,Ayel,TOP,5,8,25,477,27122,43819.0,55005.0,Turtle,JUG,10,3,17,266,25924,22482.0,50562.0,Envy,MID,6,1,16,639,29502,33926.0,26405.0,Micao,ADC,13,6,13,591,30898,44548.0,27475.0,Jockster,SUP,3,6,21,58,19883,13630.0,33695.0,Aoshi,TOP,3,9,12,425,20960,26333.0,52066.0,Ranger,JUG,6,5,12,335,22210,28444.0,52803.0,Dynquedo,MID,5,9,10,517,23238,35711.0,32440.0,Luskka,ADC,10,6,5,545,25250,33176.0,26004.0,Bocajunior,SUP,0,8,13,75,15691,14138.0,38805.0
CNB,BR,PNG,BR,2017 CBL 巴西夏季赛,2,90.8,Lep,TOP,1,7,2,759,31160,39288.0,67748.0,Minerva,JUG,2,7,3,416,27375,21347.0,81368.0,Tinowns,MID,3,2,4,927,36223,63175.0,34315.0,Pbo,ADC,2,3,4,735,31049,44522.0,21060.0,Wos,SUP,0,6,6,62,20565,20014.0,41062.0,Mylon,TOP,5,2,14,734,34247,34567.0,84010.0,Sirt,JUG,5,1,18,370,31075,24050.0,65690.0,Kami,MID,6,1,11,796,36150,36017.0,29998.0,Matsukaze,ADC,7,2,10,759,35798,49218.0,27683.0,Loop,SUP,2,2,19,132,27794,40497.0,31960.0
KBM,BR,PNG,BR,2017 CBL 巴西夏季赛,1,46.3,Zantins,TOP,1,5,5,355,16567,13724.0,33334.0,Danagorn,JUG,6,3,5,234,16624,21841.0,29423.0,Vash,MID,2,6,7,392,17905,30467.0,26396.0,Thefoxz,ADC,2,4,9,336,16556,20530.0,15227.0,Riyev,SUP,1,3,9,45,12804,21821.0,17248.0,Mylon,TOP,6,2,12,423,19437,36593.0,27166.0,Sirt,JUG,0,3,15,239,15544,11522.0,57589.0,Kami,MID,7,6,6,283,16441,13652.0,37294.0,Matsukaze,ADC,7,0,9,403,19104,29155.0,9469.0,Loop,SUP,1,1,15,32,12446,6060.0,14699.0
CNB,BR,KBM,BR,2017 CBL 巴西夏季赛,2,78.7,Lep,TOP,1,3,23,652,30094,28115.0,54824.0,Minerva,JUG,12,3,14,514,32010,31102.0,68729.0,Tinowns,MID,13,4,13,642,32752,45505.0,25624.0,Pbo,ADC,16,0,20,565,33089,47484.0,19959.0,Wos,SUP,3,3,28,53,22112,27840.0,28588.0,Zantins,TOP,1,7,4,691,27416,25617.0,58916.0,Danagorn,JUG,0,8,4,400,23767,10583.0,78093.0,Vash,MID,6,9,4,571,26747,34529.0,37247.0,Thefoxz,ADC,4,9,3,616,27364,38487.0,29979.0,Riyev,SUP,2,13,6,75,20300,22557.0,37338.0
OPK,BR,PNG,BR,2017 CBL 巴西夏季赛,2,90.2,Aoshi,TOP,2,10,14,702,31671,26056.0,50731.0,Ranger,JUG,3,11,12,613,32097,32094.0,104196.0,Dynquedo,MID,14,6,11,680,34690,48152.0,31047.0,Luskka,ADC,7,4,10,756,33702,51449.0,34731.0,Bocajunior,SUP,2,11,19,57,22627,20478.0,36244.0,Mylon,TOP,7,6,13,785,37689,26868.0,73478.0,Sirt,JUG,5,7,15,384,31994,20730.0,71800.0,Kami,MID,19,6,9,711,38716,54515.0,54773.0,Matsukaze,ADC,8,4,10,756,37370,44767.0,30228.0,Loop,SUP,3,5,20,105,28505,53842.0,26719.0
PNG,BR,VK,BR,2017 CBL 巴西夏季赛,1,39.4,Mylon,TOP,0,1,2,359,13850,11794.0,21174.0,Sirt,JUG,0,1,2,185,11774,4360.0,37663.0,Kami,MID,2,0,0,432,17434,8007.0,10074.0,Matsukaze,ADC,2,1,0,389,15182,13856.0,12987.0,Loop,SUP,0,1,2,29,8777,5845.0,10200.0,Yang,TOP,0,1,1,334,13025,12167.0,16560.0,Revolta,JUG,1,0,2,177,11461,4491.0,28144.0,Takeshi,MID,1,2,1,343,13429,11119.0,7788.0,Esa,ADC,2,1,2,367,14271,19892.0,10407.0,Ziriguidun,SUP,0,0,3,22,8684,11341.0,8685.0
ITZ,BR,PNG,BR,2017 CBL 巴西夏季赛,2,66.2,Ayel,TOP,3,3,14,545,27758,26249.0,34355.0,Turtle,JUG,5,4,12,286,23440,11671.0,54188.0,Envy,MID,15,2,7,639,31622,38560.0,25056.0,Micao,ADC,7,1,19,612,29537,27003.0,16121.0,Jockster,SUP,1,3,17,43,18614,11605.0,19801.0,Mylon,TOP,2,5,8,562,22947,14946.0,42910.0,Sirt,JUG,5,10,4,264,20458,11302.0,35014.0,Kami,MID,5,5,4,580,23637,23958.0,26677.0,Matsukaze,ADC,1,1,5,528,21428,23659.0,12951.0,Loop,SUP,0,10,5,56,15562,15729.0,24218.0
KBM,BR,VK,BR,2017 CBL 巴西夏季赛,2,89.7,Zantins,TOP,4,3,6,860,35876,40633.0,62690.0,Danagorn,JUG,5,7,4,365,26755,22296.0,76467.0,Vash,MID,1,5,7,821,32197,29682.0,40431.0,Thefoxz,ADC,7,6,8,719,32901,47260.0,34325.0,Riyev,SUP,1,7,14,123,23777,26800.0,35206.0,Yang,TOP,10,2,8,919,41415,33244.0,50742.0,Revolta,JUG,4,3,12,344,31069,19696.0,71468.0,Takeshi,MID,6,2,6,837,37977,31617.0,37384.0,Esa,ADC,4,5,16,751,35214,73793.0,28842.0,Ziriguidun,SUP,3,6,13,66,25199,16170.0,30332.0
HAF,AR,ISG,AR,2017 CLS 南拉丁美洲 春季赛,3,113.4,Buggax,TOP,6,7,23,1050,47300,68581.0,99973.0,Rod,JUG,11,10,14,444,37396,37136.0,85892.0,Le Smart,MID,11,12,7,967,44498,46581.0,59752.0,Zeicro,ADC,7,6,17,922,41739,83521.0,38342.0,Badmilk,SUP,3,5,20,72,27293,7733.0,39873.0,Pride,TOP,7,11,15,865,41426,48285.0,103552.0,Qqmore,JUG,5,6,16,563,39693,31837.0,96897.0,Emp,MID,21,9,12,932,47468,81072.0,51445.0,Kindless,ADC,5,9,15,939,43326,46763.0,50342.0,Newbie,SUP,2,3,19,85,30834,25564.0,32256.0
FG,AR,KLG,PR,2017 CLS 南拉丁美洲 春季赛,4,150.1,Accelerator,TOP,10,9,24,1339,58772,76122.0,94941.0,Juliostito,JUG,10,12,23,675,51957,44647.0,107350.0,Uri,MID,20,7,19,1240,60367,80815.0,59021.0,Prodigy,ADC,12,8,31,1323,62015,88757.0,62901.0,Tulz,SUP,2,15,35,77,40260,32197.0,52001.0,Relenus,TOP,7,11,17,1177,51919,40061.0,111717.0,Tierwulf,JUG,15,15,17,767,50299,47051.0,117030.0,Plugo,MID,18,8,17,1200,56048,76212.0,65512.0,Zealot,ADC,9,9,20,1199,53210,63788.0,57694.0,Filopo,SUP,2,11,32,174,37889,33670.0,60954.0
ISG,AR,RBT,CL,2017 CLS 南拉丁美洲 春季赛,4,137.8,Pride,TOP,21,21,18,1118,58688,79996.0,112800.0,Qqmore,JUG,12,15,35,608,50390,46253.0,118737.0,Emp,MID,17,10,29,1237,62145,88354.0,62828.0,Kindless,ADC,23,12,24,1117,60142,82809.0,61710.0,Newbie,SUP,5,3,57,89,42741,33390.0,41700.0,Mantarraya,TOP,7,13,27,958,47789,55110.0,103034.0,Khynm,JUG,18,16,19,568,45238,47043.0,117444.0,Megajp,MID,17,16,20,1053,51586,60804.0,77997.0,Focho,ADC,14,18,17,1068,50627,70080.0,55390.0,Slow,SUP,5,15,36,174,36645,32809.0,73364.0
FG,AR,Last Kings,CL,2017 CLS 南拉丁美洲 春季赛,7,255.7,Accelerator,TOP,28,18,38,2303,105193,115086.0,196024.0,Juliostito,JUG,15,28,65,1104,87567,74470.0,220307.0,Uri,MID,38,20,33,2087,103858,164227.0,116221.0,Prodigy,ADC,33,15,50,2257,108798,159580.0,114921.0,Tulz,SUP,10,18,72,159,72135,72626.0,93780.0,Nipphu,TOP,25,17,31,2298,102093,136530.0,189464.0,Inkos,JUG,23,27,37,1191,87364,106603.0,219309.0,Rakyz,MID,32,28,28,2032,98209,125146.0,157000.0,Sou,ADC,14,25,42,2281,97900,93260.0,114998.0,Sonyky,SUP,5,27,57,190,66372,53017.0,100845.0
KLG,PR,Last Kings,CL,2017 CLS 南拉丁美洲 春季赛,2,68.5,Relenus,TOP,3,7,4,495,21904,17518.0,41427.0,Tierwulf,JUG,5,10,8,248,20123,29785.0,59889.0,Plugo,MID,11,8,8,577,26041,52166.0,36708.0,Zealot,ADC,5,11,10,527,23536,35778.0,31133.0,Filopo,SUP,0,12,13,88,16380,9960.0,32723.0,Nipphu,TOP,11,2,12,672,31857,34223.0,54975.0,Inkos,JUG,9,4,24,237,25838,22835.0,53873.0,Rakyz,MID,17,12,17,479,29406,49710.0,48974.0,Sou,ADC,10,3,18,628,31214,26544.0,30974.0,Sonyky,SUP,1,3,31,52,20916,21342.0,22936.0
HAF,AR,RBT,CL,2017 CLS 南拉丁美洲 春季赛,4,125.1,Buggax,TOP,3,12,14,959,43719,32218.0,73520.0,Rod,JUG,11,6,10,460,38602,23506.0,73370.0,Le Smart,MID,11,18,13,986,44628,60641.0,59747.0,Zeicro,ADC,10,12,13,1048,45626,50086.0,47783.0,Badmilk,SUP,3,10,19,117,31238,22439.0,43777.0,Mantarraya,TOP,14,10,22,1066,51776,44045.0,84050.0,Khynm,JUG,3,6,33,435,41007,24076.0,75973.0,Megajp,MID,23,7,21,1130,56448,66387.0,60970.0,Focho,ADC,13,10,21,1012,51087,62506.0,41862.0,Slow,SUP,5,5,39,103,36837,22899.0,38198.0
KLG,PR,RBT,CL,2017 CLS 南拉丁美洲 春季赛,4,151.5,Relenus,TOP,16,10,38,1288,61113,68348.0,104147.0,Frescolita,JUG,21,23,35,644,53951,62006.0,144815.0,Plugo,MID,24,14,32,1239,62916,109824.0,85718.0,Zealot,ADC,24,11,38,1053,59278,110091.0,73401.0,Tierwulf,SUP,4,18,53,187,41155,33851.0,91184.0,Mantarraya,TOP,11,17,30,1315,59085,91430.0,131278.0,Khynm,JUG,16,24,30,682,53097,47498.0,128139.0,Megajp,MID,20,19,21,1138,58106,87662.0,94657.0,Focho,ADC,20,19,26,1242,60846,106458.0,76651.0,Slow,SUP,9,10,53,133,45941,50433.0,69886.0
FG,AR,ISG,AR,2017 CLS 南拉丁美洲 春季赛,4,162.1,Accelerator,TOP,9,19,35,1306,59322,84385.0,131147.0,Juliostito,JUG,10,15,38,715,55399,44527.0,145017.0,Uri,MID,31,11,26,1316,67357,92550.0,77695.0,Prodigy,ADC,24,10,26,1353,66569,103600.0,51180.0,Caos,SUP,1,9,48,132,41895,27543.0,56529.0,Pride,TOP,9,16,27,1349,63437,85460.0,130641.0,Qqmore,JUG,21,12,22,818,60942,70464.0,132036.0,Emp,MID,17,13,20,1496,70470,77828.0,89244.0,Kindless,ADC,16,16,24,1352,66778,79675.0,78650.0,Newbie,SUP,1,18,40,178,43839,34532.0,74536.0
ISG,AR,Last Kings,CL,2017 CLS 南拉丁美洲 春季赛,4,130.7,Pride,TOP,16,12,20,1063,51363,66587.0,114687.0,Qqmore,JUG,12,13,34,459,42385,43335.0,103715.0,Emp,MID,15,14,16,1094,51530,73588.0,78598.0,Kindless,ADC,15,12,14,1137,51752,71417.0,52814.0,Newbie,SUP,3,11,39,59,33768,22417.0,47362.0,Nipphu,TOP,13,16,16,1095,52618,85300.0,91804.0,Inkos,JUG,10,14,28,554,44704,43957.0,107653.0,Rakyz,MID,13,13,23,1024,49581,70274.0,65963.0,Sou,ADC,22,7,22,1121,55024,68098.0,53373.0,Sonyky,SUP,4,11,45,95,36230,22989.0,62020.0
ISG,AR,KLG,PR,2017 CLS 南拉丁美洲 春季赛,4,116.3,Pride,TOP,20,11,21,911,49273,72597.0,71123.0,Qqmore,JUG,16,6,47,574,46611,54390.0,84663.0,Emp,MID,29,8,25,1007,55422,68951.0,57308.0,Kindless,ADC,20,8,41,862,50474,72304.0,40057.0,Newbie,SUP,2,9,62,170,35466,16597.0,59068.0,Relenus,TOP,6,18,15,849,39244,33757.0,85759.0,Frescolita,JUG,15,20,14,563,39978,43433.0,99831.0,Plugo,MID,10,15,15,937,42767,51675.0,62017.0,Tierwulf,ADC,8,16,20,763,38679,49036.0,61217.0,Filopo,SUP,3,18,24,103,29938,33001.0,58444.0
Last Kings,CL,RBT,CL,2017 CLS 南拉丁美洲 春季赛,3,101.1,Nipphu,TOP,9,10,5,906,41830,46428.0,77257.0,Inkos,JUG,9,10,17,464,35114,33582.0,83828.0,Rakyz,MID,9,7,7,877,41529,47619.0,45034.0,Sou,ADC,8,8,15,876,40536,37580.0,40706.0,Sonyky,SUP,5,9,20,68,28087,23470.0,35976.0,Mantarraya,TOP,7,8,16,769,35312,37621.0,62895.0,Khynm,JUG,9,11,22,380,32822,32443.0,72342.0,Megajp,MID,14,7,11,843,39092,48931.0,49315.0,Focho,ADC,10,9,20,828,38068,52643.0,34154.0,Slow,SUP,4,6,34,111,28371,27913.0,31468.0
HAF,AR,Last Kings,CL,2017 CLS 南拉丁美洲 春季赛,4,145.6,Buggax,TOP,11,11,27,1226,56791,78041.0,128665.0,Rod,JUG,15,12,31,572,50673,40118.0,71797.0,Le Smart,MID,29,19,19,1091,59115,94502.0,87312.0,Zeicro,ADC,14,12,20,1267,58329,72219.0,59099.0,Badmilk,SUP,5,11,35,172,39213,23181.0,58180.0,Nipphu,TOP,7,17,26,1013,50761,62143.0,124107.0,Inkos,JUG,25,16,21,540,50438,57409.0,99153.0,Rakyz,MID,7,19,30,1186,54858,80729.0,68456.0,Sou,ADC,21,12,29,1303,61780,89613.0,68535.0,Sonyky,SUP,5,10,39,89,39143,31053.0,51620.0
HAF,AR,KLG,PR,2017 CLS 南拉丁美洲 春季赛,4,119.0,Buggax,TOP,9,3,33,1010,47546,50904.0,78510.0,Rod,JUG,14,8,29,428,41530,34585.0,78050.0,Le Smart,MID,13,11,25,1013,48806,67546.0,59106.0,Zeicro,ADC,19,8,19,1059,52286,58603.0,38197.0,Badmilk,SUP,2,9,38,110,33016,20686.0,31073.0,Relenus,TOP,5,7,19,874,40964,31603.0,73690.0,Tierwulf,JUG,9,17,16,523,40166,34914.0,91598.0,Plugo,MID,10,12,15,872,42435,53491.0,68834.0,Zealot,ADC,12,11,13,831,42482,47321.0,42508.0,Filopo,SUP,3,10,24,161,31524,23760.0,45136.0
FG,AR,HAF,AR,2017 CLS 南拉丁美洲 春季赛,4,165.0,Accelerator,TOP,19,8,29,1484,70578,93384.0,103147.0,Juliostito,JUG,14,15,26,771,59033,59667.0,138671.0,Uri,MID,17,6,24,1315,66476,101208.0,73367.0,Prodigy,ADC,14,9,27,1415,67505,99847.0,50878.0,Tulz,SUP,2,8,37,102,44595,33995.0,52272.0,Buggax,TOP,10,9,18,1291,58992,47792.0,126178.0,Rod,JUG,9,17,19,654,52497,37332.0,143958.0,Le Smart,MID,14,16,15,1389,63569,87166.0,115671.0,Zeicro,ADC,12,12,23,1380,61630,105032.0,71770.0,Badmilk,SUP,1,12,33,118,40772,17961.0,55872.0
FG,AR,RBT,CL,2017 CLS 南拉丁美洲 春季赛,7,250.2,Accelerator,TOP,4,7,50,2135,92231,67344.0,139079.0,Juliostito,JUG,25,24,33,1244,89638,74884.0,206520.0,Uri,MID,29,11,30,2271,104817,108180.0,94260.0,Prodigy,ADC,28,10,42,2175,103285,127337.0,92489.0,Caos,SUP,8,12,59,133,67289,47255.0,71657.0,Mantarraya,TOP,10,18,18,2200,90821,80593.0,168347.0,Khynm,JUG,9,28,24,1019,77558,52313.0,177084.0,Megajp,MID,22,16,20,2215,96592,100053.0,99058.0,Focho,ADC,17,15,25,2173,95570,111920.0,84597.0,Slow,SUP,6,17,42,284,66318,57019.0,86869.0
FTS,ID,KLH,MY,2017 GPL 东南亚 春季赛,1,36.0,Square,TOP,2,3,3,230,10721,7723.0,30388.0,Meocon,JUG,3,4,6,197,11644,18759.0,28654.0,Beyond,MID,6,8,4,260,12896,17004.0,22397.0,Chupper,ADC,1,3,7,292,11882,17019.0,15057.0,Rofens,SUP,0,1,7,39,8638,11048.0,12652.0,Shiro,TOP,2,2,12,247,13822,16412.0,33152.0,Qaspiel,JUG,5,2,6,203,15152,17104.0,33829.0,Arrhedge,MID,9,3,5,316,17130,34882.0,15572.0,Co4,ADC,3,3,6,293,14711,14484.0,13960.0,Bipolar,SUP,0,4,13,39,11091,4218.0,14494.0
