Team1_name,Team1_region,Team2_name,Team2_region,matchType,matches_played,minutes_played,Team1_player1_name,Team1_player1_position,Team1_player1_kills,Team1_player1_deaths,Team1_player1_assists,Team1_player1_CS,Team1_player1_gold,Team1_player1_damage,Team1_player1_tanking,Team1_player2_name,Team1_player2_position,Team1_player2_kills,Team1_player2_deaths,Team1_player2_assists,Team1_player2_CS,Team1_player2_gold,Team1_player2_damage,Team1_player2_tanking,Team1_player3_name,Team1_player3_position,Team1_player3_kills,Team1_player3_deaths,Team1_player3_assists,Team1_player3_CS,Team1_player3_gold,Team1_player3_damage,Team1_player3_tanking,Team1_player4_name,Team1_player4_position,Team1_player4_kills,Team1_player4_deaths,Team1_player4_assists,Team1_player4_CS,Team1_player4_gold,Team1_player4_damage,Team1_player4_tanking,Team1_player5_name,Team1_player5_position,Team1_player5_kills,Team1_player5_deaths,Team1_player5_assists,Team1_player5_CS,Team1_player5_gold,Team1_player5_damage,Team1_player5_tanking,Team2_player1_name,Team2_player1_position,Team2_player1_kills,Team2_player1_deaths,Team2_player1_assists,Team2_player1_CS,Team2_player1_gold,Team2_player1_damage,Team2_player1_tanking,Team2_player2_name,Team2_player2_position,Team2_player2_kills,Team2_player2_deaths,Team2_player2_assists,Team2_player2_CS,Team2_player2_gold,Team2_player2_damage,Team2_player2_tanking,Team2_player3_name,Team2_player3_position,Team2_player3_kills,Team2_player3_deaths,Team2_player3_assists,Team2_player3_CS,Team2_player3_gold,Team2_player3_damage,Team2_player3_tanking,Team2_player4_name,Team2_player4_position,Team2_player4_kills,Team2_player4_deaths,Team2_player4_assists,Team2_player4_CS,Team2_player4_gold,Team2_player4_damage,Team2_player4_tanking,Team2_player5_name,Team2_player5_position,Team2_player5_kills,Team2_player5_deaths,Team2_player5_assists,Team2_player5_CS,Team2_player5_gold,Team2_player5_damage,Team2_player5_tanking
JAG,KR,T1,KR,2018 LCK春季赛,6,319.7,Sohwan,TOP,3,10,33,2445,108310,100463.0,190541.0,Umti,JUG,12,20,40,1637,98874,101704.0,255011.0,Grace,MID,12,13,40,2684,117315,142615.0,120137.0,Teddy,ADC,39,7,19,4252,164274,275561.0,94246.0,Wraith,SUP,3,17,48,537,82767,37692.0,136959.0,Untara,TOP,8,15,32,2656,120028,96890.0,243003.0,Blossom,JUG,12,20,41,1564,103623,40613.0,255128.0,Faker,MID,17,12,39,3238,139540,185922.0,154540.0,Bang,ADC,22,8,38,3483,148970,251887.0,101886.0,Wolf,SUP,8,14,50,605,91835,44444.0,136954.0
DRX,KR,KDM,KR,2018 LCK春季赛,4,137.4,Khan,TOP,6,5,15,1491,64300,73435.0,90145.0,Peanut,JUG,8,3,20,867,51626,27770.0,104569.0,Bdd,MID,13,5,11,1523,64355,62773.0,43584.0,Pray,ADC,12,4,14,1505,68246,109735.0,55276.0,Gorilla,SUP,0,5,25,285,41003,19489.0,49317.0,Roach,TOP,4,8,8,1244,47017,43549.0,95012.0,Raise,JUG,0,11,13,578,35971,14646.0,100112.0,Edge,MID,6,5,8,1422,52639,40750.0,59094.0,Ssol,ADC,7,6,9,1351,51603,73436.0,46666.0,Secret,SUP,5,9,13,324,32892,14025.0,72425.0
KDF,KR,T1,KR,2018 LCK春季赛,5,200.0,Kiin,TOP,7,5,21,1927,81759,64329.0,84969.0,Mowgli,JUG,2,6,39,1131,66717,27078.0,145646.0,Kuro,MID,16,8,21,2187,89804,138821.0,76289.0,Aiming,ADC,21,3,22,2297,95931,111608.0,40721.0,Tusin,SUP,1,6,43,336,57377,35631.0,70250.0,Untara,TOP,2,7,11,1909,73414,39210.0,118131.0,Blank,JUG,4,14,18,1032,58314,23390.0,170655.0,Faker,MID,9,13,18,2129,80236,108330.0,98278.0,Bang,ADC,8,1,13,2270,83854,93139.0,37870.0,Wolf,SUP,5,12,13,542,49914,19311.0,90644.0
GEN,KR,T1,KR,2018 LCK春季赛,7,260.3,Cuvee,TOP,9,25,17,2242,90670,128100.0,173754.0,Ambition,JUG,9,21,11,1366,75519,44254.0,227655.0,Crown,MID,6,16,20,2377,92988,124717.0,99029.0,Ruler,ADC,9,9,13,2870,106041,223076.0,114778.0,Corejj,SUP,0,20,19,465,55224,32634.0,133425.0,Thal,TOP,21,8,38,2281,109081,129824.0,190660.0,Blossom,JUG,12,7,64,1291,85394,39526.0,287741.0,Faker,MID,21,10,45,2623,112652,123910.0,122367.0,Bang,ADC,33,2,39,2854,127366,247052.0,118120.0,Wolf,SUP,4,6,71,407,73280,35015.0,111293.0
GEN,KR,KT,KR,2018 LCK春季赛,5,205.9,Cuvee,TOP,11,12,13,1957,81555,67680.0,182934.0,Haru,JUG,0,11,18,1089,59496,26591.0,203379.0,Crown,MID,5,8,18,1937,77684,100958.0,72799.0,Ruler,ADC,13,7,9,2297,87676,97432.0,63215.0,Corejj,SUP,2,8,19,329,47124,20104.0,64954.0,Smeb,TOP,9,8,25,1819,82103,93329.0,118530.0,Score,JUG,11,6,20,1132,68056,49816.0,166337.0,Pawn,MID,11,5,25,2041,85147,99785.0,58903.0,Deft,ADC,14,5,26,2210,91579,173440.0,60347.0,Mata,SUP,1,7,35,313,49696,28706.0,79925.0
DRX,KR,KDF,KR,2018 LCK春季赛,9,347.0,Khan,TOP,16,17,48,3418,148225,160394.0,233059.0,Peanut,JUG,23,8,56,2086,124708,64052.0,260719.0,Bdd,MID,20,5,52,3620,149219,157428.0,110051.0,Pray,ADC,37,7,41,3908,164057,245789.0,111725.0,Gorilla,SUP,4,15,76,624,95702,53322.0,149590.0,Kiin,TOP,11,19,26,3110,125488,113222.0,269566.0,Spirit,JUG,8,23,30,1744,102706,43372.0,257902.0,Kuro,MID,14,19,21,3462,134408,153984.0,139310.0,Kramer,ADC,17,19,18,3717,143591,186278.0,103329.0,Tusin,SUP,2,20,35,763,85076,38275.0,159113.0
BBQ,KR,T1,KR,2018 LCK春季赛,6,271.7,Crazy,TOP,13,4,17,2411,108119,115059.0,194114.0,Bono,JUG,6,11,31,1384,85792,32674.0,229535.0,Tempt,MID,10,12,28,2662,111639,198664.0,126346.0,Ghost,ADC,23,14,11,2708,117588,159661.0,117400.0,Ignar,SUP,2,12,31,404,69012,19510.0,127241.0,Untara,TOP,8,11,29,2527,114327,154264.0,202077.0,Blank,JUG,4,19,29,1309,78659,59582.0,217151.0,Faker,MID,23,12,15,2735,113127,157406.0,118864.0,Bang,ADC,15,3,24,3433,131609,199668.0,76922.0,Wolf,SUP,3,9,37,488,66095,28284.0,133125.0
DRX,KR,GEN,KR,2018 LCK春季赛,5,173.7,Rascal,TOP,13,11,18,1595,69678,76526.0,114259.0,Peanut,JUG,9,12,33,1023,60269,42667.0,145895.0,Bdd,MID,14,8,20,1622,68186,80138.0,63897.0,Pray,ADC,14,9,20,1804,73360,91690.0,58479.0,Gorilla,SUP,2,10,31,387,45575,17977.0,71870.0,Cuvee,TOP,15,12,18,1509,70313,76008.0,95266.0,Ambition,JUG,10,15,21,911,55659,32295.0,167384.0,Crown,MID,8,10,32,1767,70992,81238.0,64283.0,Ruler,ADC,16,7,16,1821,75645,103283.0,59635.0,Corejj,SUP,1,8,30,405,46386,24616.0,70676.0
DRX,KR,HLE,KR,2018 LCK春季赛,5,203.5,Khan,TOP,21,8,37,1925,96125,134819.0,133813.0,Peanut,JUG,15,14,45,1214,75287,59289.0,155830.0,Bdd,MID,17,10,45,1829,86185,104759.0,90620.0,Pray,ADC,26,10,34,2007,92837,148429.0,88923.0,Gorilla,SUP,2,18,44,456,56140,24146.0,108165.0,Lindarang,TOP,14,16,21,1604,73082,72663.0,138779.0,Seonghwan,JUG,2,19,45,902,58097,49662.0,197110.0,Lava,MID,23,16,19,1876,81737,98850.0,98746.0,Sangyoon,ADC,19,13,26,2247,91032,145793.0,76269.0,Key,SUP,2,17,42,386,50194,24348.0,90262.0
KDF,KR,MVP,KR,2018 LCK春季赛,4,140.6,Kiin,TOP,8,3,18,1422,61335,62876.0,71367.0,Spirit,JUG,10,6,26,813,50301,29658.0,103534.0,Kuro,MID,12,3,27,1410,62152,62100.0,60793.0,Kramer,ADC,15,3,22,1601,69546,67830.0,37101.0,Tusin,SUP,3,4,38,226,40585,17200.0,53325.0,Add,TOP,4,8,6,1358,54624,51852.0,95165.0,Beyond,JUG,1,13,12,663,37788,20293.0,109279.0,Ian,MID,6,5,5,1495,55724,59985.0,56142.0,Pilot,ADC,7,9,5,1475,55437,55911.0,34740.0,Max,SUP,1,13,11,272,32269,13677.0,57352.0
GEN,KR,MVP,KR,2018 LCK春季赛,5,175.5,Cuvee,TOP,11,12,18,1569,67836,81299.0,121336.0,Ambition,JUG,6,12,29,976,58660,34916.0,153227.0,Crown,MID,11,16,20,1707,70083,91982.0,81385.0,Ruler,ADC,10,10,26,1946,80337,103760.0,64887.0,Corejj,SUP,5,6,30,293,46297,25329.0,55962.0,Add,TOP,4,9,28,1646,68022,71578.0,116541.0,Beyond,JUG,11,9,30,971,58149,27696.0,132549.0,Ian,MID,15,9,28,1712,73861,102333.0,68174.0,Maha,ADC,20,8,22,1911,80205,117158.0,47808.0,Max,SUP,6,8,32,523,50697,25935.0,97598.0
KT,KR,MVP,KR,2018 LCK春季赛,4,154.7,Smeb,TOP,10,6,25,1295,61505,80704.0,120483.0,Score,JUG,5,4,35,816,52615,33274.0,150838.0,Pawn,MID,11,7,29,1513,67246,90394.0,53916.0,Deft,ADC,21,4,17,1624,73829,127094.0,61827.0,Mata,SUP,3,4,30,430,45639,12622.0,57837.0,Add,TOP,3,18,10,1136,51819,83437.0,144013.0,Beyond,JUG,4,12,11,897,49910,42309.0,132213.0,Ian,MID,6,6,13,1348,56003,97228.0,63439.0,Maha,ADC,9,7,7,1496,60479,80641.0,55735.0,Max,SUP,3,7,15,266,42788,23872.0,54810.0
BBQ,KR,MVP,KR,2018 LCK春季赛,4,138.8,Crazy,TOP,6,4,9,1269,51176,73453.0,99654.0,Bono,JUG,2,11,12,677,38553,17746.0,109594.0,Tempt,MID,6,6,6,1442,53583,70738.0,62771.0,Ghost,ADC,3,5,11,1412,53687,67623.0,43594.0,Ignar,SUP,1,6,14,233,30361,15940.0,53445.0,Add,TOP,6,4,14,1238,57136,76196.0,113809.0,Beyond,JUG,3,4,21,750,46628,19612.0,123495.0,Ian,MID,12,4,15,1479,63253,82726.0,54140.0,Pilot,ADC,11,2,14,1627,67238,76553.0,28930.0,Max,SUP,0,4,25,209,39375,17824.0,56172.0
JAG,KR,MVP,KR,2018 LCK春季赛,5,197.8,Sohwan,TOP,11,9,24,1787,79637,78882.0,165120.0,Umti,JUG,6,12,48,1074,66751,42032.0,169141.0,Jag Grace,MID,14,7,25,2117,86530,134696.0,73785.0,Teddy,ADC,33,3,22,2437,103243,179538.0,68177.0,Wraith,SUP,2,8,54,353,53065,22894.0,76800.0,Add,TOP,8,15,17,1669,76832,101103.0,185927.0,Beyond,JUG,3,18,25,901,56040,30887.0,172069.0,Ian,MID,14,11,17,1870,75976,98951.0,82353.0,Pilot,ADC,6,9,22,2043,81150,111597.0,64180.0,Max,SUP,8,13,21,521,53036,31503.0,86985.0
KDM,KR,KT,KR,2018 LCK春季赛,4,128.9,Roach,TOP,1,9,6,1136,43095,37477.0,73908.0,Raise,JUG,6,11,6,519,33692,20988.0,92096.0,Edge,MID,4,12,7,1218,45700,56991.0,47552.0,Ssol,ADC,3,12,9,1246,47000,55239.0,56107.0,Secret,SUP,0,12,13,213,26836,16493.0,64053.0,Smeb,TOP,15,2,19,1334,58378,59336.0,67287.0,Score,JUG,8,3,38,703,45705,22715.0,109618.0,Ucal,MID,18,6,21,1349,60375,68682.0,48274.0,Deft,ADC,14,2,26,1467,63260,83878.0,43101.0,Mata,SUP,1,1,46,295,36245,15582.0,47208.0
KDM,KR,T1,KR,2018 LCK春季赛,6,195.4,Roach,TOP,12,9,12,1721,74863,84117.0,154208.0,Raise,JUG,12,20,32,952,61089,60677.0,180698.0,Edge,MID,15,13,22,1734,74781,106884.0,83174.0,Ssol,ADC,10,12,25,1896,77433,107923.0,80966.0,Secret,SUP,3,15,33,356,46211,29188.0,97447.0,Thal,TOP,4,9,22,1748,76731,91004.0,110496.0,Blossom,JUG,13,13,46,1009,63817,50166.0,193844.0,Faker,MID,22,12,37,1976,83913,107181.0,80481.0,Bang,ADC,23,5,30,2011,88019,140979.0,59835.0,Wolf,SUP,7,13,47,336,50542,34017.0,102366.0
HLE,KR,KDM,KR,2018 LCK春季赛,5,207.6,Lindarang,TOP,12,9,30,1884,91430,114205.0,149032.0,Seonghwan,JUG,7,9,46,1081,71267,43192.0,182051.0,Lava,MID,21,6,30,2027,90861,123080.0,71752.0,Sangyoon,ADC,19,6,29,2278,97306,106723.0,59113.0,Key,SUP,6,5,42,522,64157,27422.0,62986.0,Roach,TOP,14,17,12,1940,79891,83816.0,154186.0,Raise,JUG,2,15,18,823,56470,22648.0,178065.0,Edge,MID,10,10,16,1962,77285,102170.0,68368.0,Ssol,ADC,7,12,19,2165,85102,105173.0,70945.0,Secret,SUP,2,11,18,485,52795,21113.0,88898.0
HLE,KR,KDF,KR,2018 LCK春季赛,4,159.6,Lindarang,TOP,4,10,12,1335,55281,40455.0,111248.0,Seonghwan,JUG,6,13,11,882,48371,30743.0,143132.0,Lava,MID,8,12,11,1531,60197,73806.0,67921.0,Sangyoon,ADC,2,6,12,1854,67924,48767.0,44466.0,Key,SUP,2,14,14,391,40579,11761.0,67918.0,Kiin,TOP,10,3,23,1498,69830,76665.0,77501.0,Mowgli,JUG,9,4,36,864,57720,25262.0,99929.0,Kuro,MID,20,3,26,1523,69779,99266.0,60450.0,Aiming,ADC,14,5,30,1741,76433,100586.0,38791.0,Tusin,SUP,2,7,45,340,49156,22087.0,51924.0
KDM,KR,MVP,KR,2018 LCK春季赛,5,212.5,Roach,TOP,8,13,25,1728,77910,87140.0,164969.0,Raise,JUG,4,3,43,1050,67378,40183.0,205869.0,Edge,MID,22,8,29,1931,87160,119340.0,69084.0,Ssol,ADC,17,4,32,2205,94340,164107.0,61372.0,Secret,SUP,8,11,32,492,58728,20152.0,97943.0,Add,TOP,6,11,24,1925,85973,113047.0,176183.0,Beyond,JUG,6,17,26,1009,63641,43459.0,170597.0,Ian,MID,10,11,19,1934,80370,98969.0,72824.0,Pilot,ADC,15,5,18,2333,93205,150576.0,52308.0,Max,SUP,2,15,31,364,56102,27148.0,97326.0
BBQ,KR,DRX,KR,2018 LCK春季赛,5,205.6,Crazy,TOP,4,9,8,1629,72762,77764.0,124716.0,Trick,JUG,6,12,17,1053,63798,31968.0,193455.0,Tempt,MID,13,4,9,2037,83616,148034.0,87727.0,Ghost,ADC,5,11,10,1976,80883,68491.0,64967.0,Ignar,SUP,1,5,16,233,52146,22833.0,77901.0,Khan,TOP,10,7,19,1763,87373,108952.0,127345.0,Peanut,JUG,12,5,23,1237,70595,45863.0,166132.0,Bdd,MID,8,6,18,2172,86787,97005.0,55045.0,Pray,ADC,9,5,16,2060,86757,138588.0,80051.0,Gorilla,SUP,2,7,22,394,51026,23288.0,102463.0
GEN,KR,KDM,KR,2018 LCK春季赛,4,148.6,Cuvee,TOP,8,4,18,1567,65577,99355.0,98200.0,Haru,JUG,4,15,23,851,50358,31082.0,142617.0,Crown,MID,15,11,13,1472,61442,87990.0,57681.0,Ruler,ADC,11,10,20,1545,63993,84874.0,49059.0,Corejj,SUP,2,8,29,383,41343,22057.0,75357.0,Roach,TOP,7,6,22,1393,63177,67006.0,97685.0,Raise,JUG,3,12,30,704,45280,26016.0,142809.0,Edge,MID,15,8,23,1346,58761,79926.0,54832.0,Ssol,ADC,15,5,23,1527,66680,107415.0,59892.0,Secret,SUP,8,9,26,328,40406,20752.0,78112.0
BBQ,KR,KDM,KR,2018 LCK春季赛,5,184.4,Crazy,TOP,9,4,38,1703,75829,80917.0,92828.0,Trick,JUG,16,8,32,965,64304,39900.0,148500.0,Tempt,MID,21,4,31,1787,81709,78850.0,45436.0,Ghost,ADC,12,6,35,1975,82591,103168.0,55788.0,Ignar,SUP,5,4,50,447,55186,24142.0,58764.0,Roach,TOP,4,17,9,1587,65454,49887.0,115963.0,Raise,JUG,4,16,12,802,52855,21884.0,143251.0,Edge,MID,7,9,8,1697,68316,59363.0,72662.0,Ssol,ADC,9,7,12,1982,77632,91273.0,61625.0,Secret,SUP,2,14,20,400,46852,18817.0,64112.0
JAG,KR,KDM,KR,2018 LCK春季赛,4,139.9,Sohwan,TOP,7,0,21,1403,59522,48379.0,61748.0,Umti,JUG,14,2,22,864,53575,35817.0,102078.0,Grace,MID,14,4,24,1383,61363,77912.0,59215.0,Teddy,ADC,12,0,28,1670,69548,72178.0,25034.0,Wraith,SUP,5,3,37,304,42299,16317.0,45039.0,Roach,TOP,0,7,1,1425,51754,31278.0,78949.0,Raise,JUG,2,16,6,685,39441,22606.0,119784.0,Edge,MID,4,10,3,1357,50050,63051.0,72343.0,Ssol,ADC,3,7,2,1425,53620,53982.0,41705.0,Secret,SUP,0,12,6,317,33231,12725.0,56535.0
KDF,KR,KDM,KR,2018 LCK春季赛,4,154.9,Kiin,TOP,11,9,21,1577,72990,65701.0,87944.0,Spirit,JUG,10,5,29,1026,58666,33152.0,113931.0,Kuro,MID,17,4,22,1567,70324,93343.0,64067.0,Kramer,ADC,16,2,24,1725,74978,104073.0,44306.0,Tusin,SUP,1,7,28,266,40045,17607.0,70133.0,Roach,TOP,4,8,9,1415,56048,40669.0,97977.0,Raise,JUG,3,17,20,705,42022,27889.0,145007.0,Edge,MID,10,11,11,1490,58455,73170.0,65595.0,Ssol,ADC,6,9,10,1632,61160,76035.0,47413.0,Secret,SUP,4,10,10,318,35530,12554.0,66169.0
DRX,KR,JAG,KR,2018 LCK春季赛,4,156.2,Khan,TOP,8,2,23,1694,72371,69815.0,89571.0,Peanut,JUG,8,4,28,1010,57259,41562.0,141898.0,Bdd,MID,21,2,25,1605,71238,61746.0,62669.0,Pray,ADC,17,4,22,1704,71724,100521.0,54764.0,Gorilla,SUP,0,7,37,301,41010,21818.0,70660.0,Sohwan,TOP,2,9,5,1433,55760,46269.0,84729.0,Umti,JUG,3,14,6,728,41795,15406.0,109390.0,Grace,MID,10,10,6,1583,60598,66543.0,57912.0,Teddy,ADC,4,10,8,1739,63659,103699.0,66108.0,Wraith,SUP,0,11,6,194,32148,11559.0,63990.0
DRX,KR,KT,KR,2018 LCK春季赛,4,132.0,Khan,TOP,16,6,19,1338,64041,79552.0,88761.0,Peanut,JUG,11,0,32,828,51108,25743.0,116600.0,Bdd,MID,11,3,27,1328,58481,66908.0,39522.0,Pray,ADC,12,2,24,1345,60845,60567.0,45720.0,Gorilla,SUP,2,2,36,247,36360,12722.0,48213.0,Smeb,TOP,2,13,6,1156,48165,52022.0,109243.0,Score,JUG,3,13,6,661,36084,19759.0,101264.0,Pawn,MID,3,13,6,1273,46782,46207.0,56329.0,Deft,ADC,5,10,2,1407,50818,53745.0,38274.0,Mata,SUP,0,3,7,177,27589,17193.0,35042.0
JAG,KR,KDF,KR,2018 LCK春季赛,5,158.9,Sohwan,TOP,5,8,17,1513,64735,67764.0,116282.0,Umti,JUG,5,9,32,810,51870,24025.0,114904.0,Grace,MID,18,2,17,1632,68214,83794.0,53069.0,Teddy,ADC,16,6,21,1834,75467,73927.0,46000.0,Wraith,SUP,2,7,35,208,39452,16115.0,60802.0,Kiin,TOP,10,9,5,1614,66737,79126.0,105765.0,Spirit,JUG,4,8,16,832,48389,22945.0,103567.0,Kuro,MID,10,10,15,1625,63628,58710.0,65905.0,Kramer,ADC,7,6,13,1731,66642,75978.0,56280.0,Tusin,SUP,1,13,19,354,38172,20430.0,71686.0
GEN,KR,KDF,KR,2018 LCK春季赛,5,220.8,Cuvee,TOP,1,5,16,2070,84072,86161.0,138494.0,Ambition,JUG,9,9,13,1410,74215,42599.0,175676.0,Crown,MID,3,11,17,2114,82965,98536.0,84823.0,Ruler,ADC,14,8,5,2674,101473,122155.0,79583.0,Corejj,SUP,1,4,24,621,60311,25409.0,90384.0,Kiin,TOP,7,7,16,2230,97138,113641.0,130687.0,Spirit,JUG,6,4,26,1400,82260,55561.0,170401.0,Kuro,MID,8,7,22,2099,93525,129477.0,88483.0,Aiming,ADC,16,3,13,2606,107967,110769.0,61631.0,Tusin,SUP,0,7,27,548,65080,30974.0,111912.0
DRX,KR,T1,KR,2018 LCK春季赛,4,137.4,Khan,TOP,11,2,15,1474,62785,81199.0,91315.0,Peanut,JUG,16,4,25,861,54484,36809.0,102460.0,Bdd,MID,7,6,26,1371,58200,46094.0,49094.0,Pray,ADC,16,2,18,1456,66408,104932.0,37815.0,Gorilla,SUP,2,6,36,306,39930,25216.0,45031.0,Untara,TOP,3,11,5,1213,51146,57350.0,103564.0,Blossom,JUG,6,16,10,692,40653,19821.0,115610.0,Faker,MID,6,10,8,1314,53019,53826.0,59135.0,Bang,ADC,3,6,10,1408,52535,40255.0,38479.0,Wolf,SUP,2,10,12,342,33540,8557.0,70335.0
BBQ,KR,KDF,KR,2018 LCK春季赛,4,136.9,Crazy,TOP,4,3,5,1346,55135,56982.0,67467.0,Trick,JUG,0,10,8,729,38882,15676.0,126714.0,Tempt,MID,3,8,4,1479,52083,54003.0,52419.0,Ghost,ADC,3,8,5,1400,51433,55623.0,55339.0,Ignar,SUP,0,5,7,255,31421,9932.0,37661.0,Kiin,TOP,6,0,17,1471,62591,63597.0,83009.0,Spirit,JUG,6,3,18,845,51451,22110.0,114749.0,Kuro,MID,8,1,21,1455,62085,64190.0,43468.0,Kramer,ADC,11,0,18,1578,69783,78007.0,44854.0,Tusin,SUP,3,6,23,336,42511,15030.0,42179.0
BBQ,KR,GEN,KR,2018 LCK春季赛,5,210.3,Crazy,TOP,12,14,22,1884,83184,98587.0,167536.0,Trick,JUG,14,12,33,1175,73980,83772.0,176002.0,Tempt,MID,17,12,27,1990,89190,108292.0,81875.0,Ghost,ADC,20,9,21,1961,86572,95278.0,75769.0,Ignar,SUP,3,9,41,532,58593,21990.0,111230.0,Cuvee,TOP,9,20,27,1774,81934,100615.0,158545.0,Ambition,JUG,11,13,24,1348,72982,51693.0,189932.0,Crown,MID,13,17,22,1729,77349,128024.0,75115.0,Ruler,ADC,21,6,17,2335,96565,142868.0,65768.0,Corejj,SUP,2,11,38,554,58939,26075.0,89580.0
GEN,KR,HLE,KR,2018 LCK春季赛,6,201.2,Cuvee,TOP,1,13,12,1722,68643,61417.0,120214.0,Ambition,JUG,6,12,8,1155,62838,25617.0,151408.0,Crown,MID,8,11,13,1829,73164,89114.0,54233.0,Ruler,ADC,8,13,10,2117,81727,83188.0,65324.0,Corejj,SUP,3,8,20,306,46974,18552.0,70661.0,Lindarang,TOP,7,2,33,1730,79794,75102.0,107110.0,Seonghwan,JUG,10,10,35,946,62147,35351.0,149818.0,Lava,MID,15,6,32,1794,78782,92597.0,59063.0,Sangyoon,ADC,20,6,23,2103,89325,90316.0,51340.0,Key,SUP,5,2,37,369,53294,22390.0,74578.0
BBQ,KR,HLE,KR,2018 LCK春季赛,5,189.2,Crazy,TOP,8,10,16,1696,74683,93784.0,135854.0,Trick,JUG,3,13,25,976,59359,28855.0,202203.0,Tempt,MID,7,8,16,1950,78285,82913.0,60409.0,Ghost,ADC,14,11,13,1952,79666,87516.0,63070.0,Ignar,SUP,2,3,24,567,52096,16104.0,73372.0,Lindarang,TOP,7,9,20,1745,77634,88877.0,133388.0,Seonghwan,JUG,8,4,32,987,62656,37107.0,147021.0,Lava,MID,17,8,21,1859,79110,121363.0,81768.0,Sangyoon,ADC,12,2,22,2137,85601,109873.0,38306.0,Key,SUP,1,11,37,438,53652,31835.0,73112.0
C9,US,TL,US,2018 LCS 北美夏季赛,5,176.7,Licorice,TOP,10,12,21,1573,69933,72282.0,121043.0,Blaber,JUG,10,16,21,906,55782,38536.0,155146.0,Jensen,MID,14,10,21,1791,73426,90383.0,58302.0,Sneaky,ADC,9,14,23,1710,70226,109872.0,72726.0,Zeyzal,SUP,3,12,28,325,42172,22540.0,82239.0,Impact,TOP,6,10,38,1424,62690,57717.0,168216.0,Xmithie,JUG,11,13,33,890,57047,51064.0,133600.0,Pobelter,MID,16,9,28,1749,74819,80864.0,64709.0,Doublelift,ADC,23,7,26,1846,78509,115732.0,48346.0,Olleh,SUP,8,7,42,218,47564,49693.0,54381.0
FOX,US,TL,US,2018 LCS 北美夏季赛,2,60.3,Huni,TOP,2,10,6,530,21595,34677.0,64259.0,Dardoch,JUG,2,8,8,284,17723,24891.0,44430.0,Damonte,MID,2,10,4,489,20259,20338.0,35234.0,Lost,ADC,5,9,6,555,23313,30710.0,25538.0,Smoothie,SUP,2,7,5,115,13066,5835.0,25126.0,Impact,TOP,8,3,21,455,24332,35804.0,41963.0,Xmithie,JUG,4,5,17,295,20374,16356.0,47519.0,Pobelter,MID,11,2,20,549,27846,41512.0,32220.0,Doublelift,ADC,18,1,13,627,31636,46339.0,15607.0,Olleh,SUP,3,2,30,96,18871,14297.0,30711.0
CG,US,CLG,US,2018 LCS 北美夏季赛,2,82.1,Solo,TOP,5,8,6,771,33559,43730.0,62308.0,Lira,JUG,2,5,9,389,24061,11157.0,74411.0,Febiven,MID,5,6,6,729,29293,35354.0,30338.0,Apollo,ADC,5,4,7,732,30790,35706.0,32246.0,Hakuho,SUP,1,8,9,113,18386,11125.0,31907.0,Fallnbandit,TOP,6,5,12,710,33866,41974.0,68428.0,Wiggily,JUG,7,3,12,513,31032,20803.0,49465.0,Huhi,MID,8,3,11,804,36827,35449.0,27326.0,Stixxay,ADC,6,3,12,897,39233,56659.0,22314.0,Biofrost,SUP,4,4,15,110,22168,12759.0,26032.0
100,US,OPT,US,2018 LCS 北美夏季赛,2,69.7,Ssumday,TOP,8,2,6,731,34006,30118.0,33478.0,Meteos,JUG,4,2,8,277,22205,19734.0,25481.0,Ryu,MID,3,3,9,543,25233,20115.0,29434.0,Cody Sun,ADC,3,1,9,804,31546,30897.0,21155.0,Aphromoo,SUP,0,4,10,121,16899,7392.0,36766.0,Dhokla,TOP,5,2,5,666,27402,30013.0,47205.0,Akaadian,JUG,2,3,5,179,18160,5469.0,33684.0,Powerofevil,MID,5,4,3,794,31135,33264.0,23207.0,Arrow,ADC,0,5,6,624,24753,21098.0,21046.0,Big,SUP,0,4,11,104,15493,10764.0,31544.0
CLG,US,FOX,US,2018 LCS 北美夏季赛,2,77.1,Darshan,TOP,12,5,10,588,30750,35368.0,85423.0,Reignover,JUG,8,7,25,351,27101,19751.0,69466.0,Huhi,MID,10,5,17,740,34253,42464.0,34593.0,Stixxay,ADC,10,2,13,687,32252,56575.0,23776.0,Biofrost,SUP,2,4,25,109,20649,9983.0,32285.0,Huni,TOP,4,9,12,653,28401,48380.0,62781.0,Dardoch,JUG,2,8,13,505,26151,30278.0,58745.0,Damonte,MID,4,9,6,692,28934,28754.0,32605.0,Altec,ADC,12,8,4,592,30356,56393.0,31325.0,Feng,SUP,1,8,16,32,17373,15335.0,24826.0
100,US,CLG,US,2018 LCS 北美夏季赛,2,66.3,Ssumday,TOP,3,4,3,643,25987,19016.0,35224.0,Anda,JUG,0,6,9,348,20288,12113.0,35615.0,Ryu,MID,3,2,4,497,22911,25164.0,23750.0,Cody Sun,ADC,7,4,4,657,28891,31375.0,23060.0,Aphromoo,SUP,1,5,10,36,16720,5446.0,17498.0,Darshan,TOP,2,2,9,468,22478,13920.0,32043.0,Reignover,JUG,5,3,12,336,22766,17521.0,43337.0,Huhi,MID,7,2,7,602,26029,16902.0,23437.0,Stixxay,ADC,6,2,10,682,30217,25471.0,19455.0,Biofrost,SUP,1,5,17,85,16444,11081.0,19977.0
