player_name,player_team,player_region,matchType,matches_played,minutes_played,matches_won,hero_chosen_1,hero_chosen_2,hero_chosen_3,hero_chosen_4,hero_chosen_5,hero_chosen_6,hero_chosen_7,hero_chosen_8,hero_chosen_9,hero_chosen_10
Letme,RNG,CN,2017 LPL 春季赛,41,1392,27,Camille,Camille,Fizz,Shen,Fiora,Shen,Gnar,Gragas,Jayce,Rumble
Duke,IG,CN,2017 LPL 春季赛,39,1472,21,Rumble,Gragas,Fiora,Maokai,Camille,Rumble,Rumble,Gragas,Rumble,Maokai
957,WE,CN,2017 LPL 春季赛,42,1487,29,Shen,Nautilus,Gragas,Kled,Kled,Nautilus,Kled,Nautilus,Nautilus,Rumble
Mouse,EDG,CN,2017 LPL 春季赛,39,1420,26,Fizz,Nautilus,Gragas,Gragas,Kennen,Kennen,Gragas,Gragas,Rumble,Gragas
Amazingj,IM,CN,2017 LPL 春季赛,43,1660,20,Fizz,Gragas,Gragas,Fizz,Kennen,Kled,Gangplank,Renekton,Nautilus,Gragas
Flandre,LNG,CN,2017 LPL 春季赛,35,1241,14,Jayce,Gragas,Rumble,Gangplank,Rumble,Shen,Kled,Rumble,Gangplank,Rumble
Gimgoon,GT,CN,2017 LPL 春季赛,36,1311,9,Galio,Galio,Kennen,Nautilus,Kled,Kled,Kled,Kled,Rumble,Rumble
Loong,RA,CN,2017 LPL 春季赛,35,1249,13,Jayce,Kennen,Shen,Shen,Rumble,Kled,Kennen,Shen,Shen,Renekton
Koro1,EDG,CN,2017 LPL 春季赛,10,366,5,Renekton,Kennen,Fizz,Fizz,Rumble,Nautilus,Jayce,Maokai,Poppy,Jayce
Funny,LGD,CN,2017 LPL 春季赛,21,714,7,Renekton,Gragas,Nautilus,Shen,Rumble,Renekton,Shen,Rumble,Gragas,Rumble
V,NB,CN,2017 LPL 春季赛,30,1145,13,Fizz,Nautilus,Jarvaniv,Nautilus,Rumble,Fizz,Nautilus,Shen,Jarvaniv,Nautilus
Kabe,JDG,CN,2017 LPL 春季赛,37,1346,22,Nautilus,Nautilus,Nautilus,Shen,Shen,Gragas,Nautilus,Nautilus,Nautilus,Rumble
Xiyang,OMG,CN,2017 LPL 春季赛,50,1908,25,Renekton,Fizz,Jayce,Renekton,Renekton,Shen,Shen,Gragas,Gragas,Renekton
Skye,NB,CN,2017 LPL 春季赛,16,580,7,Gragas,Gragas,Rumble,Nautilus,Nautilus,Nautilus,Nautilus,Nautilus,Nautilus,Gragas
Jinoo,LGD,CN,2017 LPL 春季赛,18,610,7,Fiora,Rumble,Fizz,Fizz,Fizz,Camille,Kled,Renekton,Rumble,Fiora
Lindarang,HLE,KR,2017 LCK 韩国春季赛,17,674,6,Maokai,Fiora,Nautilus,Nautilus,Maokai,Camille,Maokai,Camille,Maokai,Maokai
Expession,DRX,KR,2017 LCK 韩国春季赛,45,1707,19,Kennen,Nautilus,Nautilus,Nautilus,Gangplank,Shen,Kennen,Maokai,Ekko,Shen
Ikssu,JAG,KR,2017 LCK 韩国春季赛,33,1377,9,Gragas,Maokai,Nautilus,Gragas,Rumble,Shen,Poppy,Rumble,Shen,Kennen
Add,MVP,KR,2017 LCK 韩国春季赛,50,1805,24,Poppy,Sion,Nautilus,Jarvaniv,Jarvaniv,Renekton,Fizz,Nautilus,Shen,Gragas
Marin,KDF,KR,2017 LCK 韩国春季赛,48,1778,26,Nautilus,Nautilus,Nautilus,Gragas,Drmundo,Rumble,Nautilus,Kennen,Gragas,Nautilus
Shy,HLE,KR,2017 LCK 韩国春季赛,27,917,16,Renekton,Shen,Renekton,Shen,Shen,Renekton,Nautilus,Nautilus,Nautilus,Jayce
Roach,KDM,KR,2017 LCK 韩国春季赛,45,1683,12,Shen,Shen,Shen,Maokai,Gragas,Nautilus,Shen,Gragas,Nautilus,Jayce
Cuvee,GEN,KR,2017 LCK 韩国春季赛,45,1628,30,Nautilus,Jayce,Kennen,Nautilus,Nautilus,Maokai,Nautilus,Nautilus,Maokai,Poppy
Crazy,BBQ,KR,2017 LCK 韩国春季赛,41,1483,15,Fizz,Shen,Shen,Maokai,Rumble,Maokai,Maokai,Maokai,Rumble,Nautilus
Smeb,KT,KR,2017 LCK 韩国春季赛,52,1912,34,Jayce,Jayce,Kennen,Kennen,Rumble,Camille,Kennen,Rumble,Shen,Renekton
Huni,T1,KR,2017 LCK 韩国春季赛,34,1256,26,Gragas,Shen,Rumble,Fizz,Nautilus,Gragas,Shen,Nautilus,Gangplank,Rumble
Profit,T1,KR,2017 LCK 韩国春季赛,8,270,6,Shen,Nautilus,Nautilus,Rumble,Rumble,Nautilus,Nautilus,Nautilus,,
Sohwan,JAG,KR,2017 LCK 韩国春季赛,9,347,4,Jayce,Shen,Rumble,Jayce,Shen,Renekton,Rumble,Rumble,Maokai,
Hauntzer,TSM,US,2017 LCS 北美春季赛,47,1652,31,Camille,Nautilus,Camille,Gragas,Camille,Nautilus,Renekton,Nautilus,Nautilus,Maokai
Looper,FOX,US,2017 LCS 北美春季赛,36,1319,12,Nautilus,Shen,Maokai,Singed,Renekton,Rumble,Rumble,Swain,Shen,Shen
Darshan,CLG,US,2017 LCS 北美春季赛,44,1638,22,Camille,Nautilus,Fizz,Drmundo,Fizz,Shen,Gangplank,Fizz,Fiora,Poppy
Seraph,NV,US,2017 LCS 北美春季赛,39,1498,12,Nautilus,Shen,Maokai,Renekton,Nautilus,Shen,Renekton,Maokai,Rumble,Renekton
Lourlo,TL,US,2017 LCS 北美春季赛,40,1465,16,Shen,Rumble,Maokai,Nautilus,Nautilus,Gragas,Gangplank,Shen,Camille,Rumble
Balls,FLY,US,2017 LCS 北美春季赛,49,1754,23,Gragas,Nautilus,Nautilus,Nautilus,Nautilus,Maokai,Kennen,Rumble,Renekton,Renekton
Flame,IMT,US,2017 LCS 北美春季赛,37,1340,17,Nautilus,Nautilus,Rumble,Shen,Nautilus,Nautilus,Nautilus,Shen,Nautilus,Rumble
Zig,P1,US,2017 LCS 北美春季赛,42,1533,26,Kled,Shen,Jarvaniv,Rumble,Rumble,Jarvaniv,Kled,Shen,Shen,Maokai
Impact,C9,US,2017 LCS 北美春季赛,35,1308,25,Shen,Nautilus,Nautilus,Gragas,Nautilus,Nautilus,Rumble,Nautilus,Maokai,Maokai
Ray,C9,US,2017 LCS 北美春季赛,11,403,6,Kled,Fizz,Kennen,Jarvaniv,Kled,Renekton,Rumble,Camille,Fiora,Renekton
Soar,ING,CN,2017 LSPL 春季赛,1,31,0,Fiora,,,,,,,,,
Zoom,Tyloo,CN,2017 LSPL 春季赛,52,1893,30,Renekton,Kled,Nautilus,Fizz,Rumble,Renekton,Rumble,Gragas,Nautilus,Gragas
Memory,OMD,CN,2017 LSPL 春季赛,55,1888,27,Nautilus,Rumble,Gragas,Nautilus,Shen,Nautilus,Kled,Renekton,Renekton,Gragas
Chane,JDM,CN,2017 LSPL 春季赛,61,2115,29,Fizz,Kled,Gangplank,Kled,Nautilus,Gragas,Kennen,Gangplank,Gragas,Nautilus
Riris,RYL,CN,2017 LSPL 春季赛,56,1880,33,Rumble,Nautilus,Camille,Camille,Gragas,Fizz,Nautilus,Shen,Jayce,Gragas
Lies,DAN,CN,2017 LSPL 春季赛,61,2239,38,Maokai,Rumble,Fizz,Fizz,Kled,Gragas,Fizz,Kled,Gragas,Gragas
Jarvan,LD,CN,2017 LSPL 春季赛,7,237,2,Shen,Poppy,Poppy,Shen,Maokai,Maokai,Poppy,,,
Xiaoal,WBG,CN,2017 LSPL 春季赛,59,2160,41,Gragas,Nautilus,Rumble,Fizz,Renekton,Fizz,Fizz,Kled,Fizz,Fizz
Hashiqi,ING,CN,2017 LSPL 春季赛,49,1701,20,Kled,Kled,Nautilus,Kled,Shen,Kled,Fizz,Maokai,Kled,Gragas
Clowz,YM,CN,2017 LSPL 春季赛,58,2021,44,Kled,Rumble,Gragas,Shen,Jarvaniv,Rumble,Renekton,Renekton,Renekton,Fizz
Acorn,SAT,CN,2017 LSPL 春季赛,51,1756,20,Gragas,Kennen,Kled,Kled,Gragas,Gragas,Shen,Gragas,Poppy,Shen
Spunk,ME,CN,2017 LSPL 春季赛,54,1842,20,Gragas,Gragas,Gragas,Shen,Gragas,Gragas,Shen,Maokai,Nautilus,Nautilus
Jiawen,LD,CN,2017 LSPL 春季赛,40,1369,20,Gragas,Fizz,Maokai,Maokai,Nautilus,Poppy,Nautilus,Maokai,Nautilus,Nautilus
Moyu,MAX,CN,2017 LSPL 春季赛,49,1762,11,Gragas,Gragas,Gragas,Kennen,Renekton,Akali,Fizz,Gragas,Kennen,Gangplank
Hamigua,ME,CN,2017 LSPL 春季赛,4,132,0,Jayce,Maokai,Gragas,Olaf,,,,,,
May,LD,CN,2017 LSPL 春季赛,4,146,1,Nautilus,Shen,Maokai,Maokai,,,,,,
Tt,OMD,CN,2017 LSPL 春季赛,1,32,0,Nautilus,,,,,,,,,
Firerain,ING,CN,2017 LSPL 春季赛,1,18,0,Ryze,,,,,,,,,
Libra,ING,CN,2017 LSPL 春季赛,3,112,0,Maokai,Nautilus,Camille,,,,,,,
Oguri,JDM,CN,2017 LSPL 春季赛,3,95,0,Shen,Maokai,Poppy,,,,,,,
Satorius,AST,EU,2017 LCS 欧洲春季赛,27,998,2,Gragas,Nautilus,Gragas,Rumble,Gragas,Gragas,Nautilus,Rumble,Gragas,Renekton
Expect,G2,EU,2017 LCS 欧洲春季赛,37,1406,27,Camille,Gangplank,Camille,Gangplank,Gangplank,Camille,Camille,Fizz,Rumble,Rumble
Alphari,MSF,EU,2017 LCS 欧洲春季赛,38,1446,21,Gragas,Camille,Rumble,Gragas,Kennen,Camille,Shen,Shen,Shen,Rumble
Vizicsacsi,UOL,RU,2017 LCS 欧洲春季赛,38,1365,26,Rumble,Shen,Poppy,Shen,Rumble,Rumble,Renekton,Camille,Rumble,Rumble
Phaxi,ROC,EU,2017 LCS 欧洲春季赛,29,1138,14,Nautilus,Fizz,Gnar,Gnar,Gragas,Gnar,Gnar,Gnar,Renekton,Kled
Odoamne,H2K,EU,2017 LCS 欧洲春季赛,30,1081,20,Gragas,Nautilus,Rumble,Shen,Kennen,Shen,Camille,Nautilus,Rumble,Camille
Cabochard,VIT,EU,2017 LCS 欧洲春季赛,29,1042,9,Gragas,Camille,Rumble,Swain,Kled,Renekton,Nautilus,Nautilus,Gragas,Renekton
Flaxxish,GIA,EU,2017 LCS 欧洲春季赛,26,929,6,Nautilus,Nautilus,Nautilus,Shen,Maokai,Gragas,Nautilus,Maokai,Shen,Nautilus
Wunder,MDK,EU,2017 LCS 欧洲春季赛,14,501,7,Singed,Rumble,Rumble,Gangplank,Rumble,Shen,Sion,Maokai,Maokai,Rumble
Soaz,FNC,EU,2017 LCS 欧洲春季赛,41,1516,21,Gnar,Gragas,Gragas,Shen,Gragas,Gragas,Camille,Gragas,Shen,Fiora
Wunderwear,MDK,EU,2017 LCS 欧洲春季赛,21,718,12,Kennen,Renekton,Gragas,Kled,Gragas,Teemo,Warwick,Kennen,Kennen,Gragas
Ziv,AHQ,TW,2017 LMS 港澳台春季联赛,35,1219,26,Rumble,Gragas,Kled,Fizz,Nautilus,Camille,Jarvaniv,Nautilus,Nautilus,Maokai
Maplesnow,HKA,HK,2017 LMS 港澳台春季联赛,28,1009,12,Gragas,Ekko,Nautilus,Nautilus,Rumble,Rumble,Gragas,Nautilus,Poppy,Gragas
Morning,JT,TW,2017 LMS 港澳台春季联赛,38,1391,24,Illaoi,Nautilus,Rumble,Nautilus,Gragas,Gragas,Gragas,Nautilus,Rumble,Gragas
Nexus,XG,TW,2017 LMS 港澳台春季联赛,29,1011,5,Nautilus,Nautilus,Nautilus,Gragas,Maokai,Gragas,Poppy,Nautilus,Kled,Maokai
Mmd,FW,TW,2017 LMS 港澳台春季联赛,30,1081,29,Kled,Shen,Rumble,Rumble,Kled,Rumble,Maokai,Kled,Maokai,Nautilus
Lofs,Spider,TW,2017 LMS 港澳台春季联赛,17,683,2,Renekton,Maokai,Nautilus,Yorick,Rumble,Maokai,Maokai,Nautilus,Rumble,Jayce
M1Ssion,FB,TW,2017 LMS 港澳台春季联赛,25,920,8,Viktor,Syndra,Syndra,Syndra,Kassadin,Orianna,Orianna,Syndra,Syndra,Syndra
Ninuo,FB,TW,2017 LMS 港澳台春季联赛,28,1023,8,Maokai,Gragas,Nautilus,Shen,Maokai,Maokai,Maokai,Maokai,Poppy,Maokai
3Z,MCX,TW,2017 LMS 港澳台春季联赛,34,1242,18,Renekton,Rumble,Rumble,Rumble,Renekton,Renekton,Camille,Fiora,Rumble,Nautilus
Rins,WS,TW,2017 LMS 港澳台春季联赛,11,361,1,Maokai,Shen,Gragas,Camille,Camille,Nautilus,Gragas,Rumble,Nautilus,Nautilus
Lindarang,HLE,KR,2017 IEM 卡托维兹站,6,231,3,Shen,Renekton,Gangplank,Nautilus,Camille,Fiora,,,,
Odoamne,H2K,EU,2017 IEM 卡托维兹站,9,393,5,Rumble,Maokai,Maokai,Shen,Maokai,Maokai,Maokai,Shen,Shen,
Smurf,M19,RU,2017 IEM 卡托维兹站,2,60,0,Poppy,Camille,,,,,,,,
Vizicsacsi,UOL,RU,2017 IEM 卡托维兹站,5,214,1,Gangplank,Maokai,Gangplank,Renekton,Shen,,,,,
Expect,G2,EU,2017 IEM 卡托维兹站,11,387,6,Rumble,Renekton,Maokai,Maokai,Shen,Shen,Nautilus,Maokai,Maokai,Rumble
Roach,KDM,KR,2017 IEM 卡托维兹站,4,144,1,Poppy,Nautilus,Poppy,Renekton,,,,,,
Yang,VK,BR,2017 CBL 巴西夏季赛,12,494,8,Maokai,Gragas,Renekton,Gragas,Maokai,Shen,Shen,Maokai,Jayce,Shen
Ayel,ITZ,BR,2017 CBL 巴西夏季赛,15,505,9,Nautilus,Fiora,Nautilus,Maokai,Yorick,Nautilus,Darius,Gangplank,Maokai,Illaoi
Aoshi,OPK,BR,2017 CBL 巴西夏季赛,11,420,3,Nautilus,Poppy,Renekton,Swain,Maokai,Poppy,Fiora,Maokai,Fiora,Nautilus
Thulz,REM,BR,2017 CBL 巴西夏季赛,10,394,2,Poppy,Nautilus,Shen,Jayce,Malphite,Nautilus,Nautilus,Nautilus,Nautilus,Shen
Robo,RED,BR,2017 CBL 巴西夏季赛,16,572,14,Shen,Gragas,Maokai,Shen,Ekko,Renekton,Maokai,Shen,Maokai,Shen
Zantins,KBM,BR,2017 CBL 巴西夏季赛,8,333,1,Nautilus,Maokai,Gangplank,Maokai,Poppy,Nautilus,Shen,Singed,,
Lep,CNB,BR,2017 CBL 巴西夏季赛,10,406,4,Camille,Maokai,Poppy,Maokai,Jayce,Maokai,Maokai,Maokai,Camille,Maokai
Mylon,PNG,BR,2017 CBL 巴西夏季赛,14,550,7,Renekton,Poppy,Nautilus,Maokai,Rumble,Rumble,Rumble,Shen,Shen,Maokai
Firees,GMB,RU,2017 LCL 独联体 春季赛,12,476,5,Nautilus,Nautilus,Shen,Rumble,Irelia,Poppy,Shen,Shen,Maokai,Shen
Smurf,M19,RU,2017 LCL 独联体 春季赛,11,432,8,Shen,Gragas,Gragas,Gragas,Poppy,Shen,Illaoi,Nautilus,Shen,Jayce
Dark Solece,VS,RU,2017 LCL 独联体 春季赛,12,457,9,Fiora,Shen,Rumble,Shen,Gragas,Camille,Shen,Camille,Sion,Fiora
Doxy,VP,RU,2017 LCL 独联体 春季赛,11,388,7,Shen,Rumble,Jayce,Nautilus,Nautilus,Maokai,Camille,Jayce,Poppy,Camille
Boss,JSA,RU,2017 LCL 独联体 春季赛,13,512,6,Shen,Renekton,Shen,Gangplank,Poppy,Camille,Maokai,Fiora,Jayce,Shen
Nonholy,VEG,RU,2017 LCL 独联体 春季赛,11,428,7,Gragas,Maokai,Renekton,Maokai,Shen,Gangplank,Shen,Fiora,Maokai,Camille
Charger,RoX,RU,2017 LCL 独联体 春季赛,11,449,2,Poppy,Yorick,Camille,Maokai,Shen,Poppy,Shen,Yorick,Poppy,Riven
Zvene,NAVI,RU,2017 LCL 独联体 春季赛,13,515,3,Rumble,Gragas,Olaf,Camille,Shen,Renekton,Maokai,Rumble,Nautilus,Shen
Jer0M,XTN,MX,2017 LLN 北拉丁美洲 春季赛,17,615,12,Renekton,Renekton,Renekton,Nautilus,Poppy,Jayce,Maokai,Malphite,Maokai,Nautilus
Porky,JTH,MX,2017 LLN 北拉丁美洲 春季赛,26,985,13,Rumble,Shen,Renekton,Renekton,Poppy,Gnar,Renekton,Rumble,Maokai,Rumble
Akunma,D9,CO,2017 LLN 北拉丁美洲 春季赛,22,757,10,Fiora,Rumble,Kennen,Camille,Ekko,Camille,Fiora,Maokai,Fiora,Fiora
Voltigore,ZTG,SV,2017 LLN 北拉丁美洲 春季赛,19,712,9,Renekton,Fiora,Camille,Fiora,Nautilus,Nautilus,Fiora,Gangplank,Shen,Camille
Eledion,INF,CR,2017 LLN 北拉丁美洲 春季赛,23,900,11,Jayce,Renekton,Gnar,Nautilus,Camille,Poppy,Gangplank,Maokai,Kled,Jayce
Jirall,R7,MX,2017 LLN 北拉丁美洲 春季赛,23,746,22,Kled,Swain,Shen,Shen,Renekton,Camille,Maokai,Poppy,Renekton,Jayce
Relic,IFG,PE,2017 LLN 北拉丁美洲 春季赛,24,771,2,Poppy,Camille,Camille,Poppy,Nautilus,Renekton,Camille,Jax,Renekton,Jayce
Fearless,Gaming Gaming,MX,2017 LLN 北拉丁美洲 春季赛,19,714,8,Poppy,Gnar,Shen,Fiora,Gragas,Gragas,Fiora,Renekton,Gnar,Maokai
Pride,ISG,AR,2017 CLS 南拉丁美洲 春季赛,19,660,13,Talon,Drmundo,Renekton,Ekko,Fiora,Rumble,Kennen,Kled,Shen,Maokai
Accelerator,FG,AR,2017 CLS 南拉丁美洲 春季赛,26,983,17,Nautilus,Poppy,Camille,Poppy,Shen,Nautilus,Nautilus,Rumble,Rumble,Shen
Nipphu,Last Kings,CL,2017 CLS 南拉丁美洲 春季赛,20,702,11,Gragas,Nautilus,Fiora,Nautilus,Renekton,Fiora,Rumble,Jax,Rumble,Renekton
Buggax,HAF,AR,2017 CLS 南拉丁美洲 春季赛,19,668,8,Gragas,Gragas,Nautilus,Nautilus,Rumble,Renekton,Nautilus,Shen,Ekko,Shen
Relenus,KLG,PR,2017 CLS 南拉丁美洲 春季赛,18,605,4,Shen,Rumble,Maokai,Shen,Maokai,Fiora,Poppy,Maokai,Poppy,Shen
Mantarraya,RBT,CL,2017 CLS 南拉丁美洲 春季赛,22,766,9,Gnar,Trundle,Gnar,Shen,Rumble,Renekton,Fiora,Camille,Nautilus,Nautilus
Jinoo,LGD,CN,2017 LPL 升降级赛,6,191,6,Kennen,Fiora,Fizz,Fiora,Jayce,Jayce,,,,
Flandre,LNG,CN,2017 LPL 升降级赛,3,108,3,Jarvaniv,Rumble,Rumble,,,,,,,
Clowz,YM,CN,2017 LPL 升降级赛,3,98,0,Rumble,Gragas,Kennen,,,,,,,
Lies,DAN,CN,2017 LPL 升降级赛,4,156,3,Shen,Maokai,Shen,Rumble,,,,,,
Chippys,DW,AU,2017 OPL 春季赛,21,687,16,Rumble,Rumble,Camille,Gragas,Rumble,Renekton,Nautilus,Nautilus,Poppy,Shen
Fivetoeight,X5,AU,2017 OPL 春季赛,18,567,2,Jayce,Shen,Gnar,Poppy,Shen,Camille,Shen,Kled,Camille,Poppy
Pacman,AE,AU,2017 OPL 春季赛,16,582,5,Nautilus,Nautilus,Rumble,Rumble,Shen,Swain,Camille,Sion,Maokai,Trundle
Tally,LGC,AU,2017 OPL 春季赛,26,904,19,Rumble,Fizz,Renekton,Gragas,Camille,Fizz,Shen,Gragas,Rumble,Maokai
Flaresz,SIN,AU,2017 OPL 春季赛,40,1400,21,Kennen,Renekton,Rumble,Poppy,Renekton,Fizz,Shen,Rumble,Poppy,Kennen
Praedyth,TM,AU,2017 OPL 春季赛,22,729,7,Riven,Lucian,Shen,Fiora,Poppy,Rengar,Ekko,Ekko,Ekko,Fiora
Swip3Rr,CHF,AU,2017 OPL 春季赛,21,660,15,Renekton,Nautilus,Renekton,Renekton,Nautilus,Renekton,Camille,Rumble,Rumble,Rumble
Pabu,TM,AU,2017 OPL 春季赛,3,124,1,Singed,Renekton,Renekton,,,,,,,
Ceres,AV,AU,2017 OPL 春季赛,27,943,13,Nautilus,Shen,Jax,Shen,Nautilus,Rumble,Rumble,Gragas,Rumble,Nautilus
Pabu,AE,AU,2017 OPL 春季赛,7,222,1,Shen,Gragas,Fizz,Camille,Nautilus,Kled,Kled,,,
Fabfabulous,SMB,TR,2017 TCL 土耳其冬季赛,32,1028,25,Rumble,Nautilus,Gragas,Renekton,Maokai,Shen,Shen,Shen,Blitzcrank,Khazix
Broken Blade,GS,TR,2017 TCL 土耳其冬季赛,22,812,7,Riven,Rengar,Nidalee,Nidalee,Gangplank,Gragas,Camille,Nautilus,Nautilus,Shen
Brolia,GAL,TR,2017 TCL 土耳其冬季赛,20,665,9,Gragas,Shen,Maokai,Kled,Gragas,Gragas,Nautilus,Shen,Gragas,Maokai
Panky,IW,TR,2017 TCL 土耳其冬季赛,29,1034,11,Gragas,Gnar,Poppy,Irelia,Nautilus,Renekton,Renekton,Shen,Nautilus,Gragas
Thaldrin,FB,TR,2017 TCL 土耳其冬季赛,35,1307,17,Aatrox,Nautilus,Renekton,Nautilus,Nautilus,Rumble,Camille,Fizz,Fizz,Maokai
Elwind,CEC,TR,2017 TCL 土耳其冬季赛,37,1274,21,Shen,Fizz,Kennen,Camille,Camille,Nautilus,Trundle,Shen,Camille,Kennen
Smoke,GS,TR,2017 TCL 土耳其冬季赛,2,62,2,Shen,Nautilus,,,,,,,,
Rare,GAL,TR,2017 TCL 土耳其冬季赛,6,221,2,Fiora,Shen,Poppy,Maokai,Shen,Sion,,,,
Atom,AUR,TR,2017 TCL 土耳其冬季赛,26,913,15,Fizz,Gnar,Fizz,Gragas,Gangplank,Heimerdinger,Nautilus,Shen,Poppy,Renekton
Bwipo,DP,TR,2017 TCL 土耳其冬季赛,9,310,3,Shen,Darius,Nautilus,Darius,Poppy,Maokai,Camille,Nautilus,Shen,
Kirito,AUR,TR,2017 TCL 土耳其冬季赛,4,149,1,Kayle,Shen,Shen,Maokai,,,,,,
Sohwan,JAG,KR,2017 LCK 升降级赛,4,159,3,Kennen,Renekton,Fizz,Fizz,,,,,,
Roach,KDM,KR,2017 LCK 升降级赛,11,427,4,Nautilus,Gragas,Nautilus,Shen,Camille,Jayce,Gragas,Shen,Rumble,Gragas
Ikssu,JAG,KR,2017 LCK 升降级赛,2,62,2,Singed,Jayce,,,,,,,,
Helper,EEW,KR,2017 LCK 升降级赛,8,302,5,Gragas,Shen,Gragas,Gragas,Gragas,Gragas,Nautilus,Gragas,,
Robo,RED,BR,2017 MSI 入围赛,6,225,4,Fizz,Fizz,Fiora,Jarvaniv,Darius,Jarvaniv,,,,
Fabfabulous,SMB,TR,2017 MSI 入围赛,13,404,6,Maokai,Shen,Rumble,Nautilus,Rumble,Kennen,Nautilus,Nautilus,Galio,Jayce
Doxy,VP,RU,2017 MSI 入围赛,6,244,2,Nautilus,Renekton,Rumble,Rumble,Nautilus,Gragas,,,,
Stark,GAM,VN,2017 MSI 入围赛,12,390,7,Gragas,Gragas,Gragas,Gragas,Rumble,Gragas,Renekton,Gragas,Gragas,Rumble
Evi,PGM,JP,2017 MSI 入围赛,6,207,1,Tahmkench,Poppy,Galio,Gragas,Shen,Shen,,,,
Chippys,DW,AU,2017 MSI 入围赛,6,203,2,Gragas,Fizz,Fizz,Gragas,Olaf,Fizz,,,,
Pride,ISG,AR,2017 MSI 入围赛,5,176,1,Gragas,Fizz,Jayce,Gragas,Renekton,,,,,
Jirall,R7,MX,2017 MSI 入围赛,4,163,4,Galio,Shen,Galio,Camille,,,,,,
Hioss,DP,TR,2017 TCL 土耳其冬季赛,2,72,1,Fiora,Kennen,,,,,,,,
Wickd,DP,TR,2017 TCL 土耳其冬季赛,16,552,6,Ashe,Irelia,Renekton,Rumble,Rumble,Shen,Camille,Renekton,Maokai,Nautilus
Crimson,GS,TR,2017 TCL 土耳其冬季赛,4,128,2,Graves,Shen,Maokai,Gragas,,,,,,
Kaigu,LYB,PH,2017 GPL 东南亚 春季赛,5,181,3,Warwick,Renekton,Nautilus,Gragas,Nautilus,,,,,
Square,FTS,ID,2017 GPL 东南亚 春季赛,5,179,2,Nautilus,Shen,Shen,Maokai,Shen,,,,,
Shiro,KLH,MY,2017 GPL 东南亚 春季赛,4,142,3,Jarvaniv,Rumble,Renekton,Rumble,,,,,,
Revive,TR,SG,2017 GPL 东南亚 春季赛,6,207,2,Kled,Rumble,Renekton,Kennen,Gragas,Poppy,,,,
Expect,G2,EU,2017 MSI 季中冠军赛,17,643,7,Galio,Galio,Gangplank,Rumble,Galio,Galio,Galio,Rumble,Shen,Gragas
957,WE,CN,2017 MSI 季中冠军赛,13,454,8,Kled,Shen,Rumble,Gragas,Fizz,Shen,Gragas,Kled,Fizz,Shen
Stark,GAM,VN,2017 MSI 季中冠军赛,9,293,3,Galio,Galio,Nautilus,Galio,Gragas,Kennen,Galio,Gragas,Jayce,
Huni,T1,KR,2017 MSI 季中冠军赛,17,564,14,Rumble,Rumble,Galio,Galio,Rumble,Fizz,Shen,Galio,Galio,Rumble
Hauntzer,TSM,US,2017 MSI 入围赛,5,165,3,Renekton,Nautilus,Gragas,Nautilus,Rumble,,,,,
Mmd,FW,TW,2017 MSI 入围赛,3,82,3,Gragas,Rumble,Kled,,,,,,,
Hauntzer,TSM,US,2017 MSI 季中冠军赛,10,396,3,Shen,Rumble,Shen,Renekton,Kennen,Rumble,Galio,Shen,Fizz,Nautilus
Mmd,FW,TW,2017 MSI 季中冠军赛,14,499,5,Galio,Shen,Nautilus,Nautilus,Fizz,Galio,Fizz,Shen,Nautilus,Kled
Hashiqi,JDM,CN,德玛西亚杯长沙站,3,114,1,Fizz,Fiora,Kled,,,,,,,
Clowz,YM,CN,德玛西亚杯长沙站,4,136,2,Gragas,Gragas,Gragas,Fizz,,,,,,
Jiawen,LD,CN,德玛西亚杯长沙站,6,206,3,Shen,Gangplank,Jarvaniv,Gangplank,Shen,Gragas,,,,
Moyu,DAN,CN,德玛西亚杯长沙站,3,91,2,Gragas,Gragas,Renekton,,,,,,,
Zoom,Tyloo,CN,德玛西亚杯长沙站,2,58,0,Gragas,Fiora,,,,,,,,
Betsy,PRW,CN,德玛西亚杯长沙站,5,186,2,Jayce,Rumble,Galio,Galio,Fiora,,,,,
Casual,OMD,CN,德玛西亚杯长沙站,1,24,0,Jax,,,,,,,,,
Xiaoal,WBG,CN,德玛西亚杯长沙站,6,238,3,Galio,Kennen,Fizz,Kled,Fizz,Fizz,,,,
Candybaby,YG,CN,德玛西亚杯长沙站,4,167,2,Galio,Shen,Sejuani,Gragas,,,,,,
Luguo,YG,CN,德玛西亚杯长沙站,4,143,2,Renekton,Renekton,Renekton,Renekton,,,,,,
Lies,DAN,CN,德玛西亚杯长沙站,2,57,0,Fizz,Kled,,,,,,,,
Duke,IG,CN,德玛西亚杯长沙站,10,299,8,Galio,Galio,Kennen,Galio,Kled,Shen,Shen,Kennen,Fiora,Galio
Amazingj,IM,CN,德玛西亚杯长沙站,15,558,10,Camille,Fiora,Jarvaniv,Sejuani,Jarvaniv,Fiora,Jarvaniv,Camille,Kennen,Galio
Kabe,JDG,CN,德玛西亚杯长沙站,5,176,2,Shen,Gragas,Gragas,Kennen,Gragas,,,,,
Loong,RA,CN,德玛西亚杯长沙站,11,418,7,Kled,Rumble,Gangplank,Shen,Olaf,Kennen,Kennen,Shen,Galio,Rumble
Jinoo,LGD,CN,德玛西亚杯长沙站,8,302,5,Fizz,Jarvaniv,Rumble,Fizz,Rumble,Jayce,Riven,Fizz,,
