player_name,player_team,player_region,matchType,matches_played,minutes_played,matches_won,hero_chosen_1,hero_chosen_2,hero_chosen_3,hero_chosen_4,hero_chosen_5,hero_chosen_6,hero_chosen_7,hero_chosen_8,hero_chosen_9,hero_chosen_10
Lwx,RNG,CN,2024 LPL春季赛,34,1166,12,Jinx,Kaisa,Varus,Varus,Smolder,Smolder,Varus,Smolder,Smolder,Smolder
Starry,OMG,CN,2024 LPL春季赛,7,225,3,Zeri,Jinx,Kalista,Xayah,Lucian,Ziggs,Varus,,,
Hope,AL,CN,2024 LPL春季赛,41,1354,18,Zeri,Varus,Varus,Varus,Kalista,Lucian,Lucian,Kaisa,Zeri,Zeri
Photic,NIP,CN,2024 LPL春季赛,53,1749,29,Zeri,Zeri,Tristana,Varus,Jinx,Jinx,Zeri,Jinx,Lucian,Jinx
Doggo,UP,CN,2024 LPL春季赛,38,1220,10,Senna,Smolder,Kalista,Varus,Lucian,Zeri,Lucian,Smolder,Zeri,Kaisa
Light,WBG,CN,2024 LPL春季赛,50,1710,26,Varus,Kalista,Kalista,Varus,Zeri,Zeri,Kalista,Draven,Varus,Varus
Gala,LNG,CN,2024 LPL春季赛,44,1444,24,Senna,Senna,Lucian,Lucian,Varus,Jinx,Varus,Jinx,Varus,Varus
Xiaoyueji,IG,CN,2024 LPL春季赛,3,95,2,Varus,Kalista,Draven,,,,,,,
Ahn,IG,CN,2024 LPL春季赛,37,1188,18,Draven,Draven,Draven,Lucian,Draven,Senna,Smolder,Smolder,Jinx,Kalista
Kepler,LGD,CN,2024 LPL春季赛,13,480,7,Kaisa,Kalista,Xayah,Kalista,Varus,Ezreal,Varus,Kalista,Lucian,Aphelios
Jackeylove,TES,CN,2024 LPL春季赛,49,1513,35,Kalista,Draven,Jinx,Senna,Senna,Varus,Kalista,Lucian,Varus,Draven
1Xn,TT,CN,2024 LPL春季赛,35,1178,15,Varus,Varus,Varus,Zeri,Aphelios,Lucian,Smolder,Senna,Varus,Smolder
Assum,RA,CN,2024 LPL春季赛,37,1220,10,Kaisa,Kalista,Zeri,Kalista,Jinx,Zeri,Jinx,Smolder,Kalista,Kalista
Able,OMG,CN,2024 LPL春季赛,32,987,16,Tristana,Kaisa,Aphelios,Jinx,Tristana,Smolder,Aphelios,Aphelios,Senna,Zeri
Deokdam,FPX,CN,2024 LPL春季赛,44,1375,25,Varus,Jinx,Kalista,Twitch,Senna,Senna,Senna,Zeri,Senna,Varus
Ruler,JDG,CN,2024 LPL春季赛,51,1691,31,Kalista,Kalista,Varus,Zeri,Xayah,Jinx,Zeri,Zeri,Kalista,Zeri
Prince,WE,CN,2024 LPL春季赛,21,703,10,Kaisa,Kaisa,Jhin,Varus,Smolder,Sivir,Jhin,Jhin,Jhin,Varus
Thesnake,EDG,CN,2024 LPL春季赛,31,1003,10,Jinx,Ziggs,Varus,Ziggs,Kalista,Smolder,Ziggs,Senna,Smolder,Ziggs
Lp,RNG,CN,2024 LPL春季赛,2,60,0,Varus,Sivir,,,,,,,,
Lgdshaoye,LGD,CN,2024 LPL春季赛,2,76,0,Draven,Senna,,,,,,,,
Tesjackeylove,TES,CN,2024 LPL春季赛,3,82,2,Varus,Lucian,Lucian,,,,,,,
Jdgruler,JDG,CN,2024 LPL春季赛,2,74,2,Lucian,Lucian,,,,,,,,
Stay,WE,CN,2024 LPL春季赛,25,831,14,Varus,Zeri,Zeri,Zeri,Zeri,Zeri,Xayah,Zeri,Jhin,Jinx
Shaoye,LGD,CN,2024 LPL春季赛,24,776,9,Xayah,Draven,Varus,Draven,Kalista,Kalista,Senna,Xayah,Smolder,Smolder
Gumayusi,T1,KR,2024 MSI 入围赛,4,99,4,Kalista,Senna,Kalista,Kalista,,,,,,
Massu,FLY,US,2024 MSI 入围赛,7,216,2,Varus,Varus,Varus,Varus,Varus,Lucian,Jinx,,,
Snaker,EST,MX,2024 MSI 入围赛,4,110,0,Xayah,Kalista,Draven,Draven,,,,,,
Jackeylove,TES,CN,2024 MSI 入围赛,5,148,4,Varus,Varus,Lucian,Kalista,Senna,,,,,
Noah,FNC,EU,2024 MSI 入围赛,7,225,5,Lucian,Kalista,Xayah,Kalista,Aphelios,Xayah,Xayah,,,
Route,LLL,BR,2024 MSI 入围赛,5,163,1,Senna,Senna,Senna,Varus,Varus,,,,,
Peyz,GEN,KR,2024 MSI 季中冠军赛,15,514,12,Senna,Kalista,Senna,Lucian,Kalista,Senna,Senna,Kalista,Kalista,Kalista
Yeon,TL,US,2024 MSI 季中冠军赛,11,324,4,Kalista,Kalista,Samira,Kalista,Lucian,Varus,Varus,Lucian,Jhin,Smolder
Hanssama,G2,EU,2024 MSI 季中冠军赛,14,414,8,Varus,Draven,Draven,Draven,Kogmaw,Kalista,Varus,Kalista,Kalista,Jinx
Elk,BLG,CN,2024 MSI 季中冠军赛,21,671,10,Zeri,Varus,Lucian,Senna,Varus,Senna,Varus,Kalista,Kalista,Senna
Gumayusi,T1,KR,2024 MSI 季中冠军赛,21,659,12,Varus,Senna,Kalista,Draven,Senna,Kalista,Varus,Kalista,Senna,Varus
Noah,FNC,EU,2024 MSI 季中冠军赛,7,215,1,Varus,Kalista,Lucian,Kalista,Varus,Lucian,Varus,,,
Jackeylove,TES,CN,2024 MSI 季中冠军赛,11,313,5,Kalista,Draven,Varus,Lucian,Draven,Varus,Lucian,Draven,Lucian,Senna
Doggo,UP,CN,2024LPL夏季赛,35,1172,13,Draven,Draven,Ezreal,Zeri,Ashe,Kalista,Zeri,Kaisa,Ashe,Ashe
Light,WBG,CN,2024LPL夏季赛,57,1770,29,Varus,Ezreal,Ziggs,Ezreal,Missfortune,Jhin,Varus,Varus,Ashe,Varus
Lp,WE,CN,2024LPL夏季赛,11,358,5,Kaisa,Ezreal,Zeri,Jhin,Kalista,Draven,Ziggs,Lucian,Draven,Kalista
Assum,RA,CN,2024LPL夏季赛,33,1090,16,Ezreal,Ziggs,Jhin,Missfortune,Ziggs,Ziggs,Ezreal,Jhin,Zeri,Missfortune
Starry,OMG,CN,2024LPL夏季赛,34,1082,14,Kaisa,Ziggs,Ashe,Jhin,Kaisa,Kaisa,Ezreal,Kaisa,Kaisa,Ziggs
Hope,AL,CN,2024LPL夏季赛,45,1389,27,Kaisa,Missfortune,Kalista,Jhin,Kalista,Jhin,Ezreal,Ashe,Ezreal,Kaisa
1Xn,TT,CN,2024LPL夏季赛,37,1186,20,Varus,Missfortune,Ezreal,Ezreal,Ezreal,Ezreal,Missfortune,Smolder,Ezreal,Ezreal
Kepler,LGD,CN,2024LPL夏季赛,7,244,1,Ashe,Ashe,Ezreal,Ezreal,Ezreal,Kalista,Varus,,,
Leave,EDG,CN,2024LPL夏季赛,31,1071,13,Smolder,Ezreal,Ezreal,Senna,Smolder,Ezreal,Zeri,Kaisa,Aphelios,Smolder
Huanfeng,RNG,CN,2024LPL夏季赛,31,1051,7,Missfortune,Missfortune,Ezreal,Ashe,Missfortune,Ezreal,Ezreal,Ezreal,Ezreal,Ezreal
Ruler,JDG,CN,2024LPL夏季赛,38,1223,24,Xayah,Jhin,Jhin,Ezreal,Kaisa,Missfortune,Jhin,Kalista,Xayah,Missfortune
Gala,LNG,CN,2024LPL夏季赛,44,1442,24,Ezreal,Ezreal,Ezreal,Missfortune,Ezreal,Ashe,Xayah,Jhin,Ezreal,Xayah
Photic,NIP,CN,2024LPL夏季赛,54,1728,25,Jhin,Ezreal,Jhin,Ezreal,Kaisa,Ezreal,Missfortune,Jhin,Ezreal,Ezreal
Deokdam,FPX,CN,2024LPL夏季赛,42,1383,17,Caitlyn,Caitlyn,Kaisa,Ezreal,Ezreal,Ziggs,Kaisa,Kaisa,Caitlyn,Ezreal
Elk,BLG,CN,2024LPL夏季赛,46,1460,35,Jhin,Ashe,Kaisa,Ashe,Missfortune,Kalista,Ashe,Jhin,Ziggs,Ziggs
Ahn,IG,CN,2024LPL夏季赛,40,1278,17,Draven,Smolder,Smolder,Jhin,Missfortune,Kaisa,Kaisa,Draven,Missfortune,Draven
Jackeylove,TES,CN,2024LPL夏季赛,46,1437,34,Missfortune,Ashe,Ezreal,Missfortune,Ezreal,Missfortune,Ezreal,Missfortune,Missfortune,Ezreal
Shaoye,LGD,CN,2024LPL夏季赛,35,1149,15,Smolder,Varus,Jhin,Zeri,Ezreal,Ezreal,Ezreal,Missfortune,Ezreal,Ezreal
Able,WE,CN,2024LPL夏季赛,18,594,6,Ezreal,Xayah,Smolder,Xayah,Kaisa,Zeri,Ezreal,Jhin,Xayah,Ezreal
Light,WBG,CN,2024 LPL全球总决赛资格赛,8,249,3,Ashe,Ziggs,Missfortune,Ashe,Ashe,Missfortune,Missfortune,Ezreal,,
Photic,NIP,CN,2024 LPL全球总决赛资格赛,5,158,2,Varus,Missfortune,Ziggs,Missfortune,Ashe,,,,,
Supa,MDK,EU,2024全球总决赛 入围赛,5,172,4,Ezreal,Ezreal,Ziggs,Jinx,Jinx,,,,,
Betty,PSG,HK,2024全球总决赛 入围赛,8,253,5,Ezreal,Jhin,Missfortune,Missfortune,Ashe,Jhin,Jhin,Missfortune,,
Easylove,GAM,VN,2024全球总决赛 入围赛,4,115,4,Jhin,Missfortune,Jhin,Jhin,,,,,,
100 Tomo,100,US,2024全球总决赛 入围赛,5,177,3,Ashe,Kaisa,Jinx,Lucian,Jhin,,,,,
Shogun,VKE,VN,2024全球总决赛 入围赛,4,136,0,Ashe,Missfortune,Jhin,Ezreal,,,,,,
Marble,SHG,JP,2024全球总决赛 入围赛,4,112,0,Jhin,Ezreal,Ashe,Ziggs,,,,,,
Ceo,R7,MX,2024全球总决赛 入围赛,8,284,3,Varus,Xayah,Xayah,Ziggs,Ezreal,Lucian,Ezreal,Draven,,
Elk,BLG,CN,2024全球总决赛,19,626,13,Kaisa,Ziggs,Kalista,Ashe,Ashe,Kaisa,Ziggs,Varus,Kaisa,Ashe
Jackeylove,TES,CN,2024全球总决赛,8,267,4,Kaisa,Ezreal,Missfortune,Kalista,Ashe,Missfortune,Jhin,Jhin,,
Peyz,GEN,KR,2024全球总决赛,13,434,7,Ashe,Ezreal,Kaisa,Ziggs,Ziggs,Ashe,Ezreal,Ashe,Jinx,Kalista
Noah,FNC,EU,2024全球总决赛,6,185,2,Ziggs,Missfortune,Varus,Jhin,Ziggs,Kaisa,,,,
Yeon,TL,US,2024全球总决赛,10,335,5,Kaisa,Xayah,Jhin,Ezreal,Kaisa,Ezreal,Ezreal,Kaisa,Kaisa,Lucian
Viper,HLE,KR,2024全球总决赛,11,385,6,Missfortune,Zeri,Kaisa,Ezreal,Xayah,Ezreal,Kaisa,Jhin,Kaisa,Xayah
Massu,FLY,US,2024全球总决赛,14,474,7,Kalista,Ezreal,Kaisa,Ezreal,Ashe,Xayah,Kalista,Ashe,Kaisa,Kalista
Hans Sama,G2,EU,2024全球总决赛,8,300,3,Kalista,Ezreal,Missfortune,Kaisa,Draven,Kalista,Jhin,Varus,,
Light,WBG,CN,2024全球总决赛,16,570,8,Ezreal,Kalista,Kalista,Ezreal,Ashe,Ashe,Ashe,Ezreal,Ezreal,Caitlyn
Gumayusi,T1,KR,2024全球总决赛,17,533,13,Xayah,Ashe,Xayah,Kalista,Caitlyn,Varus,Ashe,Caitlyn,Ashe,Xayah
Aiming,DK,KR,2024全球总决赛,9,328,3,Missfortune,Kaisa,Kalista,Missfortune,Smolder,Ziggs,Smolder,Ziggs,Ezreal,
Betty,PSG,HK,2024全球总决赛,5,168,1,Xayah,Ezreal,Jhin,Kaisa,Kaisa,,,,,
Supa,MDK,EU,2024全球总决赛,5,155,1,Kaisa,Xayah,Ziggs,Ziggs,Tristana,,,,,
Titan,PNG,BR,2024全球总决赛,4,125,0,Jhin,Ezreal,Kalista,Xayah,,,,,,
Gala,LNG,CN,2024全球总决赛,7,259,4,Jhin,Kaisa,Ezreal,Jhin,Kaisa,Kaisa,Jhin,,,
Ming,RNG,CN,2017 LPL 春季赛,41,1392,27,Braum,Lulu,Nautilus,Karma,Nami,Zyra,Lulu,Lulu,Karma,Leona
Megan,IG,CN,2017 LPL 春季赛,39,1472,21,Nami,Zyra,Karma,Lulu,Karma,Malzahar,Lulu,Lulu,Malzahar,Nami
Zero,WE,CN,2017 LPL 春季赛,5,190,2,Malzahar,Thresh,Zyra,Braum,Zyra,,,,,
Meiko,EDG,CN,2017 LPL 春季赛,51,1849,33,Braum,Malzahar,Lulu,Lulu,Lulu,Karma,Zyra,Lulu,Lulu,Lulu
Road,IM,CN,2017 LPL 春季赛,30,1198,15,Nami,Missfortune,Karma,Thresh,Thresh,Thresh,Lulu,Thresh,Braum,Zyra
Mo,LNG,CN,2017 LPL 春季赛,10,382,3,Missfortune,Missfortune,Karma,Zyra,Thresh,Thresh,Tahmkench,Tahmkench,Karma,Tahmkench
Savoki,GT,CN,2017 LPL 春季赛,32,1135,7,Tahmkench,Tahmkench,Nautilus,Malzahar,Malzahar,Malzahar,Karma,Lulu,Tahmkench,Lulu
Hetong,RA,CN,2017 LPL 春季赛,30,1083,11,Karma,Karma,Zyra,Lulu,Lulu,Lulu,Braum,Lulu,Lulu,Karma
Pyl,LGD,CN,2017 LPL 春季赛,37,1265,14,Tahmkench,Karma,Lulu,Karma,Karma,Nami,Lulu,Nami,Tahmkench,Karma
Ben,WE,CN,2017 LPL 春季赛,37,1297,27,Lulu,Thresh,Lulu,Nami,Thresh,Lulu,Malzahar,Nami,Nami,Zyra
Morzb,NB,CN,2017 LPL 春季赛,32,1211,15,Karma,Zyra,Lulu,Braum,Lulu,Malzahar,Thresh,Zyra,Lulu,Nami
Soulmate,GT,CN,2017 LPL 春季赛,3,138,2,Malzahar,Malzahar,Zyra,,,,,,,
Ali,JDG,CN,2017 LPL 春季赛,20,767,12,Nami,Lulu,Thresh,Lulu,Lulu,Tahmkench,Lulu,Nami,Thresh,Nami
Five,OMG,CN,2017 LPL 春季赛,50,1908,25,Thresh,Thresh,Karma,Karma,Nami,Nami,Karma,Karma,Lulu,Lulu
Kryst4L,LNG,CN,2017 LPL 春季赛,23,793,11,Thresh,Thresh,Malzahar,Nami,Lulu,Malzahar,Karma,Lulu,Malzahar,Lulu
Starlight,IM,CN,2017 LPL 春季赛,13,462,5,Malzahar,Malzahar,Karma,Zyra,Lulu,Lulu,Nautilus,Zyra,Tahmkench,Karma
Caveman,RA,CN,2017 LPL 春季赛,6,211,2,Lulu,Nami,Karma,Lulu,Karma,Nami,,,,
Cloud,JDG,CN,2017 LPL 春季赛,11,385,6,Thresh,Lulu,Thresh,Braum,Malzahar,Malzahar,Bard,Thresh,Bard,Bard
Soul,GT,CN,2017 LPL 春季赛,1,38,0,Karma,,,,,,,,,
Deceit,JDG,CN,2017 LPL 春季赛,6,194,4,Lulu,Tahmkench,Tahmkench,Karma,Lulu,Braum,,,,
Pinus,NB,CN,2017 LPL 春季赛,9,320,2,Karma,Lulu,Lulu,Braum,Karma,Tahmkench,Malzahar,Karma,Missfortune,
Key,HLE,KR,2017 LCK 韩国春季赛,44,1591,22,Zyra,Malzahar,Malzahar,Zyra,Zyra,Zyra,Zyra,Thresh,Malzahar,Tahmkench
Gorilla,DRX,KR,2017 LCK 韩国春季赛,45,1707,19,Nautilus,Nami,Karma,Karma,Nautilus,Karma,Karma,Lulu,Lulu,Karma
Snowflower,JAG,KR,2017 LCK 韩国春季赛,42,1724,13,Lulu,Velkoz,Karma,Thresh,Tahmkench,Karma,Malzahar,Lulu,Karma,Lulu
Max,MVP,KR,2017 LCK 韩国春季赛,50,1805,24,Malzahar,Blitzcrank,Lulu,Thresh,Zyra,Lulu,Thresh,Zyra,Nami,Lulu
Tusin,KDF,KR,2017 LCK 韩国春季赛,48,1778,26,Lulu,Lulu,Karma,Zyra,Lulu,Nautilus,Lulu,Nautilus,Braum,Thresh
Guger,KDM,KR,2017 LCK 韩国春季赛,42,1578,12,Nami,Zyra,Nami,Lulu,Lulu,Zyra,Zyra,Zyra,Nami,Braum
Corejj,GEN,KR,2017 LCK 韩国春季赛,38,1368,25,Karma,Lulu,Lulu,Lulu,Nami,Karma,Karma,Karma,Zyra,Karma
Totoro,BBQ,KR,2017 LCK 韩国春季赛,43,1571,16,Malzahar,Zyra,Nami,Brand,Missfortune,Braum,Zyra,Zyra,Karma,Malzahar
Mata,KT,KR,2017 LCK 韩国春季赛,52,1912,34,Karma,Malzahar,Karma,Lulu,Malzahar,Missfortune,Zyra,Malzahar,Karma,Karma
Wolf,T1,KR,2017 LCK 韩国春季赛,42,1526,32,Nami,Lulu,Tahmkench,Missfortune,Karma,Karma,Karma,Lulu,Lulu,Nami
Wraith,GEN,KR,2017 LCK 韩国春季赛,7,260,5,Lulu,Lux,Thresh,Thresh,Karma,Nami,Leona,,,
Secret,KDM,KR,2017 LCK 韩国春季赛,3,105,0,Lulu,Zyra,Nami,,,,,,,
Biofrost,TSM,US,2017 LCS 北美春季赛,47,1652,31,Nami,Lulu,Karma,Lulu,Karma,Lulu,Lulu,Karma,Thresh,Karma
Gate,FOX,US,2017 LCS 北美春季赛,36,1319,12,Lulu,Zyra,Lulu,Karma,Lulu,Zyra,Tahmkench,Lulu,Zyra,Malzahar
Aphromoo,CLG,US,2017 LCS 北美春季赛,44,1638,22,Nami,Nami,Nami,Nami,Nami,Lulu,Nami,Ashe,Caitlyn,Thresh
Hakuho,NV,US,2017 LCS 北美春季赛,39,1498,12,Thresh,Malzahar,Thresh,Lulu,Malzahar,Lulu,Karma,Lulu,Malzahar,Malzahar
Matt,TL,US,2017 LCS 北美春季赛,39,1431,16,Thresh,Zyra,Lulu,Lulu,Zyra,Lulu,Thresh,Lulu,Karma,Karma
Lemonnation,FLY,US,2017 LCS 北美春季赛,49,1754,23,Karma,Lulu,Malzahar,Karma,Zyra,Zyra,Karma,Braum,Karma,Karma
Olleh,IMT,US,2017 LCS 北美春季赛,37,1340,17,Lulu,Karma,Lulu,Karma,Lulu,Karma,Karma,Karma,Bard,Karma
Adrian,P1,US,2017 LCS 北美春季赛,23,873,15,Nami,Soraka,Nami,Nami,Janna,Lulu,Missfortune,Nami,Lulu,Karma
Smoothie,C9,US,2017 LCS 北美春季赛,46,1711,31,Lulu,Gragas,Lulu,Zyra,Lulu,Lulu,Lulu,Lulu,Nami,Malzahar
Stunt,P1,US,2017 LCS 北美春季赛,10,346,8,Zyra,Taric,Karma,Lulu,Nautilus,Karma,Taric,Lulu,Nami,Thresh
Adrian,TL,US,2017 LCS 北美春季赛,1,34,0,Zyra,,,,,,,,,
Hao,ING,CN,2017 LSPL 春季赛,27,949,9,Nami,Karma,Karma,Malzahar,Nami,Karma,Thresh,Malzahar,Morgana,Karma
Xintai,Tyloo,CN,2017 LSPL 春季赛,52,1893,30,Lulu,Zyra,Lulu,Lulu,Lulu,Lulu,Karma,Malzahar,Lulu,Tahmkench
Huni,OMD,CN,2017 LSPL 春季赛,45,1520,22,Thresh,Thresh,Lulu,Malzahar,Thresh,Braum,Karma,Thresh,Karma,Thresh
Mao,JDM,CN,2017 LSPL 春季赛,3,113,2,Missfortune,Thresh,Kayle,,,,,,,
L1Ght,RYL,CN,2017 LSPL 春季赛,59,1964,34,Nautilus,Malzahar,Lulu,Lulu,Malzahar,Taric,Nami,Thresh,Thresh,Zyra
Cat,DAN,CN,2017 LSPL 春季赛,61,2239,38,Zyra,Thresh,Karma,Velkoz,Missfortune,Nautilus,Leona,Malzahar,Thresh,Thresh
Ysera,LD,CN,2017 LSPL 春季赛,52,1786,23,Sona,Malzahar,Thresh,Sona,Lulu,Sona,Karma,Lulu,Karma,Sona
Lvmao,JDM,CN,2017 LSPL 春季赛,61,2097,27,Lulu,Braum,Malzahar,Braum,Karma,Malzahar,Braum,Thresh,Zyra,Lulu
Yoon,WBG,CN,2017 LSPL 春季赛,59,2160,41,Nautilus,Thresh,Nautilus,Thresh,Nautilus,Zyra,Nautilus,Nautilus,Thresh,Nautilus
Killua,YM,CN,2017 LSPL 春季赛,58,2021,44,Lulu,Braum,Karma,Malzahar,Lulu,Tahmkench,Karma,Thresh,Zyra,Karma
X1U,SAT,CN,2017 LSPL 春季赛,52,1786,20,Lulu,Nautilus,Nami,Karma,Lulu,Malzahar,Thresh,Lulu,Lulu,Braum
Zhuangzhou,OMD,CN,2017 LSPL 春季赛,11,400,5,Lulu,Lulu,Lulu,Nami,Lulu,Karma,Lulu,Malzahar,Karma,Tahmkench
694,ME,CN,2017 LSPL 春季赛,50,1708,17,Bard,Bard,Lulu,Lulu,Lulu,Lulu,Karma,Lulu,Lulu,Karma
King,MAX,CN,2017 LSPL 春季赛,44,1599,10,Sona,Karma,Lulu,Zyra,Lulu,Zyra,Thresh,Braum,Karma,Thresh
City,ME,CN,2017 LSPL 春季赛,8,266,3,Karma,Karma,Karma,Tahmkench,Tahmkench,Braum,Karma,Malzahar,,
Jelly,ING,CN,2017 LSPL 春季赛,27,912,11,Karma,Malzahar,Malzahar,Thresh,Lulu,Karma,Malzahar,Lulu,Lulu,Karma
Wangchen,MAX,CN,2017 LSPL 春季赛,5,163,1,Blitzcrank,Thresh,Lulu,Blitzcrank,Blitzcrank,,,,,
Hiiva,AST,EU,2017 LCS 欧洲春季赛,12,406,0,Karma,Zyra,Bard,Braum,Nami,Nami,Lulu,Tahmkench,Zyra,Zyra
Mithy,G2,EU,2017 LCS 欧洲春季赛,37,1406,27,Braum,Fiddlesticks,Lulu,Thresh,Thresh,Karma,Karma,Karma,Zyra,Zyra
Ignar,MSF,EU,2017 LCS 欧洲春季赛,38,1446,21,Nami,Braum,Nautilus,Zyra,Karma,Thresh,Lulu,Lulu,Thresh,Zyra
Hylissang,UOL,RU,2017 LCS 欧洲春季赛,38,1365,26,Tahmkench,Malzahar,Malzahar,Tahmkench,Tahmkench,Thresh,Tahmkench,Malzahar,Malzahar,Zilean
Wadid,ROC,EU,2017 LCS 欧洲春季赛,29,1138,14,Alistar,Malzahar,Lulu,Tahmkench,Lulu,Malzahar,Tahmkench,Malzahar,Tahmkench,Tahmkench
Chei,H2K,EU,2017 LCS 欧洲春季赛,30,1081,20,Tahmkench,Zyra,Zyra,Braum,Thresh,Zyra,Karma,Lulu,Malzahar,Karma
Hachani,VIT,EU,2017 LCS 欧洲春季赛,18,619,6,Alistar,Gragas,Blitzcrank,Thresh,Tahmkench,Bard,Lulu,Bard,Tahmkench,Malzahar
Hustlin,GIA,EU,2017 LCS 欧洲春季赛,26,929,6,Lulu,Zyra,Karma,Karma,Nautilus,Karma,Malzahar,Nautilus,Nami,Karma
Mikyx,MDK,EU,2017 LCS 欧洲春季赛,35,1218,19,Braum,Fiddlesticks,Braum,Malzahar,Fiddlesticks,Sion,Gragas,Malzahar,Tahmkench,Malzahar
Jesiz,FNC,EU,2017 LCS 欧洲春季赛,41,1516,21,Karma,Thresh,Karma,Camille,Annie,Zyra,Thresh,Camille,Zyra,Karma
Xpeke,AST,EU,2017 LCS 欧洲春季赛,15,592,2,Karma,Tahmkench,Karma,Lulu,Lulu,Lulu,Malzahar,Lulu,Lulu,Nami
Aod,VIT,EU,2017 LCS 欧洲春季赛,8,312,2,Brand,Zilean,Malzahar,Karma,Malzahar,Camille,Nami,Nami,,
Albis,AHQ,TW,2017 LMS 港澳台春季联赛,35,1219,26,Thresh,Nami,Malzahar,Lulu,Lulu,Malzahar,Thresh,Nami,Nami,Malzahar
Nestea,HKA,HK,2017 LMS 港澳台春季联赛,18,676,8,Brand,Brand,Bard,Brand,Tahmkench,Karma,Malzahar,Nautilus,Thresh,Thresh
Jay,JT,TW,2017 LMS 港澳台春季联赛,39,1441,24,Malzahar,Lulu,Braum,Nami,Karma,Karma,Lulu,Lulu,Lulu,Thresh
Suki,XG,TW,2017 LMS 港澳台春季联赛,29,1011,5,Nami,Nami,Lulu,Lulu,Lulu,Karma,Karma,Lulu,Lulu,Thresh
Swordart,FW,TW,2017 LMS 港澳台春季联赛,32,1154,31,Malzahar,Zyra,Zyra,Karma,Lulu,Lulu,Zyra,Karma,Sona,Zyra
Chunx,Spider,TW,2017 LMS 港澳台春季联赛,16,646,2,Lulu,Lulu,Karma,Lulu,Zyra,Zyra,Nami,Karma,Malzahar,Missfortune
Skull,FB,TW,2017 LMS 港澳台春季联赛,32,1157,10,Lulu,Zyra,Malzahar,Lulu,Nami,Lulu,Zyra,Zyra,Lulu,Karma
Dreamer,MCX,TW,2017 LMS 港澳台春季联赛,34,1242,18,Zyra,Lulu,Nami,Zyra,Lulu,Lulu,Nautilus,Nautilus,Lulu,Thresh
Ozoraveki,HKA,HK,2017 LMS 港澳台春季联赛,10,333,4,Fiddlesticks,Sona,Karma,Lulu,Karma,Karma,Lulu,Lulu,Karma,Zyra
K,WS,TW,2017 LMS 港澳台春季联赛,11,361,1,Lulu,Karma,Karma,Karma,Zyra,Zyra,Zyra,Zyra,Lulu,Karma
Key,HLE,KR,2017 IEM 卡托维兹站,6,231,3,Zyra,Lulu,Thresh,Malzahar,Thresh,Malzahar,,,,
Chei,H2K,EU,2017 IEM 卡托维兹站,9,393,5,Nami,Nautilus,Malzahar,Braum,Missfortune,Zyra,Karma,Karma,Tahmkench,
Likkrit,M19,RU,2017 IEM 卡托维兹站,2,60,0,Bard,Tahmkench,,,,,,,,
Hylissang,UOL,RU,2017 IEM 卡托维兹站,5,214,1,Lulu,Taric,Zyra,Tahmkench,Zyra,,,,,
Mithy,G2,EU,2017 IEM 卡托维兹站,11,387,6,Nautilus,Tahmkench,Malzahar,Zyra,Zyra,Tahmkench,Braum,Leona,Soraka,Tahmkench
Guger,KDM,KR,2017 IEM 卡托维兹站,4,144,1,Karma,Karma,Karma,Tahmkench,,,,,,
Ziriguidun,VK,BR,2017 CBL 巴西夏季赛,12,494,8,Zyra,Karma,Malzahar,Karma,Lulu,Karma,Malzahar,Karma,Karma,Zyra
Jockster,ITZ,BR,2017 CBL 巴西夏季赛,15,505,9,Malzahar,Thresh,Zyra,Thresh,Malzahar,Thresh,Karma,Malzahar,Malzahar,Malzahar
Bocajunior,OPK,BR,2017 CBL 巴西夏季赛,11,420,3,Tahmkench,Karma,Nautilus,Malzahar,Karma,Malzahar,Zyra,Malzahar,Karma,Malzahar
Cabuloso,REM,BR,2017 CBL 巴西夏季赛,10,394,2,Nami,Thresh,Zyra,Missfortune,Karma,Karma,Karma,Missfortune,Zyra,Nami
Dioud,RED,BR,2017 CBL 巴西夏季赛,16,572,14,Nami,Thresh,Karma,Malzahar,Tahmkench,Karma,Karma,Missfortune,Malzahar,Zyra
Riyev,KBM,BR,2017 CBL 巴西夏季赛,8,333,1,Zyra,Malzahar,Missfortune,Malzahar,Zyra,Missfortune,Malzahar,Malzahar,,
Wos,CNB,BR,2017 CBL 巴西夏季赛,10,406,4,Karma,Karma,Zyra,Tahmkench,Karma,Zyra,Malzahar,Bard,Karma,Karma
Loop,PNG,BR,2017 CBL 巴西夏季赛,14,550,7,Karma,Lulu,Lulu,Tahmkench,Karma,Thresh,Karma,Missfortune,Zyra,Zyra
Xavieles,GMB,RU,2017 LCL 独联体 春季赛,8,298,2,Karma,Karma,Zyra,Karma,Zyra,Lulu,Zyra,Braum,,
Likkrit,M19,RU,2017 LCL 独联体 春季赛,11,432,8,Bard,Blitzcrank,Alistar,Braum,Missfortune,Bard,Brand,Brand,Brand,Malzahar
Dimonko,VS,RU,2017 LCL 独联体 春季赛,12,457,9,Karma,Karma,Lulu,Karma,Lulu,Lulu,Zyra,Malzahar,Tahmkench,Karma
Santas,VP,RU,2017 LCL 独联体 春季赛,11,388,7,Tahmkench,Alistar,Lulu,Lulu,Karma,Blitzcrank,Tahmkench,Tahmkench,Thresh,Tahmkench
Max,JSA,RU,2017 LCL 独联体 春季赛,13,512,6,Nami,Karma,Zyra,Karma,Zyra,Zyra,Karma,Karma,Zyra,Lulu
